"Plot Title: 20983689"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983689, SEN S/N: 20983689)","Intensity, lum/ft² (LGR S/N: 20983689, SEN S/N: 20983689)","Stopped (LGR S/N: 20983689)","End Of File (LGR S/N: 20983689)"
1,08/27/22 01:00:00 PM,105.12,2476.29,,
2,08/27/22 01:00:20 PM,105.20,2498.17,,
3,08/27/22 01:00:40 PM,105.28,2483.90,,
4,08/27/22 01:01:00 PM,105.51,2461.07,,
5,08/27/22 01:01:20 PM,105.66,2481.05,,
6,08/27/22 01:01:40 PM,105.82,2474.39,,
7,08/27/22 01:02:00 PM,105.82,2474.39,,
8,08/27/22 01:02:20 PM,106.05,2459.17,,
9,08/27/22 01:02:40 PM,106.05,2482.00,,
10,08/27/22 01:03:00 PM,106.05,2498.17,,
11,08/27/22 01:03:20 PM,106.13,2484.86,,
12,08/27/22 01:03:40 PM,106.20,2447.75,,
13,08/27/22 01:04:00 PM,106.13,1706.20,,
14,08/27/22 01:04:20 PM,105.97,1726.65,,
15,08/27/22 01:04:40 PM,105.74,1824.64,,
16,08/27/22 01:05:00 PM,105.66,1815.12,,
17,08/27/22 01:05:20 PM,105.66,1883.62,,
18,08/27/22 01:05:40 PM,105.59,2208.02,,
19,08/27/22 01:06:00 PM,105.74,2277.47,,
20,08/27/22 01:06:20 PM,105.74,2214.68,,
21,08/27/22 01:06:40 PM,105.59,2305.06,,
22,08/27/22 01:07:00 PM,105.59,2261.29,,
23,08/27/22 01:07:20 PM,105.59,2295.54,,
24,08/27/22 01:07:40 PM,105.51,2257.49,,
25,08/27/22 01:08:00 PM,105.20,2224.19,,
26,08/27/22 01:08:20 PM,105.28,2257.49,,
27,08/27/22 01:08:40 PM,105.05,2219.44,,
28,08/27/22 01:09:00 PM,104.97,2242.27,,
29,08/27/22 01:09:20 PM,104.81,2226.10,,
30,08/27/22 01:09:40 PM,104.66,2232.75,,
31,08/27/22 01:10:00 PM,104.51,2224.19,,
32,08/27/22 01:10:20 PM,104.81,2393.53,,
33,08/27/22 01:10:40 PM,104.74,2222.29,,
34,08/27/22 01:11:00 PM,104.66,2267.95,,
35,08/27/22 01:11:20 PM,104.58,2220.39,,
36,08/27/22 01:11:40 PM,104.58,2297.44,,
37,08/27/22 01:12:00 PM,104.58,2220.39,,
38,08/27/22 01:12:20 PM,104.74,2742.66,,
39,08/27/22 01:12:40 PM,104.58,2179.48,,
40,08/27/22 01:13:00 PM,104.58,2721.73,,
41,08/27/22 01:13:20 PM,104.58,2206.12,,
42,08/27/22 01:13:40 PM,104.58,2253.68,,
43,08/27/22 01:14:00 PM,104.66,2221.34,,
44,08/27/22 01:14:20 PM,104.74,2220.39,,
45,08/27/22 01:14:40 PM,104.74,2224.19,,
46,08/27/22 01:15:00 PM,104.51,2222.29,,
47,08/27/22 01:15:20 PM,104.58,2224.19,,
48,08/27/22 01:15:40 PM,104.43,2204.21,,
49,08/27/22 01:16:00 PM,104.51,2349.77,,
50,08/27/22 01:16:20 PM,104.58,2222.29,,
51,08/27/22 01:16:40 PM,104.66,2226.10,,
52,08/27/22 01:17:00 PM,104.74,2300.30,,
53,08/27/22 01:17:20 PM,104.81,2181.38,,
54,08/27/22 01:17:40 PM,104.89,2224.19,,
55,08/27/22 01:18:00 PM,105.05,2290.79,,
56,08/27/22 01:18:20 PM,105.12,2174.72,,
57,08/27/22 01:18:40 PM,105.20,2358.33,,
58,08/27/22 01:19:00 PM,105.43,2224.19,,
59,08/27/22 01:19:20 PM,105.35,2228.00,,
60,08/27/22 01:19:40 PM,105.51,2307.91,,
61,08/27/22 01:20:00 PM,105.51,2196.60,,
62,08/27/22 01:20:20 PM,105.51,2325.98,,
63,08/27/22 01:20:40 PM,105.43,2192.80,,
64,08/27/22 01:21:00 PM,105.51,2610.43,,
65,08/27/22 01:21:20 PM,105.59,2217.53,,
66,08/27/22 01:21:40 PM,105.43,2205.17,,
67,08/27/22 01:22:00 PM,105.43,2247.98,,
68,08/27/22 01:22:20 PM,105.51,2361.18,,
69,08/27/22 01:22:40 PM,105.43,2172.82,,
70,08/27/22 01:23:00 PM,105.35,2379.26,,
