"Plot Title: 20983768"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983768, SEN S/N: 20983768)","Intensity, lum/ft² (LGR S/N: 20983768, SEN S/N: 20983768)","Button Down (LGR S/N: 20983768)","Button Up (LGR S/N: 20983768)","Host Connected (LGR S/N: 20983768)","End Of File (LGR S/N: 20983768)"
1,11/02/22 08:00:00 AM,68.13,126.76,,,,
2,11/02/22 08:00:20 AM,68.13,129.26,,,,
3,11/02/22 08:00:40 AM,68.13,135.09,,,,
4,11/02/22 08:01:00 AM,68.06,140.02,,,,
5,11/02/22 08:01:20 AM,68.13,142.46,,,,
6,11/02/22 08:01:40 AM,68.13,147.16,,,,
7,11/02/22 08:02:00 AM,68.06,149.12,,,,
8,11/02/22 08:02:20 AM,68.06,148.17,,,,
9,11/02/22 08:02:40 AM,68.06,155.48,,,,
10,11/02/22 08:03:00 AM,67.98,158.40,,,,
11,11/02/22 08:03:20 AM,67.98,159.64,,,,
12,11/02/22 08:03:40 AM,67.98,167.25,,,,
13,11/02/22 08:04:00 AM,68.06,171.48,,,,
14,11/02/22 08:04:20 AM,67.90,106.67,,,,
15,11/02/22 08:04:40 AM,67.90,123.02,,,,
16,11/02/22 08:05:00 AM,67.83,122.01,,,,
17,11/02/22 08:05:20 AM,67.75,128.90,,,,
18,11/02/22 08:05:40 AM,67.75,131.10,,,,
19,11/02/22 08:06:00 AM,67.59,118.86,,,,
20,11/02/22 08:06:20 AM,67.67,127.36,,,,
21,11/02/22 08:06:40 AM,67.59,131.70,,,,
22,11/02/22 08:07:00 AM,67.52,139.67,,,,
23,11/02/22 08:07:20 AM,67.52,137.53,,,,
24,11/02/22 08:07:40 AM,67.52,141.57,,,,
25,11/02/22 08:08:00 AM,67.52,152.69,,,,
26,11/02/22 08:08:20 AM,67.52,155.01,,,,
27,11/02/22 08:08:40 AM,67.44,165.71,,,,
28,11/02/22 08:09:00 AM,67.52,161.31,,,,
29,11/02/22 08:09:20 AM,67.52,150.25,,,,
30,11/02/22 08:09:40 AM,67.36,145.79,,,,
31,11/02/22 08:10:00 AM,67.52,153.46,,,,
32,11/02/22 08:10:20 AM,67.44,135.74,,,,
33,11/02/22 08:10:40 AM,67.52,194.43,,,,
34,11/02/22 08:11:00 AM,67.44,202.51,,,,
35,11/02/22 08:11:20 AM,67.52,208.87,,,,
36,11/02/22 08:11:40 AM,67.44,196.75,,,,
37,11/02/22 08:12:00 AM,67.44,190.38,,,,
38,11/02/22 08:12:20 AM,67.52,190.68,,,,
39,11/02/22 08:12:40 AM,67.44,202.16,,,,
40,11/02/22 08:13:00 AM,67.44,205.43,,,,
41,11/02/22 08:13:20 AM,67.36,203.88,,,,
42,11/02/22 08:13:40 AM,67.36,192.58,,,,
43,11/02/22 08:14:00 AM,67.28,190.38,,,,
44,11/02/22 08:14:20 AM,67.36,207.45,,,,
45,11/02/22 08:14:40 AM,67.28,193.18,,,,
46,11/02/22 08:15:00 AM,67.13,174.57,,,,
47,11/02/22 08:15:20 AM,67.21,154.29,,,,
48,11/02/22 08:15:40 AM,67.28,158.40,,,,
49,11/02/22 08:16:00 AM,67.21,156.79,,,,
50,11/02/22 08:16:20 AM,67.13,61.87,,,,
51,11/02/22 08:16:40 AM,67.13,60.48,,,,
52,11/02/22 08:17:00 AM,67.05,46.97,,,,
53,11/02/22 08:17:20 AM,67.05,49.96,,,,
54,11/02/22 08:17:40 AM,67.13,59.09,,,,
55,11/02/22 08:18:00 AM,67.05,62.79,,,,
56,11/02/22 08:18:20 AM,67.13,56.83,,,,
57,11/02/22 08:18:40 AM,67.05,58.61,,,,
58,11/02/22 08:19:00 AM,66.98,59.16,,,,
59,11/02/22 08:19:20 AM,67.05,54.54,,,,
60,11/02/22 08:19:40 AM,66.98,65.85,,,,
61,11/02/22 08:20:00 AM,67.05,69.03,,,,
62,11/02/22 08:20:20 AM,66.98,69.42,,,,
63,11/02/22 08:20:40 AM,67.05,69.42,,,,
64,11/02/22 08:21:00 AM,67.05,68.44,,,,
65,11/02/22 08:21:20 AM,66.98,68.58,,,,
66,11/02/22 08:21:40 AM,67.05,68.82,,,,
67,11/02/22 08:22:00 AM,67.13,69.60,,,,
68,11/02/22 08:22:20 AM,67.13,70.61,,,,
69,11/02/22 08:22:40 AM,67.05,71.65,,,,
70,11/02/22 08:23:00 AM,66.98,69.27,,,,
71,11/02/22 08:23:20 AM,67.05,69.65,,,,
72,11/02/22 08:23:40 AM,67.05,69.12,,,,
73,11/02/22 08:24:00 AM,67.05,69.03,,,,
74,11/02/22 08:24:20 AM,67.05,177.48,,,,
75,11/02/22 08:24:40 AM,67.05,211.97,,,,
76,11/02/22 08:25:00 AM,67.21,263.28,,,,
77,11/02/22 08:25:20 AM,67.28,308.70,,,,
78,11/02/22 08:25:40 AM,67.28,347.59,,,,
79,11/02/22 08:26:00 AM,67.36,307.63,,,,
80,11/02/22 08:26:20 AM,67.28,338.20,,,,
81,11/02/22 08:26:40 AM,67.36,361.86,,,,
82,11/02/22 08:27:00 AM,67.36,216.13,,,,
83,11/02/22 08:27:20 AM,67.28,140.62,,,,
84,11/02/22 08:27:40 AM,67.28,161.07,,,,
85,11/02/22 08:28:00 AM,67.36,188.36,,,,
86,11/02/22 08:28:20 AM,67.28,170.23,,,,
87,11/02/22 08:28:40 AM,67.36,116.54,,,,
88,11/02/22 08:29:00 AM,67.28,303.00,,,,
89,11/02/22 08:29:20 AM,67.28,52.68,,,,
90,11/02/22 08:29:40 AM,67.28,30.83,,,,
91,11/02/22 08:30:00 AM,67.21,31.07,,,,
92,11/02/22 08:30:20 AM,67.28,47.05,,,,
93,11/02/22 08:30:40 AM,67.28,48.76,,,,
94,11/02/22 08:31:00 AM,67.28,67.04,,,,
95,11/02/22 08:31:20 AM,67.28,109.70,,,,
96,11/02/22 08:31:40 AM,67.28,203.29,,,,
97,11/02/22 08:32:00 AM,67.36,210.54,,,,
98,11/02/22 08:32:20 AM,67.36,215.24,,,,
99,11/02/22 08:32:40 AM,67.36,221.24,,,,
100,11/02/22 08:33:00 AM,67.44,308.11,,,,
101,11/02/22 08:33:20 AM,67.52,305.61,,,,
