"Plot Title: 20983767"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983767, SEN S/N: 20983767)","Intensity, lum/ft² (LGR S/N: 20983767, SEN S/N: 20983767)","Button Down (LGR S/N: 20983767)","Button Up (LGR S/N: 20983767)","Host Connected (LGR S/N: 20983767)","End Of File (LGR S/N: 20983767)"
1,10/05/22 08:00:00 AM,77.17,223.86,,,,
2,10/05/22 08:00:20 AM,77.32,154.77,,,,
3,10/05/22 08:00:40 AM,77.63,268.15,,,,
4,10/05/22 08:01:00 AM,77.56,205.55,,,,
5,10/05/22 08:01:20 AM,77.79,210.24,,,,
6,10/05/22 08:01:40 AM,77.94,213.93,,,,
7,10/05/22 08:02:00 AM,78.02,241.22,,,,
8,10/05/22 08:02:20 AM,78.17,243.36,,,,
9,10/05/22 08:02:40 AM,78.25,228.56,,,,
10,10/05/22 08:03:00 AM,78.40,188.72,,,,
11,10/05/22 08:03:20 AM,78.48,110.00,,,,
12,10/05/22 08:03:40 AM,78.40,75.10,,,,
13,10/05/22 08:04:00 AM,78.48,76.14,,,,
14,10/05/22 08:04:20 AM,78.56,71.29,,,,
15,10/05/22 08:04:40 AM,78.56,80.77,,,,
16,10/05/22 08:05:00 AM,78.56,62.25,,,,
17,10/05/22 08:05:20 AM,78.64,49.32,,,,
18,10/05/22 08:05:40 AM,78.71,64.42,,,,
19,10/05/22 08:06:00 AM,78.79,63.65,,,,
20,10/05/22 08:06:20 AM,78.79,64.66,,,,
21,10/05/22 08:06:40 AM,78.79,64.27,,,,
22,10/05/22 08:07:00 AM,78.87,63.74,,,,
23,10/05/22 08:07:20 AM,78.95,66.03,,,,
24,10/05/22 08:07:40 AM,78.95,65.94,,,,
25,10/05/22 08:08:00 AM,78.95,65.02,,,,
26,10/05/22 08:08:20 AM,79.02,64.96,,,,
27,10/05/22 08:08:40 AM,79.10,62.91,,,,
28,10/05/22 08:09:00 AM,79.18,66.41,,,,
29,10/05/22 08:09:20 AM,79.18,66.98,,,,
30,10/05/22 08:09:40 AM,79.25,67.57,,,,
31,10/05/22 08:10:00 AM,79.25,65.49,,,,
32,10/05/22 08:10:20 AM,79.33,78.66,,,,
33,10/05/22 08:10:40 AM,79.33,71.74,,,,
34,10/05/22 08:11:00 AM,79.41,81.40,,,,
35,10/05/22 08:11:20 AM,79.41,131.46,,,,
36,10/05/22 08:11:40 AM,79.56,204.47,,,,
37,10/05/22 08:12:00 AM,79.64,198.95,,,,
38,10/05/22 08:12:20 AM,79.72,156.97,,,,
39,10/05/22 08:12:40 AM,79.72,79.88,,,,
40,10/05/22 08:13:00 AM,79.72,73.07,,,,
41,10/05/22 08:13:20 AM,79.79,79.38,,,,
42,10/05/22 08:13:40 AM,79.79,92.31,,,,
43,10/05/22 08:14:00 AM,79.79,90.70,,,,
44,10/05/22 08:14:20 AM,79.79,87.58,,,,
45,10/05/22 08:14:40 AM,79.87,82.08,,,,
46,10/05/22 08:15:00 AM,79.87,54.28,,,,
47,10/05/22 08:15:20 AM,79.79,48.98,,,,
48,10/05/22 08:15:40 AM,79.87,43.82,,,,
49,10/05/22 08:16:00 AM,79.95,39.78,,,,
50,10/05/22 08:16:20 AM,79.87,22.94,,,,
51,10/05/22 08:16:40 AM,79.95,24.05,,,,
52,10/05/22 08:17:00 AM,79.95,25.80,,,,
53,10/05/22 08:17:20 AM,79.95,27.10,,,,
54,10/05/22 08:17:40 AM,79.95,28.95,,,,
55,10/05/22 08:18:00 AM,80.03,27.50,,,,
56,10/05/22 08:18:20 AM,79.95,32.20,,,,
57,10/05/22 08:18:40 AM,79.95,27.18,,,,
58,10/05/22 08:19:00 AM,80.03,33.49,,,,
59,10/05/22 08:19:20 AM,80.03,44.94,,,,
60,10/05/22 08:19:40 AM,80.03,25.80,,,,
61,10/05/22 08:20:00 AM,79.95,22.50,,,,
62,10/05/22 08:20:20 AM,79.95,21.57,,,,
63,10/05/22 08:20:40 AM,79.95,20.42,,,,
64,10/05/22 08:21:00 AM,79.95,26.27,,,,
65,10/05/22 08:21:20 AM,79.95,25.96,,,,
66,10/05/22 08:21:40 AM,79.95,25.02,,,,
67,10/05/22 08:22:00 AM,79.87,21.34,,,,
68,10/05/22 08:22:20 AM,79.87,14.50,,,,
69,10/05/22 08:22:40 AM,79.87,14.04,,,,
70,10/05/22 08:23:00 AM,79.87,14.27,,,,
71,10/05/22 08:23:20 AM,79.72,15.03,,,,
72,10/05/22 08:23:40 AM,79.64,15.79,,,,
73,10/05/22 08:24:00 AM,79.49,14.72,,,,
74,10/05/22 08:24:20 AM,79.41,16.27,,,,
75,10/05/22 08:24:40 AM,79.25,16.95,,,,
76,10/05/22 08:25:00 AM,79.25,17.56,,,,
77,10/05/22 08:25:20 AM,79.10,17.11,,,,
78,10/05/22 08:25:40 AM,79.10,29.87,,,,
79,10/05/22 08:26:00 AM,79.02,30.72,,,,
80,10/05/22 08:26:20 AM,79.02,36.24,,,,
81,10/05/22 08:26:40 AM,78.95,39.48,,,,
82,10/05/22 08:27:00 AM,78.87,22.03,,,,
83,10/05/22 08:27:20 AM,78.87,27.41,,,,
84,10/05/22 08:27:40 AM,78.87,40.92,,,,
85,10/05/22 08:28:00 AM,78.71,43.33,,,,
86,10/05/22 08:28:20 AM,78.71,48.74,,,,
87,10/05/22 08:28:40 AM,78.64,47.30,,,,
