"Plot Title: 21407809"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21407809, SEN S/N: 21407809)","Intensity, lum/ft² (LGR S/N: 21407809, SEN S/N: 21407809)","Button Down (LGR S/N: 21407809)","Button Up (LGR S/N: 21407809)","Host Connected (LGR S/N: 21407809)","End Of File (LGR S/N: 21407809)"
1,10/05/22 08:00:00 AM,77.94,328.56,,,,
2,10/05/22 08:00:20 AM,78.25,89.42,,,,
3,10/05/22 08:00:40 AM,78.48,381.96,,,,
4,10/05/22 08:01:00 AM,78.64,293.01,,,,
5,10/05/22 08:01:20 AM,78.79,298.60,,,,
6,10/05/22 08:01:40 AM,79.02,256.02,,,,
7,10/05/22 08:02:00 AM,79.25,265.89,,,,
8,10/05/22 08:02:20 AM,79.41,272.67,,,,
9,10/05/22 08:02:40 AM,79.56,273.15,,,,
10,10/05/22 08:03:00 AM,79.72,181.58,,,,
11,10/05/22 08:03:20 AM,79.79,56.81,,,,
12,10/05/22 08:03:40 AM,79.79,46.69,,,,
13,10/05/22 08:04:00 AM,79.87,48.00,,,,
14,10/05/22 08:04:20 AM,79.87,45.40,,,,
15,10/05/22 08:04:40 AM,79.87,45.72,,,,
16,10/05/22 08:05:00 AM,79.87,37.55,,,,
17,10/05/22 08:05:20 AM,79.87,37.22,,,,
18,10/05/22 08:05:40 AM,79.95,39.66,,,,
19,10/05/22 08:06:00 AM,79.87,38.53,,,,
20,10/05/22 08:06:20 AM,79.95,39.66,,,,
21,10/05/22 08:06:40 AM,79.95,37.77,,,,
22,10/05/22 08:07:00 AM,79.95,38.53,,,,
23,10/05/22 08:07:20 AM,80.10,40.13,,,,
24,10/05/22 08:07:40 AM,80.03,42.19,,,,
25,10/05/22 08:08:00 AM,80.10,40.79,,,,
26,10/05/22 08:08:20 AM,80.10,42.10,,,,
27,10/05/22 08:08:40 AM,80.10,40.97,,,,
28,10/05/22 08:09:00 AM,80.03,42.51,,,,
29,10/05/22 08:09:20 AM,80.18,44.22,,,,
30,10/05/22 08:09:40 AM,80.18,43.18,,,,
31,10/05/22 08:10:00 AM,80.26,45.28,,,,
32,10/05/22 08:10:20 AM,80.34,45.28,,,,
33,10/05/22 08:10:40 AM,80.26,45.20,,,,
34,10/05/22 08:11:00 AM,80.34,52.00,,,,
35,10/05/22 08:11:20 AM,80.34,69.27,,,,
36,10/05/22 08:11:40 AM,80.41,150.43,,,,
37,10/05/22 08:12:00 AM,80.49,239.26,,,,
38,10/05/22 08:12:20 AM,80.72,91.06,,,,
39,10/05/22 08:12:40 AM,80.72,45.68,,,,
40,10/05/22 08:13:00 AM,80.64,42.51,,,,
41,10/05/22 08:13:20 AM,80.64,47.74,,,,
42,10/05/22 08:13:40 AM,80.80,55.00,,,,
43,10/05/22 08:14:00 AM,80.72,56.74,,,,
44,10/05/22 08:14:20 AM,80.64,55.89,,,,
45,10/05/22 08:14:40 AM,80.72,55.80,,,,
46,10/05/22 08:15:00 AM,80.72,56.17,,,,
47,10/05/22 08:15:20 AM,80.72,60.50,,,,
48,10/05/22 08:15:40 AM,80.72,54.67,,,,
49,10/05/22 08:16:00 AM,80.72,52.00,,,,
50,10/05/22 08:16:20 AM,80.72,48.73,,,,
