"Plot Title: 20983771"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983771, SEN S/N: 20983771)","Intensity, lum/ft² (LGR S/N: 20983771, SEN S/N: 20983771)","Button Down (LGR S/N: 20983771)","Button Up (LGR S/N: 20983771)","Host Connected (LGR S/N: 20983771)","End Of File (LGR S/N: 20983771)"
1,10/05/22 08:00:00 AM,77.09,147.63,,,,
2,10/05/22 08:00:20 AM,77.32,39.47,,,,
3,10/05/22 08:00:40 AM,77.48,159.70,,,,
4,10/05/22 08:01:00 AM,77.71,149.12,,,,
5,10/05/22 08:01:20 AM,77.86,143.29,,,,
6,10/05/22 08:01:40 AM,78.02,116.24,,,,
7,10/05/22 08:02:00 AM,78.33,127.12,,,,
8,10/05/22 08:02:20 AM,78.33,129.92,,,,
9,10/05/22 08:02:40 AM,78.56,128.84,,,,
10,10/05/22 08:03:00 AM,78.71,80.30,,,,
11,10/05/22 08:03:20 AM,78.79,24.02,,,,
12,10/05/22 08:03:40 AM,78.87,25.30,,,,
13,10/05/22 08:04:00 AM,78.87,25.22,,,,
14,10/05/22 08:04:20 AM,78.95,22.27,,,,
15,10/05/22 08:04:40 AM,78.95,20.45,,,,
16,10/05/22 08:05:00 AM,79.10,17.33,,,,
17,10/05/22 08:05:20 AM,79.10,17.64,,,,
18,10/05/22 08:05:40 AM,79.10,18.39,,,,
19,10/05/22 08:06:00 AM,79.18,18.16,,,,
20,10/05/22 08:06:20 AM,79.25,18.39,,,,
21,10/05/22 08:06:40 AM,79.25,17.49,,,,
22,10/05/22 08:07:00 AM,79.25,17.86,,,,
23,10/05/22 08:07:20 AM,79.41,18.68,,,,
24,10/05/22 08:07:40 AM,79.41,18.77,,,,
25,10/05/22 08:08:00 AM,79.41,17.64,,,,
26,10/05/22 08:08:20 AM,79.41,18.31,,,,
27,10/05/22 08:08:40 AM,79.49,18.68,,,,
28,10/05/22 08:09:00 AM,79.56,19.16,,,,
29,10/05/22 08:09:20 AM,79.56,19.61,,,,
30,10/05/22 08:09:40 AM,79.56,19.99,,,,
31,10/05/22 08:10:00 AM,79.72,20.66,,,,
32,10/05/22 08:10:20 AM,79.64,30.44,,,,
33,10/05/22 08:10:40 AM,79.64,20.36,,,,
34,10/05/22 08:11:00 AM,79.72,24.10,,,,
35,10/05/22 08:11:20 AM,79.72,30.07,,,,
36,10/05/22 08:11:40 AM,79.87,78.72,,,,
37,10/05/22 08:12:00 AM,79.95,110.15,,,,
38,10/05/22 08:12:20 AM,80.10,41.13,,,,
39,10/05/22 08:12:40 AM,80.10,21.81,,,,
40,10/05/22 08:13:00 AM,80.10,18.46,,,,
41,10/05/22 08:13:20 AM,80.18,21.81,,,,
42,10/05/22 08:13:40 AM,80.18,25.60,,,,
43,10/05/22 08:14:00 AM,80.18,24.77,,,,
44,10/05/22 08:14:20 AM,80.26,25.37,,,,
45,10/05/22 08:14:40 AM,80.18,26.22,,,,
46,10/05/22 08:15:00 AM,80.18,23.26,,,,
47,10/05/22 08:15:20 AM,80.18,25.75,,,,
48,10/05/22 08:15:40 AM,80.34,25.66,,,,
49,10/05/22 08:16:00 AM,80.26,26.33,,,,
50,10/05/22 08:16:20 AM,80.18,19.44,,,,
51,10/05/22 08:16:40 AM,80.26,23.46,,,,
52,10/05/22 08:17:00 AM,80.18,26.11,,,,
53,10/05/22 08:17:20 AM,80.26,28.21,,,,
54,10/05/22 08:17:40 AM,80.26,30.03,,,,
55,10/05/22 08:18:00 AM,80.26,28.36,,,,
56,10/05/22 08:18:20 AM,80.18,32.98,,,,
57,10/05/22 08:18:40 AM,80.10,28.46,,,,
58,10/05/22 08:19:00 AM,80.18,36.33,,,,
59,10/05/22 08:19:20 AM,80.10,44.59,,,,
60,10/05/22 08:19:40 AM,80.18,28.29,,,,
61,10/05/22 08:20:00 AM,80.10,27.24,,,,
62,10/05/22 08:20:20 AM,80.10,27.14,,,,
63,10/05/22 08:20:40 AM,80.10,25.04,,,,
64,10/05/22 08:21:00 AM,80.10,29.96,,,,
65,10/05/22 08:21:20 AM,80.10,30.03,,,,
66,10/05/22 08:21:40 AM,79.95,28.44,,,,
67,10/05/22 08:22:00 AM,80.03,25.26,,,,
68,10/05/22 08:22:20 AM,79.95,16.25,,,,
69,10/05/22 08:22:40 AM,79.95,15.26,,,,
70,10/05/22 08:23:00 AM,79.79,15.79,,,,
71,10/05/22 08:23:20 AM,79.64,16.02,,,,
72,10/05/22 08:23:40 AM,79.49,17.15,,,,
73,10/05/22 08:24:00 AM,79.41,15.35,,,,
74,10/05/22 08:24:20 AM,79.33,17.53,,,,
75,10/05/22 08:24:40 AM,79.10,18.22,,,,
76,10/05/22 08:25:00 AM,79.10,19.49,,,,
77,10/05/22 08:25:20 AM,78.95,18.74,,,,
78,10/05/22 08:25:40 AM,78.87,33.88,,,,
79,10/05/22 08:26:00 AM,78.79,37.37,,,,
80,10/05/22 08:26:20 AM,78.79,45.46,,,,
81,10/05/22 08:26:40 AM,78.79,44.55,,,,
82,10/05/22 08:27:00 AM,78.71,25.72,,,,
83,10/05/22 08:27:20 AM,78.64,30.17,,,,
84,10/05/22 08:27:40 AM,78.64,51.80,,,,
85,10/05/22 08:28:00 AM,78.64,52.32,,,,
86,10/05/22 08:28:20 AM,78.56,57.70,,,,
87,10/05/22 08:28:40 AM,78.48,57.56,,,,
88,10/05/22 08:29:00 AM,78.48,47.97,,,,
89,10/05/22 08:29:20 AM,78.64,177.60,,,,
90,10/05/22 08:29:40 AM,78.95,205.13,,,,
91,10/05/22 08:30:00 AM,78.87,317.15,,,,
92,10/05/22 08:30:20 AM,79.10,351.04,,,,
93,10/05/22 08:30:40 AM,79.25,3138.41,,,,
94,10/05/22 08:31:00 AM,80.03,924.92,,,,
95,10/05/22 08:31:20 AM,80.57,3347.70,,,,
96,10/05/22 08:31:40 AM,81.42,892.58,,,,
97,10/05/22 08:32:00 AM,80.95,999.36,,,,
98,10/05/22 08:32:20 AM,81.88,3934.67,,,,
99,10/05/22 08:32:40 AM,82.88,3968.92,,,,
100,10/05/22 08:33:00 AM,82.27,349.25,,,,
101,10/05/22 08:33:20 AM,81.57,373.87,,,,
102,10/05/22 08:33:40 AM,81.18,337.12,,,,
103,10/05/22 08:34:00 AM,80.88,315.48,,,,
