"Plot Title: 21126989"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21126989, SEN S/N: 21126989)","Intensity, lum/ft² (LGR S/N: 21126989, SEN S/N: 21126989)","Button Down (LGR S/N: 21126989)","Button Up (LGR S/N: 21126989)","Host Connected (LGR S/N: 21126989)","End Of File (LGR S/N: 21126989)"
1,10/05/22 08:00:00 AM,79.18,155.54,,,,
2,10/05/22 08:00:20 AM,79.25,174.98,,,,
3,10/05/22 08:00:40 AM,79.33,202.27,,,,
4,10/05/22 08:01:00 AM,79.33,174.98,,,,
5,10/05/22 08:01:20 AM,79.33,174.81,,,,
6,10/05/22 08:01:40 AM,79.33,178.73,,,,
7,10/05/22 08:02:00 AM,79.25,185.33,,,,
8,10/05/22 08:02:20 AM,79.33,180.39,,,,
9,10/05/22 08:02:40 AM,79.33,187.11,,,,
10,10/05/22 08:03:00 AM,79.33,178.43,,,,
11,10/05/22 08:03:20 AM,79.33,182.06,,,,
12,10/05/22 08:03:40 AM,79.41,247.82,,,,
13,10/05/22 08:04:00 AM,79.33,241.10,,,,
14,10/05/22 08:04:20 AM,79.49,228.91,,,,
15,10/05/22 08:04:40 AM,79.41,198.47,,,,
16,10/05/22 08:05:00 AM,79.49,287.78,,,,
17,10/05/22 08:05:20 AM,79.56,450.57,,,,
18,10/05/22 08:05:40 AM,79.64,420.96,,,,
19,10/05/22 08:06:00 AM,79.64,379.93,,,,
20,10/05/22 08:06:20 AM,79.64,401.93,,,,
21,10/05/22 08:06:40 AM,79.79,360.43,,,,
22,10/05/22 08:07:00 AM,79.79,366.73,,,,
23,10/05/22 08:07:20 AM,79.87,372.68,,,,
24,10/05/22 08:07:40 AM,79.95,368.04,,,,
25,10/05/22 08:08:00 AM,79.95,353.18,,,,
26,10/05/22 08:08:20 AM,79.87,308.47,,,,
27,10/05/22 08:08:40 AM,79.87,301.21,,,,
28,10/05/22 08:09:00 AM,79.79,267.68,,,,
29,10/05/22 08:09:20 AM,79.95,265.54,,,,
30,10/05/22 08:09:40 AM,79.95,275.88,,,,
31,10/05/22 08:10:00 AM,79.95,303.12,,,,
32,10/05/22 08:10:20 AM,79.95,273.98,,,,
33,10/05/22 08:10:40 AM,79.95,230.22,,,,
34,10/05/22 08:11:00 AM,79.95,225.11,,,,
35,10/05/22 08:11:20 AM,79.95,197.70,,,,
36,10/05/22 08:11:40 AM,79.95,181.23,,,,
37,10/05/22 08:12:00 AM,79.79,198.47,,,,
38,10/05/22 08:12:20 AM,79.87,191.75,,,,
39,10/05/22 08:12:40 AM,79.87,219.87,,,,
40,10/05/22 08:13:00 AM,79.87,238.31,,,,
41,10/05/22 08:13:20 AM,79.95,225.82,,,,
42,10/05/22 08:13:40 AM,79.79,209.17,,,,
43,10/05/22 08:14:00 AM,79.79,200.49,,,,
44,10/05/22 08:14:20 AM,79.64,202.27,,,,
45,10/05/22 08:14:40 AM,79.64,202.75,,,,
46,10/05/22 08:15:00 AM,79.56,195.56,,,,
47,10/05/22 08:15:20 AM,79.49,192.58,,,,
48,10/05/22 08:15:40 AM,79.49,198.35,,,,
49,10/05/22 08:16:00 AM,79.41,203.11,,,,
50,10/05/22 08:16:20 AM,79.33,210.18,,,,
51,10/05/22 08:16:40 AM,79.25,204.71,,,,
52,10/05/22 08:17:00 AM,79.10,204.06,,,,
53,10/05/22 08:17:20 AM,79.10,201.62,,,,
54,10/05/22 08:17:40 AM,79.02,203.11,,,,
55,10/05/22 08:18:00 AM,79.02,203.11,,,,
56,10/05/22 08:18:20 AM,78.87,203.58,,,,
57,10/05/22 08:18:40 AM,78.71,203.40,,,,
58,10/05/22 08:19:00 AM,78.71,204.42,,,,
59,10/05/22 08:19:20 AM,78.56,207.86,,,,
60,10/05/22 08:19:40 AM,78.48,202.93,,,,
61,10/05/22 08:20:00 AM,78.48,211.31,,,,
62,10/05/22 08:20:20 AM,78.48,208.70,,,,
63,10/05/22 08:20:40 AM,78.33,206.85,,,,
64,10/05/22 08:21:00 AM,78.40,205.07,,,,
65,10/05/22 08:21:20 AM,78.40,203.40,,,,
66,10/05/22 08:21:40 AM,78.33,202.27,,,,
67,10/05/22 08:22:00 AM,78.25,201.92,,,,
68,10/05/22 08:22:20 AM,78.17,234.20,,,,
69,10/05/22 08:22:40 AM,78.25,265.89,,,,
70,10/05/22 08:23:00 AM,78.10,259.47,,,,
71,10/05/22 08:23:20 AM,78.10,277.91,,,,
72,10/05/22 08:23:40 AM,78.10,287.06,,,,
73,10/05/22 08:24:00 AM,78.10,410.85,,,,
74,10/05/22 08:24:20 AM,78.17,271.84,,,,
75,10/05/22 08:24:40 AM,78.17,260.78,,,,
76,10/05/22 08:25:00 AM,78.10,268.87,,,,
77,10/05/22 08:25:20 AM,78.10,219.87,,,,
78,10/05/22 08:25:40 AM,78.02,203.40,,,,
79,10/05/22 08:26:00 AM,78.02,208.34,,,,
80,10/05/22 08:26:20 AM,78.02,211.67,,,,
81,10/05/22 08:26:40 AM,78.02,239.26,,,,
82,10/05/22 08:27:00 AM,77.94,209.83,,,,
83,10/05/22 08:27:20 AM,77.94,200.31,,,,
84,10/05/22 08:27:40 AM,77.86,206.73,,,,
85,10/05/22 08:28:00 AM,77.86,194.19,,,,
86,10/05/22 08:28:20 AM,77.79,222.49,,,,
87,10/05/22 08:28:40 AM,77.79,216.60,,,,
88,10/05/22 08:29:00 AM,77.79,202.10,,,,
89,10/05/22 08:29:20 AM,77.79,216.07,,,,
90,10/05/22 08:29:40 AM,77.71,193.24,,,,
91,10/05/22 08:30:00 AM,77.71,217.91,,,,
92,10/05/22 08:30:20 AM,77.63,184.68,,,,
93,10/05/22 08:30:40 AM,77.56,117.49,,,,
94,10/05/22 08:31:00 AM,77.63,117.16,,,,
95,10/05/22 08:31:20 AM,77.56,178.91,,,,
96,10/05/22 08:31:40 AM,77.56,153.82,,,,
97,10/05/22 08:32:00 AM,77.63,149.83,,,,
98,10/05/22 08:32:20 AM,77.56,184.85,,,,
99,10/05/22 08:32:40 AM,77.56,133.78,,,,
100,10/05/22 08:33:00 AM,77.56,125.28,,,,
101,10/05/22 08:33:20 AM,77.79,561.99,,,,
102,10/05/22 08:33:40 AM,78.33,1041.70,,,,
103,10/05/22 08:34:00 AM,78.33,620.98,,,,
104,10/05/22 08:34:20 AM,79.41,6687.80,,,,
105,10/05/22 08:34:40 AM,79.64,1777.55,,,,
106,10/05/22 08:35:00 AM,80.72,3545.58,,,,
107,10/05/22 08:35:20 AM,81.57,2011.10,,,,
108,10/05/22 08:35:40 AM,82.50,2459.17,,,,
109,10/05/22 08:36:00 AM,83.12,2301.25,,,,
110,10/05/22 08:36:20 AM,83.50,2347.86,,,,
111,10/05/22 08:36:40 AM,83.89,2407.80,,,,
112,10/05/22 08:37:00 AM,84.27,2311.71,,,,
113,10/05/22 08:37:20 AM,84.58,2270.81,,,,
114,10/05/22 08:37:40 AM,84.81,2230.85,,,,
115,10/05/22 08:38:00 AM,84.97,2208.97,,,,
116,10/05/22 08:38:20 AM,85.20,2078.64,,,,
117,10/05/22 08:38:40 AM,85.28,2484.86,,,,
118,10/05/22 08:39:00 AM,84.74,2197.56,,,,
119,10/05/22 08:39:20 AM,84.35,2300.30,,,,
120,10/05/22 08:39:40 AM,84.20,2167.11,,,,
