"Plot Title: 21407818"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21407818, SEN S/N: 21407818)","Intensity, lum/ft² (LGR S/N: 21407818, SEN S/N: 21407818)","Stopped (LGR S/N: 21407818)","End Of File (LGR S/N: 21407818)"
1,07/18/22 02:00:00 PM,80.57,37.74,,
2,07/18/22 02:00:10 PM,80.64,37.82,,
3,07/18/22 02:00:20 PM,80.64,38.16,,
4,07/18/22 02:00:30 PM,80.80,38.16,,
5,07/18/22 02:00:40 PM,80.88,37.22,,
6,07/18/22 02:00:50 PM,80.95,36.97,,
7,07/18/22 02:01:00 PM,80.95,36.72,,
8,07/18/22 02:01:10 PM,81.03,36.12,,
9,07/18/22 02:01:20 PM,81.18,23.99,,
10,07/18/22 02:01:30 PM,81.26,13.22,,
11,07/18/22 02:01:40 PM,81.26,12.87,,
12,07/18/22 02:01:50 PM,81.34,12.79,,
13,07/18/22 02:02:00 PM,81.42,12.87,,
14,07/18/22 02:02:10 PM,81.49,12.70,,
15,07/18/22 02:02:20 PM,81.57,12.61,,
16,07/18/22 02:02:30 PM,81.65,12.53,,
17,07/18/22 02:02:40 PM,81.80,12.45,,
18,07/18/22 02:02:50 PM,81.80,12.45,,
19,07/18/22 02:03:00 PM,81.96,12.61,,
20,07/18/22 02:03:10 PM,82.03,12.53,,
21,07/18/22 02:03:20 PM,82.03,12.53,,
22,07/18/22 02:03:30 PM,82.11,12.53,,
23,07/18/22 02:03:40 PM,82.27,12.45,,
24,07/18/22 02:03:50 PM,82.42,12.36,,
25,07/18/22 02:04:00 PM,82.50,12.19,,
26,07/18/22 02:04:10 PM,82.57,31.84,,
27,07/18/22 02:04:20 PM,82.57,32.48,,
28,07/18/22 02:04:30 PM,82.81,32.57,,
29,07/18/22 02:04:40 PM,82.96,32.57,,
30,07/18/22 02:04:50 PM,83.04,32.91,,
31,07/18/22 02:05:00 PM,83.19,31.71,,
32,07/18/22 02:05:10 PM,83.27,32.57,,
33,07/18/22 02:05:20 PM,83.35,32.48,,
34,07/18/22 02:05:30 PM,83.50,32.98,,
35,07/18/22 02:05:40 PM,83.50,32.39,,
36,07/18/22 02:05:50 PM,83.73,33.10,,
37,07/18/22 02:06:00 PM,83.81,15.30,,
38,07/18/22 02:06:10 PM,83.89,22.27,,
39,07/18/22 02:06:20 PM,83.96,32.58,,
40,07/18/22 02:06:30 PM,84.12,30.08,,
41,07/18/22 02:06:40 PM,84.20,30.44,,
42,07/18/22 02:06:50 PM,84.35,25.72,,
43,07/18/22 02:07:00 PM,84.35,12.79,,
44,07/18/22 02:07:10 PM,84.58,28.72,,
45,07/18/22 02:07:20 PM,84.66,26.91,,
46,07/18/22 02:07:30 PM,84.74,22.27,,
47,07/18/22 02:07:40 PM,84.89,23.66,,
48,07/18/22 02:07:50 PM,84.97,20.42,,
49,07/18/22 02:08:00 PM,85.12,9.12,,
50,07/18/22 02:08:10 PM,85.28,24.36,,
51,07/18/22 02:08:20 PM,85.35,12.46,,
52,07/18/22 02:08:30 PM,85.43,28.12,,
53,07/18/22 02:08:40 PM,85.59,31.54,,
54,07/18/22 02:08:50 PM,85.66,31.97,,
55,07/18/22 02:09:00 PM,85.82,30.52,,
56,07/18/22 02:09:10 PM,85.90,31.97,,
57,07/18/22 02:09:20 PM,85.97,31.71,,
58,07/18/22 02:09:30 PM,86.05,29.85,,
59,07/18/22 02:09:40 PM,86.20,31.29,,
60,07/18/22 02:09:50 PM,86.36,30.44,,
61,07/18/22 02:10:00 PM,86.44,12.63,,
62,07/18/22 02:10:10 PM,86.51,10.49,,
63,07/18/22 02:10:20 PM,86.67,13.41,,
64,07/18/22 02:10:30 PM,86.67,30.77,,
65,07/18/22 02:10:40 PM,86.82,30.70,,
66,07/18/22 02:10:50 PM,86.90,31.38,,
67,07/18/22 02:11:00 PM,86.98,32.24,,
68,07/18/22 02:11:10 PM,87.13,32.24,,
69,07/18/22 02:11:20 PM,87.21,32.24,,
70,07/18/22 02:11:30 PM,87.29,30.77,,
71,07/18/22 02:11:40 PM,87.36,9.97,,
72,07/18/22 02:11:50 PM,87.52,30.52,,
73,07/18/22 02:12:00 PM,87.52,31.11,,
74,07/18/22 02:12:10 PM,87.75,32.49,,
75,07/18/22 02:12:20 PM,87.83,28.55,,
76,07/18/22 02:12:30 PM,87.90,25.98,,
77,07/18/22 02:12:40 PM,88.06,23.82,,
78,07/18/22 02:12:50 PM,88.06,26.14,,
79,07/18/22 02:13:00 PM,88.21,35.60,,
80,07/18/22 02:13:10 PM,88.29,30.95,,
81,07/18/22 02:13:20 PM,88.44,32.42,,
82,07/18/22 02:13:30 PM,88.52,30.61,,
83,07/18/22 02:13:40 PM,88.60,32.76,,
84,07/18/22 02:13:50 PM,88.68,33.01,,
85,07/18/22 02:14:00 PM,88.83,34.65,,
86,07/18/22 02:14:10 PM,88.91,31.38,,
87,07/18/22 02:14:20 PM,88.98,31.90,,
88,07/18/22 02:14:30 PM,89.14,31.11,,
89,07/18/22 02:14:40 PM,89.22,31.54,,
90,07/18/22 02:14:50 PM,89.29,32.58,,
91,07/18/22 02:15:00 PM,89.37,37.31,,
92,07/18/22 02:15:10 PM,89.52,24.08,,
93,07/18/22 02:15:20 PM,89.60,26.40,,
94,07/18/22 02:15:30 PM,89.68,29.23,,
95,07/18/22 02:15:40 PM,89.83,34.22,,
96,07/18/22 02:15:50 PM,89.91,34.56,,
97,07/18/22 02:16:00 PM,89.99,34.90,,
98,07/18/22 02:16:10 PM,90.06,34.40,,
99,07/18/22 02:16:20 PM,90.14,36.88,,
100,07/18/22 02:16:30 PM,90.22,36.46,,
101,07/18/22 02:16:40 PM,90.30,35.69,,
102,07/18/22 02:16:50 PM,90.45,35.59,,
103,07/18/22 02:17:00 PM,90.53,35.50,,
104,07/18/22 02:17:10 PM,90.61,34.90,,
105,07/18/22 02:17:20 PM,90.61,34.81,,
106,07/18/22 02:17:30 PM,90.68,34.81,,
107,07/18/22 02:17:40 PM,90.84,34.40,,
108,07/18/22 02:17:50 PM,90.91,32.84,,
109,07/18/22 02:18:00 PM,91.15,32.42,,
110,07/18/22 02:18:10 PM,91.15,33.52,,
111,07/18/22 02:18:20 PM,91.15,30.86,,
112,07/18/22 02:18:30 PM,91.30,27.86,,
113,07/18/22 02:18:40 PM,91.38,26.74,,
114,07/18/22 02:18:50 PM,91.45,26.23,,
115,07/18/22 02:19:00 PM,91.45,27.44,,
116,07/18/22 02:19:10 PM,91.61,46.70,,
117,07/18/22 02:19:20 PM,91.69,46.54,,
118,07/18/22 02:19:30 PM,91.69,43.54,,
119,07/18/22 02:19:40 PM,91.76,37.90,,
120,07/18/22 02:19:50 PM,91.92,36.95,,
121,07/18/22 02:20:00 PM,91.92,32.24,,
122,07/18/22 02:20:10 PM,92.00,47.57,,
123,07/18/22 02:20:20 PM,92.00,35.15,,
124,07/18/22 02:20:30 PM,92.07,36.28,,
125,07/18/22 02:20:40 PM,92.23,47.57,,
126,07/18/22 02:20:50 PM,92.23,42.88,,
127,07/18/22 02:21:00 PM,92.23,26.23,,
