"Plot Title: 21407816"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21407816, SEN S/N: 21407816)","Intensity, lum/ft² (LGR S/N: 21407816, SEN S/N: 21407816)","Stopped (LGR S/N: 21407816)","End Of File (LGR S/N: 21407816)"
1,07/18/22 02:00:00 PM,80.03,64.66,,
2,07/18/22 02:00:10 PM,80.18,64.96,,
3,07/18/22 02:00:20 PM,80.34,65.43,,
4,07/18/22 02:00:30 PM,80.34,65.67,,
5,07/18/22 02:00:40 PM,80.49,60.28,,
6,07/18/22 02:00:50 PM,80.57,59.98,,
7,07/18/22 02:01:00 PM,80.64,59.67,,
8,07/18/22 02:01:10 PM,80.72,59.43,,
9,07/18/22 02:01:20 PM,80.80,30.39,,
10,07/18/22 02:01:30 PM,80.88,21.43,,
11,07/18/22 02:01:40 PM,80.95,20.64,,
12,07/18/22 02:01:50 PM,81.03,20.10,,
13,07/18/22 02:02:00 PM,81.11,20.18,,
14,07/18/22 02:02:10 PM,81.18,19.79,,
15,07/18/22 02:02:20 PM,81.26,19.79,,
16,07/18/22 02:02:30 PM,81.26,19.71,,
17,07/18/22 02:02:40 PM,81.49,19.55,,
18,07/18/22 02:02:50 PM,81.49,19.48,,
19,07/18/22 02:03:00 PM,81.57,19.87,,
20,07/18/22 02:03:10 PM,81.65,19.71,,
21,07/18/22 02:03:20 PM,81.73,19.71,,
22,07/18/22 02:03:30 PM,81.80,19.40,,
23,07/18/22 02:03:40 PM,81.96,19.40,,
24,07/18/22 02:03:50 PM,82.03,19.25,,
25,07/18/22 02:04:00 PM,82.19,18.68,,
26,07/18/22 02:04:10 PM,82.27,51.64,,
27,07/18/22 02:04:20 PM,82.42,56.83,,
28,07/18/22 02:04:30 PM,82.57,57.06,,
29,07/18/22 02:04:40 PM,82.65,56.99,,
30,07/18/22 02:04:50 PM,82.81,57.38,,
31,07/18/22 02:05:00 PM,82.81,56.44,,
32,07/18/22 02:05:10 PM,82.96,57.69,,
33,07/18/22 02:05:20 PM,83.12,57.76,,
34,07/18/22 02:05:30 PM,83.27,58.49,,
35,07/18/22 02:05:40 PM,83.35,57.21,,
36,07/18/22 02:05:50 PM,83.42,58.19,,
37,07/18/22 02:06:00 PM,83.50,22.64,,
38,07/18/22 02:06:10 PM,83.66,34.56,,
39,07/18/22 02:06:20 PM,83.81,52.53,,
40,07/18/22 02:06:30 PM,83.89,43.76,,
41,07/18/22 02:06:40 PM,84.04,53.88,,
42,07/18/22 02:06:50 PM,84.20,38.38,,
43,07/18/22 02:07:00 PM,84.35,12.91,,
44,07/18/22 02:07:10 PM,84.35,45.83,,
45,07/18/22 02:07:20 PM,84.58,94.27,,
46,07/18/22 02:07:30 PM,84.74,58.39,,
47,07/18/22 02:07:40 PM,84.81,58.00,,
48,07/18/22 02:07:50 PM,84.89,18.10,,
49,07/18/22 02:08:00 PM,85.05,18.88,,
50,07/18/22 02:08:10 PM,85.20,41.98,,
51,07/18/22 02:08:20 PM,85.28,23.66,,
52,07/18/22 02:08:30 PM,85.43,46.36,,
53,07/18/22 02:08:40 PM,85.51,52.72,,
54,07/18/22 02:08:50 PM,85.66,53.35,,
55,07/18/22 02:09:00 PM,85.82,52.72,,
56,07/18/22 02:09:10 PM,85.90,53.18,,
57,07/18/22 02:09:20 PM,86.05,53.18,,
58,07/18/22 02:09:30 PM,86.13,51.06,,
59,07/18/22 02:09:40 PM,86.28,52.72,,
60,07/18/22 02:09:50 PM,86.36,51.21,,
61,07/18/22 02:10:00 PM,86.44,21.09,,
62,07/18/22 02:10:10 PM,86.59,15.12,,
63,07/18/22 02:10:20 PM,86.67,19.59,,
64,07/18/22 02:10:30 PM,86.74,52.34,,
65,07/18/22 02:10:40 PM,86.90,52.72,,
66,07/18/22 02:10:50 PM,86.98,53.11,,
67,07/18/22 02:11:00 PM,87.13,53.88,,
68,07/18/22 02:11:10 PM,87.21,54.27,,
69,07/18/22 02:11:20 PM,87.36,54.34,,
70,07/18/22 02:11:30 PM,87.44,51.95,,
71,07/18/22 02:11:40 PM,87.59,8.78,,
72,07/18/22 02:11:50 PM,87.59,54.51,,
73,07/18/22 02:12:00 PM,87.75,55.28,,
74,07/18/22 02:12:10 PM,87.90,55.12,,
75,07/18/22 02:12:20 PM,87.98,55.16,,
76,07/18/22 02:12:30 PM,88.06,59.67,,
77,07/18/22 02:12:40 PM,88.21,46.05,,
78,07/18/22 02:12:50 PM,88.29,59.67,,
79,07/18/22 02:13:00 PM,88.37,53.26,,
80,07/18/22 02:13:10 PM,88.44,49.66,,
81,07/18/22 02:13:20 PM,88.60,54.12,,
82,07/18/22 02:13:30 PM,88.75,52.87,,
83,07/18/22 02:13:40 PM,88.91,55.04,,
84,07/18/22 02:13:50 PM,88.91,53.50,,
85,07/18/22 02:14:00 PM,89.06,64.84,,
86,07/18/22 02:14:10 PM,89.14,61.00,,
87,07/18/22 02:14:20 PM,89.22,61.09,,
88,07/18/22 02:14:30 PM,89.37,60.25,,
