Plot Title: 21407818,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407818, SEN S/N: 21407818)","Intensity, lum/ft² (LGR S/N: 21407818, SEN S/N: 21407818)",Stopped (LGR S/N: 21407818),End Of File (LGR S/N: 21407818)
1,11/9/2022 12:30,87.21,172.01,,
2,11/9/2022 12:30,87.13,121.17,,
3,11/9/2022 12:30,87.13,435.35,,
4,11/9/2022 12:31,87.44,952.99,,
5,11/9/2022 12:31,87.83,1023.62,,
6,11/9/2022 12:31,87.98,1144.92,,
7,11/9/2022 12:32,88.06,988.9,,
8,11/9/2022 12:32,88.21,982.24,,
9,11/9/2022 12:32,88.37,932.53,,
10,11/9/2022 12:33,88.29,878.78,,
11,11/9/2022 12:33,88.21,859.76,,
12,11/9/2022 12:33,87.9,905.9,,
13,11/9/2022 12:34,87.98,1065.96,,
14,11/9/2022 12:34,87.9,927.78,,
15,11/9/2022 12:34,87.98,917.55,,
16,11/9/2022 12:35,88.29,1919.77,,
17,11/9/2022 12:35,88.83,1312.83,,
18,11/9/2022 12:35,89.14,758.2,,
19,11/9/2022 12:36,88.98,144.66,,
20,11/9/2022 12:36,88.75,128.07,,
21,11/9/2022 12:36,88.6,122.36,,
22,11/9/2022 12:37,88.52,396.82,,
23,11/9/2022 12:37,88.6,527.51,,
24,11/9/2022 12:37,88.6,502.54,,
25,11/9/2022 12:38,88.68,507.77,,
26,11/9/2022 12:38,88.75,462.82,,
27,11/9/2022 12:38,88.75,491.36,,
28,11/9/2022 12:39,88.83,481.25,,
29,11/9/2022 12:39,88.98,444.15,,
30,11/9/2022 12:39,88.75,505.63,,
31,11/9/2022 12:40,88.98,493.5,,
32,11/9/2022 12:40,89.14,679.01,,
33,11/9/2022 12:40,89.37,601.24,,
34,11/9/2022 12:41,89.45,575.55,,
35,11/9/2022 12:41,89.68,705.88,,
36,11/9/2022 12:41,89.83,700.41,,
37,11/9/2022 12:42,89.91,727.52,,
38,11/9/2022 12:42,90.14,666.64,,
39,11/9/2022 12:42,90.45,2390.67,,
40,11/9/2022 12:43,90.91,751.54,,
41,11/9/2022 12:43,91.22,445.81,,
42,11/9/2022 12:43,90.91,331.54,,
43,11/9/2022 12:44,90.84,378.51,,
44,11/9/2022 12:44,90.91,780.08,,
45,11/9/2022 12:44,91.22,820.28,,
46,11/9/2022 12:45,91.69,1109.24,,
47,11/9/2022 12:45,92.54,2514.35,,
48,11/9/2022 12:45,92.92,728.95,,
49,11/9/2022 12:46,93.15,4111.62,,
50,11/9/2022 12:46,93.85,5397.81,,
51,11/9/2022 12:46,94,2943.39,,
52,11/9/2022 12:47,94.23,1369.43,,
