Plot Title: 21407813,,,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407813, SEN S/N: 21407813)","Intensity, lum/ft² (LGR S/N: 21407813, SEN S/N: 21407813)",Button Down (LGR S/N: 21407813),Button Up (LGR S/N: 21407813),Stopped (LGR S/N: 21407813),End Of File (LGR S/N: 21407813)
646,11/9/2022 16:04,82.65,1234.34,,,,
647,11/9/2022 16:05,82.73,976.06,,,,
648,11/9/2022 16:05,82.65,908.28,,,,
649,11/9/2022 16:05,82.65,1295.23,,,,
650,11/9/2022 16:06,82.73,1473.6,,,,
651,11/9/2022 16:06,82.65,1292.85,,,,
652,11/9/2022 16:06,82.57,957.74,,,,
653,11/9/2022 16:07,82.57,1137.78,,,,
654,11/9/2022 16:07,82.65,1514.03,,,,
655,11/9/2022 16:07,82.73,987,,,,
656,11/9/2022 16:08,82.73,1019.82,,,,
657,11/9/2022 16:08,82.65,1044.55,,,,
658,11/9/2022 16:08,82.65,1292.37,,,,
659,11/9/2022 16:09,82.65,1068.34,,,,
660,11/9/2022 16:09,82.65,1686.22,,,,
661,11/9/2022 16:09,82.65,1332.8,,,,
662,11/9/2022 16:10,82.65,1221.02,,,,
663,11/9/2022 16:10,82.65,1385.6,,,,
664,11/9/2022 16:10,82.65,1014.59,,,,
665,11/9/2022 16:11,82.57,948.47,,,,
666,11/9/2022 16:11,82.57,1192.01,,,,
667,11/9/2022 16:11,82.57,1193.91,,,,
668,11/9/2022 16:12,82.57,898.29,,,,
669,11/9/2022 16:12,82.5,860.47,,,,
670,11/9/2022 16:12,82.57,1115.9,,,,
671,11/9/2022 16:13,82.57,984.62,,,,
672,11/9/2022 16:13,82.5,1035.04,,,,
673,11/9/2022 16:13,82.57,1071.67,,,,
674,11/9/2022 16:14,82.5,1014.11,,,,
675,11/9/2022 16:14,82.5,1241.48,,,,
676,11/9/2022 16:14,82.57,954.41,,,,
677,11/9/2022 16:15,82.5,945.14,,,,
678,11/9/2022 16:15,82.42,1118.28,,,,
679,11/9/2022 16:15,82.5,986.05,,,,
680,11/9/2022 16:16,82.5,972.97,,,,
681,11/9/2022 16:16,82.57,961.07,,,,
682,11/9/2022 16:16,82.5,1009.83,,,,
683,11/9/2022 16:17,82.42,867.84,,,,
684,11/9/2022 16:17,82.5,825.51,,,,
685,11/9/2022 16:17,82.5,1017.92,,,,
686,11/9/2022 16:18,82.5,920.64,,,,
687,11/9/2022 16:18,82.42,844.06,,,,
688,11/9/2022 16:18,82.42,1219.6,,,,
689,11/9/2022 16:19,82.42,892.34,,,,
690,11/9/2022 16:19,82.42,928.73,,,,
691,11/9/2022 16:19,82.42,759.87,,,,
692,11/9/2022 16:20,82.42,1104.96,,,,
693,11/9/2022 16:20,82.42,785.79,,,,
694,11/9/2022 16:20,82.42,759.87,,,,
695,11/9/2022 16:21,82.42,763.91,,,,
696,11/9/2022 16:21,82.42,984.62,,,,
697,11/9/2022 16:21,82.34,906.85,,,,
698,11/9/2022 16:22,82.34,912.79,,,,
699,11/9/2022 16:22,82.34,1068.81,,,,
700,11/9/2022 16:22,82.42,877.83,,,,
701,11/9/2022 16:23,82.34,664.97,,,,
702,11/9/2022 16:23,82.34,989.38,,,,
703,11/9/2022 16:23,82.34,785.79,,,,
704,11/9/2022 16:24,82.34,840.73,,,,
705,11/9/2022 16:24,82.34,717.06,,,,
706,11/9/2022 16:24,82.34,770.57,,,,
707,11/9/2022 16:25,82.34,877.12,,,,
708,11/9/2022 16:25,82.27,821.47,,,,
709,11/9/2022 16:25,82.34,1121.61,,,,
710,11/9/2022 16:26,82.27,947.76,,,,
711,11/9/2022 16:26,82.34,732.28,,,,
712,11/9/2022 16:26,82.27,752.02,,,,
713,11/9/2022 16:27,82.34,778.42,,,,
714,11/9/2022 16:27,82.27,793.64,,,,
715,11/9/2022 16:27,82.27,705.17,,,,
716,11/9/2022 16:28,82.34,816.23,,,,
717,11/9/2022 16:28,82.34,889.72,,,,
718,11/9/2022 16:28,82.34,730.85,,,,
719,11/9/2022 16:29,82.27,813.62,,,,
720,11/9/2022 16:29,82.27,715.63,,,,
721,11/9/2022 16:29,82.34,655.46,,,,
722,11/9/2022 16:30,82.34,734.18,,,,
723,11/9/2022 16:30,82.27,759.87,,,,
724,11/9/2022 16:30,82.27,828.13,,,,
725,11/9/2022 16:31,82.27,732.76,,,,
726,11/9/2022 16:31,82.34,740.13,,,,
727,11/9/2022 16:31,82.27,694.47,,,,
728,11/9/2022 16:32,82.34,772,,,,
729,11/9/2022 16:32,82.27,641.91,,,,
730,11/9/2022 16:32,82.19,624.31,,,,
731,11/9/2022 16:33,82.27,741.56,,,,
732,11/9/2022 16:33,82.27,725.62,,,,
733,11/9/2022 16:33,82.27,629.78,,,,
734,11/9/2022 16:34,82.19,737.51,,,,
735,11/9/2022 16:34,82.19,694.23,,,,
736,11/9/2022 16:34,82.27,641.67,,,,
737,11/9/2022 16:35,82.19,564.13,,,,
738,11/9/2022 16:35,82.27,754.64,,,,
739,11/9/2022 16:35,82.27,560.8,,,,
740,11/9/2022 16:36,82.27,726.57,,,,
741,11/9/2022 16:36,82.27,675.91,,,,
742,11/9/2022 16:36,82.19,633.58,,,,
743,11/9/2022 16:37,82.19,604.57,,,,
744,11/9/2022 16:37,82.19,563.42,,,,
745,11/9/2022 16:37,82.19,746.07,,,,
746,11/9/2022 16:38,82.11,598.14,,,,
747,11/9/2022 16:38,82.34,676.63,,,,
748,11/9/2022 16:38,82.19,565.8,,,,
749,11/9/2022 16:39,82.19,690.42,,,,
750,11/9/2022 16:39,82.11,562.23,,,,
751,11/9/2022 16:39,82.11,637.39,,,,
752,11/9/2022 16:40,82.19,610.51,,,,
753,11/9/2022 16:40,82.11,585.06,,,,
754,11/9/2022 16:40,82.19,638.34,,,,
755,11/9/2022 16:41,82.11,562.23,,,,
756,11/9/2022 16:41,82.19,632.39,,,,
757,11/9/2022 16:41,82.11,535.36,,,,
758,11/9/2022 16:42,82.11,624.07,,,,
759,11/9/2022 16:42,82.11,515.85,,,,
760,11/9/2022 16:42,82.11,569.13,,,,
761,11/9/2022 16:43,82.03,900.9,,,,
762,11/9/2022 16:43,82.11,490.64,,,,
763,11/9/2022 16:43,82.11,546.06,,,,
764,11/9/2022 16:44,82.11,524.89,,,,
765,11/9/2022 16:44,82.11,590.3,,,,
766,11/9/2022 16:44,82.03,561.28,,,,
767,11/9/2022 16:45,82.03,503.73,,,,
768,11/9/2022 16:45,82.11,513.95,,,,
769,11/9/2022 16:45,82.03,524.42,,,,
770,11/9/2022 16:46,81.96,440.82,,,,
771,11/9/2022 16:46,82.03,377.32,,,,
772,11/9/2022 16:46,82.03,439.15,,,,
773,11/9/2022 16:47,81.96,345.57,,,,
774,11/9/2022 16:47,81.88,390.52,,,,
775,11/9/2022 16:47,81.96,532.03,,,,
776,11/9/2022 16:48,82.03,394.92,,,,
777,11/9/2022 16:48,81.88,400.15,,,,
778,11/9/2022 16:48,81.88,387.55,,,,
779,11/9/2022 16:49,81.88,372.44,,,,
780,11/9/2022 16:49,82.03,385.29,,,,
781,11/9/2022 16:49,81.88,381,,,,
782,11/9/2022 16:50,81.88,439.87,,,,
783,11/9/2022 16:50,81.88,410.73,,,,
784,11/9/2022 16:50,81.96,392.9,,,,
785,11/9/2022 16:51,81.96,402.53,,,,
786,11/9/2022 16:51,81.88,367.09,,,,
787,11/9/2022 16:51,81.88,363.17,,,,
788,11/9/2022 16:52,81.88,452.71,,,,
789,11/9/2022 16:52,81.88,471.62,,,,
790,11/9/2022 16:52,81.88,434.28,,,,
791,11/9/2022 16:53,81.88,362.1,,,,
792,11/9/2022 16:53,81.8,357.46,,,,
793,11/9/2022 16:53,81.8,363.41,,,,
794,11/9/2022 16:54,81.8,405.5,,,,
795,11/9/2022 16:54,81.8,375.42,,,,
796,11/9/2022 16:54,81.8,468.29,,,,
797,11/9/2022 16:55,81.8,335.46,,,,
798,11/9/2022 16:55,81.88,398.49,,,,
799,11/9/2022 16:55,81.88,339.98,,,,
800,11/9/2022 16:56,81.8,378.03,,,,
801,11/9/2022 16:56,81.8,348.18,,,,
802,11/9/2022 16:56,81.8,381.6,,,,
803,11/9/2022 16:57,81.8,331.89,,,,
804,11/9/2022 16:57,81.8,315.36,,,,
805,11/9/2022 16:57,81.8,377.68,,,,
806,11/9/2022 16:58,81.73,266.01,,,,
807,11/9/2022 16:58,81.73,284.68,,,,
808,11/9/2022 16:58,81.73,290.51,,,,
809,11/9/2022 16:59,81.73,290.63,,,,
810,11/9/2022 16:59,81.73,228.85,,,,
811,11/9/2022 16:59,81.65,225.05,,,,
812,11/9/2022 16:59,,,,,Logged,Logged
