Plot Title: 20983768,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20983768, SEN S/N: 20983768)","Intensity, lum/ft² (LGR S/N: 20983768, SEN S/N: 20983768)",Stopped (LGR S/N: 20983768),End Of File (LGR S/N: 20983768)
1,11/9/2022 12:30,82.81,75.33,,
2,11/9/2022 12:30,82.81,65.64,,
3,11/9/2022 12:30,82.88,245.8,,
4,11/9/2022 12:31,83.12,399.67,,
5,11/9/2022 12:31,83.19,428.93,,
6,11/9/2022 12:31,83.27,361.86,,
7,11/9/2022 12:32,83.35,326.78,,
8,11/9/2022 12:32,83.42,327.02,,
9,11/9/2022 12:32,83.42,360.55,,
10,11/9/2022 12:33,83.5,376.13,,
11,11/9/2022 12:33,83.58,331.42,,
12,11/9/2022 12:33,83.5,351.87,,
13,11/9/2022 12:34,83.5,399.08,,
14,11/9/2022 12:34,83.58,377.32,,
15,11/9/2022 12:34,83.58,450.33,,
16,11/9/2022 12:35,83.66,493.26,,
17,11/9/2022 12:35,83.73,506.82,,
18,11/9/2022 12:35,84.04,819.8,,
19,11/9/2022 12:36,84.04,65.02,,
20,11/9/2022 12:36,83.89,57.3,,
21,11/9/2022 12:36,83.81,55.47,,
22,11/9/2022 12:37,83.89,214.46,,
23,11/9/2022 12:37,84.04,483.87,,
24,11/9/2022 12:37,84.27,391.35,,
25,11/9/2022 12:38,84.35,420.48,,
26,11/9/2022 12:38,84.51,278.38,,
27,11/9/2022 12:38,84.58,346.28,,
28,11/9/2022 12:39,84.66,298.24,,
29,11/9/2022 12:39,84.74,324.88,,
30,11/9/2022 12:39,84.89,384.81,,
31,11/9/2022 12:40,84.97,351.87,,
32,11/9/2022 12:40,85.2,489.69,,
33,11/9/2022 12:40,85.35,511.1,,
34,11/9/2022 12:41,85.51,466.74,,
35,11/9/2022 12:41,85.66,523.23,,
36,11/9/2022 12:41,85.9,524.42,,
37,11/9/2022 12:42,85.97,489.69,,
38,11/9/2022 12:42,86.13,530.36,,
39,11/9/2022 12:42,86.28,488.74,,
40,11/9/2022 12:43,86.36,421.44,,
41,11/9/2022 12:43,86.28,208.52,,
42,11/9/2022 12:43,86.2,128.37,,
43,11/9/2022 12:44,86.2,152.51,,
44,11/9/2022 12:44,86.28,359.96,,
45,11/9/2022 12:44,86.36,451.88,,
46,11/9/2022 12:45,86.51,558.9,,
47,11/9/2022 12:45,86.67,572.93,,
48,11/9/2022 12:45,86.82,555.33,,
49,11/9/2022 12:46,86.82,493.97,,
50,11/9/2022 12:46,86.82,520.14,,
51,11/9/2022 12:46,86.82,487.08,,
52,11/9/2022 12:47,86.9,458.06,,
53,11/9/2022 12:47,86.82,449.98,,
54,11/9/2022 12:47,86.82,453.07,,
55,11/9/2022 12:48,86.82,450.93,,
56,11/9/2022 12:48,86.9,452.12,,
57,11/9/2022 12:48,86.82,461.51,,
58,11/9/2022 12:49,86.98,450.57,,
59,11/9/2022 12:49,86.9,447.48,,
60,11/9/2022 12:49,86.9,448.79,,
61,11/9/2022 12:50,86.9,447.24,,
62,11/9/2022 12:50,86.9,432.02,,
63,11/9/2022 12:50,86.9,445.93,,
64,11/9/2022 12:51,86.9,453.42,,
65,11/9/2022 12:51,86.9,450.93,,
66,11/9/2022 12:51,86.98,440.7,,
67,11/9/2022 12:52,86.98,407.76,,
68,11/9/2022 12:52,86.98,404.31,,
69,11/9/2022 12:52,87.05,402.77,,
70,11/9/2022 12:53,86.98,408.12,,
71,11/9/2022 12:53,87.05,440.11,,
72,11/9/2022 12:53,87.05,438.2,,
73,11/9/2022 12:54,86.98,443.2,,
74,11/9/2022 12:54,86.9,448.07,,
75,11/9/2022 12:54,86.98,453.42,,
76,11/9/2022 12:55,86.9,454.97,,
77,11/9/2022 12:55,86.82,460.8,,
78,11/9/2022 12:55,86.74,519.18,,
79,11/9/2022 12:56,86.9,557.71,,
80,11/9/2022 12:56,86.74,418.34,,
81,11/9/2022 12:56,86.67,311.2,,
82,11/9/2022 12:57,86.74,270.18,,
83,11/9/2022 12:57,86.59,266.13,,
84,11/9/2022 12:57,86.59,292.17,,
85,11/9/2022 12:58,86.59,288.49,,
86,11/9/2022 12:58,86.67,281.23,,
87,11/9/2022 12:58,86.59,271.48,,
88,11/9/2022 12:59,86.59,297.76,,
89,11/9/2022 12:59,86.74,352.47,,
90,11/9/2022 12:59,86.82,421.79,,
91,11/9/2022 13:00,86.82,295.15,,
92,11/9/2022 13:00,86.9,345.09,,
93,11/9/2022 13:00,86.9,413.94,,
94,11/9/2022 13:01,86.98,402.77,,
95,11/9/2022 13:01,86.98,518.23,,
96,11/9/2022 13:01,87.13,531.55,,
97,11/9/2022 13:02,87.21,577.69,,
98,11/9/2022 13:02,87.67,1594.42,,
99,11/9/2022 13:02,87.44,224.51,,
100,11/9/2022 13:03,88.06,1490.25,,
101,11/9/2022 13:03,88.06,370.18,,
102,11/9/2022 13:03,88.75,400.27,,
103,11/9/2022 13:04,89.14,2959.57,,
104,11/9/2022 13:04,89.83,1549.7,,
105,11/9/2022 13:04,89.52,1785.16,,
106,11/9/2022 13:05,88.75,959.65,,
107,11/9/2022 13:05,88.29,821.71,,
108,11/9/2022 13:05,88.37,1205.33,,
109,11/9/2022 13:06,88.06,1708.58,,
110,11/9/2022 13:06,88.37,1773.27,,
111,11/9/2022 13:06,88.13,886.87,,
112,11/9/2022 13:07,87.98,1309.5,,
113,11/9/2022 13:07,87.83,811.24,,
114,11/9/2022 13:07,87.67,949.66,,
115,11/9/2022 13:08,88.06,1591.56,,
116,11/9/2022 13:08,88.21,1807.51,,
117,11/9/2022 13:08,88.21,1071.19,,
118,11/9/2022 13:09,87.98,1300.46,,
119,11/9/2022 13:09,87.67,806.96,,
120,11/9/2022 13:09,87.36,792.69,,
121,11/9/2022 13:10,87.21,1038.37,,
122,11/9/2022 13:10,86.98,566.99,,
123,11/9/2022 13:10,86.98,1442.21,,
124,11/9/2022 13:11,87.05,1730.93,,
125,11/9/2022 13:11,87.59,2656.09,,
126,11/9/2022 13:11,88.13,2630.41,,
127,11/9/2022 13:12,88.75,1927.86,,
128,11/9/2022 13:12,88.98,1958.77,,
129,11/9/2022 13:12,89.22,2182.33,,
130,11/9/2022 13:13,89.52,2874.9,,
131,11/9/2022 13:13,89.83,2519.1,,
132,11/9/2022 13:13,90.22,2940.54,,
133,11/9/2022 13:14,90.37,2666.56,,
134,11/9/2022 13:14,90.68,2679.88,,
135,11/9/2022 13:14,90.91,2892.97,,
136,11/9/2022 13:15,91.45,3009.99,,
137,11/9/2022 13:15,91.76,2986.2,,
138,11/9/2022 13:15,92.07,2882.51,,
139,11/9/2022 13:16,92.23,2761.69,,
140,11/9/2022 13:16,92.38,2984.3,,
141,11/9/2022 13:16,92.69,2902.49,,
142,11/9/2022 13:17,92.92,3000.47,,
143,11/9/2022 13:17,93.39,3253.52,,
144,11/9/2022 13:17,93.39,2823.53,,
145,11/9/2022 13:18,93.46,2900.58,,
146,11/9/2022 13:18,93.77,2908.19,,
147,11/9/2022 13:18,93.85,2834.94,,
148,11/9/2022 13:19,94,3104.17,,
149,11/9/2022 13:19,94.23,3150.78,,
150,11/9/2022 13:19,94.85,4045.02,,
151,11/9/2022 13:20,95.62,3688.28,,
152,11/9/2022 13:20,96.09,4100.2,,
153,11/9/2022 13:20,96.01,1189.63,,
154,11/9/2022 13:21,95.08,1753.76,,
155,11/9/2022 13:21,95.01,1023.15,,
156,11/9/2022 13:21,94,1697.64,,
157,11/9/2022 13:22,94.7,4357.06,,
158,11/9/2022 13:22,93.62,1094.97,,
159,11/9/2022 13:22,92.61,964.4,,
160,11/9/2022 13:23,92.54,1086.89,,
161,11/9/2022 13:23,92.46,1474.07,,
162,11/9/2022 13:23,91.22,1419.37,,
163,11/9/2022 13:24,91.3,2548.59,,
164,11/9/2022 13:24,91.45,2369.74,,
165,11/9/2022 13:24,90.91,722.53,,
166,11/9/2022 13:25,90.84,1459.8,,
167,11/9/2022 13:25,91.15,2230.85,,
168,11/9/2022 13:25,91.07,2091.01,,
169,11/9/2022 13:26,91.61,2780.72,,
170,11/9/2022 13:26,92,3052.79,,
171,11/9/2022 13:26,90.53,1454.57,,
172,11/9/2022 13:27,89.83,1343.27,,
173,11/9/2022 13:27,89.6,1590.61,,
174,11/9/2022 13:27,89.45,1282.86,,
175,11/9/2022 13:28,89.29,1228.16,,
176,11/9/2022 13:28,89.29,1480.73,,
177,11/9/2022 13:28,89.37,1236.24,,
178,11/9/2022 13:29,89.37,1863.64,,
179,11/9/2022 13:29,89.6,1648.64,,
180,11/9/2022 13:29,89.6,1830.82,,
181,11/9/2022 13:30,89.99,2053.91,,
182,11/9/2022 13:30,89.76,402.17,,
183,11/9/2022 13:30,89.6,1891.23,,
184,11/9/2022 13:31,89.14,4849.84,,
185,11/9/2022 13:31,89.76,6897.09,,
186,11/9/2022 13:31,90.68,7956.86,,
187,11/9/2022 13:32,91.38,1123.99,,
188,11/9/2022 13:32,88.75,709.92,,
189,11/9/2022 13:32,88.52,1786.11,,
190,11/9/2022 13:33,89.14,4206.75,,
191,11/9/2022 13:33,89.06,845.25,,
192,11/9/2022 13:33,88.44,6326.3,,
193,11/9/2022 13:34,87.52,2107.18,,
194,11/9/2022 13:34,86.98,4442.68,,
195,11/9/2022 13:34,86.51,3128.9,,
196,11/9/2022 13:35,86.05,4299.98,,
197,11/9/2022 13:35,85.82,3316.31,,
198,11/9/2022 13:35,85.74,3383.86,,
199,11/9/2022 13:36,85.59,3225.94,,
200,11/9/2022 13:36,85.51,3908.03,,
201,11/9/2022 13:36,85.51,5390.19,,
202,11/9/2022 13:37,85.43,3419.05,,
203,11/9/2022 13:37,85.35,5321.7,,
204,11/9/2022 13:37,85.35,3894.72,,
205,11/9/2022 13:38,85.35,4874.58,,
206,11/9/2022 13:38,85.28,3932.77,,
207,11/9/2022 13:38,85.28,4893.6,,
208,11/9/2022 13:39,85.2,3367.68,,
209,11/9/2022 13:39,85.28,3572.22,,
210,11/9/2022 13:39,85.2,3604.56,,
211,11/9/2022 13:40,84.97,3709.21,,
212,11/9/2022 13:40,84.89,3084.19,,
213,11/9/2022 13:40,84.97,3427.62,,
214,11/9/2022 13:41,84.97,3448.54,,
215,11/9/2022 13:41,84.74,2794.99,,
216,11/9/2022 13:41,84.74,4471.22,,
217,11/9/2022 13:42,84.81,3368.63,,
218,11/9/2022 13:42,84.97,3217.37,,
219,11/9/2022 13:42,84.89,3893.76,,
220,11/9/2022 13:43,84.97,3123.19,,
221,11/9/2022 13:43,84.97,4897.41,,
222,11/9/2022 13:43,85.05,3374.34,,
223,11/9/2022 13:44,84.74,2606.62,,
224,11/9/2022 13:44,84.66,2107.18,,
225,11/9/2022 13:44,84.74,3944.18,,
