Plot Title: 21126989,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21126989, SEN S/N: 21126989)","Intensity, lum/ft² (LGR S/N: 21126989, SEN S/N: 21126989)",Stopped (LGR S/N: 21126989),End Of File (LGR S/N: 21126989)
1,11/9/2022 12:30,91.22,2329.79,,
2,11/9/2022 12:30,91.84,4351.35,,
3,11/9/2022 12:30,92.15,1485.49,,
4,11/9/2022 12:31,91.84,441.77,,
5,11/9/2022 12:31,91.53,477.21,,
6,11/9/2022 12:31,91.22,469.72,,
7,11/9/2022 12:32,90.99,477.92,,
8,11/9/2022 12:32,90.84,494.21,,
9,11/9/2022 12:32,90.61,471.38,,
10,11/9/2022 12:33,90.3,488.74,,
11,11/9/2022 12:33,90.14,571.98,,
12,11/9/2022 12:33,89.99,506.58,,
13,11/9/2022 12:34,89.76,446.65,,
14,11/9/2022 12:34,89.6,447,,
15,11/9/2022 12:34,89.37,657.36,,
16,11/9/2022 12:35,89.6,898.52,,
17,11/9/2022 12:35,89.37,821.71,,
18,11/9/2022 12:35,89.52,980.81,,
19,11/9/2022 12:36,89.45,480.54,,
20,11/9/2022 12:36,89.37,478.28,,
21,11/9/2022 12:36,89.06,472.69,,
22,11/9/2022 12:37,88.91,516.33,,
23,11/9/2022 12:37,88.75,547.25,,
24,11/9/2022 12:37,88.6,503.73,,
25,11/9/2022 12:38,88.52,511.81,,
26,11/9/2022 12:38,88.37,495.64,,
27,11/9/2022 12:38,88.29,507.77,,
28,11/9/2022 12:39,88.06,514.43,,
29,11/9/2022 12:39,88.06,549.15,,
30,11/9/2022 12:39,87.98,488.74,,
31,11/9/2022 12:40,87.9,434.52,,
32,11/9/2022 12:40,87.83,656.41,,
33,11/9/2022 12:40,88.06,516.09,,
34,11/9/2022 12:41,88.13,501.58,,
35,11/9/2022 12:41,88.13,866.42,,
36,11/9/2022 12:41,88.52,800.54,,
37,11/9/2022 12:42,88.75,640,,
38,11/9/2022 12:42,88.98,1056.44,,
39,11/9/2022 12:42,89.22,858.33,,
40,11/9/2022 12:43,89.45,244.01,,
41,11/9/2022 12:43,89.52,1568.26,,
42,11/9/2022 12:43,90.45,1858.88,,
43,11/9/2022 12:44,91.3,1681.94,,
44,11/9/2022 12:44,91.61,210.36,,
45,11/9/2022 12:44,91.61,1001.74,,
46,11/9/2022 12:45,91.76,1125.89,,
47,11/9/2022 12:45,91.69,1025.53,,
48,11/9/2022 12:45,90.91,1055.02,,
49,11/9/2022 12:46,90.06,947.99,,
50,11/9/2022 12:46,89.37,961.07,,
51,11/9/2022 12:46,88.68,814.33,,
52,11/9/2022 12:47,87.98,836.69,,
53,11/9/2022 12:47,87.44,778.9,,
54,11/9/2022 12:47,86.9,841.44,,
55,11/9/2022 12:48,86.44,840.02,,
56,11/9/2022 12:48,86.05,850.48,,
57,11/9/2022 12:48,85.82,855.71,,
58,11/9/2022 12:49,85.51,815.05,,
59,11/9/2022 12:49,85.2,845.96,,
60,11/9/2022 12:49,85.05,850.48,,
61,11/9/2022 12:50,84.81,865.7,,
62,11/9/2022 12:50,84.74,740.13,,
63,11/9/2022 12:50,84.51,840.02,,
64,11/9/2022 12:51,84.27,880.69,,
65,11/9/2022 12:51,84.12,785.32,,
66,11/9/2022 12:51,83.89,276.6,,
67,11/9/2022 12:52,83.42,278.26,,
68,11/9/2022 12:52,83.04,283.02,,
69,11/9/2022 12:52,82.73,280.52,,
70,11/9/2022 12:53,82.42,287.66,,
71,11/9/2022 12:53,82.27,642.62,,
72,11/9/2022 12:53,82.11,832.17,,
73,11/9/2022 12:54,82.34,857.86,,
74,11/9/2022 12:54,82.5,841.44,,
75,11/9/2022 12:54,82.65,834.79,,
76,11/9/2022 12:55,82.88,815.05,,
77,11/9/2022 12:55,82.96,761.77,,
78,11/9/2022 12:55,83.12,522.04,,
79,11/9/2022 12:56,83.19,517.04,,
80,11/9/2022 12:56,82.88,467.1,,
81,11/9/2022 12:56,82.73,529.41,,
82,11/9/2022 12:57,82.5,523.23,,
83,11/9/2022 12:57,82.65,517.28,,
84,11/9/2022 12:57,82.5,496.59,,
85,11/9/2022 12:58,82.42,505.39,,
86,11/9/2022 12:58,82.5,498.26,,
87,11/9/2022 12:58,82.5,505.15,,
88,11/9/2022 12:59,82.5,522.51,,
89,11/9/2022 12:59,82.57,494.69,,
90,11/9/2022 12:59,82.65,490.64,,
91,11/9/2022 13:00,82.73,471.38,,
92,11/9/2022 13:00,82.88,433.8,,
93,11/9/2022 13:00,82.88,422.03,,
94,11/9/2022 13:01,82.88,490.88,,
95,11/9/2022 13:01,82.81,547.96,,
96,11/9/2022 13:01,82.88,520.37,,
97,11/9/2022 13:02,82.88,498.26,,
98,11/9/2022 13:02,82.96,517.28,,
99,11/9/2022 13:02,83.04,524.18,,
100,11/9/2022 13:03,83.12,521.56,,
101,11/9/2022 13:03,83.27,534.64,,
102,11/9/2022 13:03,83.19,521.56,,
103,11/9/2022 13:04,83.35,509.67,,
104,11/9/2022 13:04,83.42,513.71,,
105,11/9/2022 13:04,83.5,514.9,,
106,11/9/2022 13:05,84.89,5833.51,,
107,11/9/2022 13:05,84.81,1195.34,,
108,11/9/2022 13:05,84.27,974.15,,
109,11/9/2022 13:06,83.66,1190.1,,
110,11/9/2022 13:06,83.04,1060.72,,
111,11/9/2022 13:06,82.5,1127.32,,
112,11/9/2022 13:07,81.96,1133.5,,
113,11/9/2022 13:07,81.65,1043.13,,
114,11/9/2022 13:07,81.26,994.61,,
115,11/9/2022 13:08,81.03,1008.4,,
116,11/9/2022 13:08,80.8,979.86,,
117,11/9/2022 13:08,80.72,1060.72,,
118,11/9/2022 13:09,80.64,1152.53,,
119,11/9/2022 13:09,80.41,1084.51,,
120,11/9/2022 13:09,80.26,1056.92,,
121,11/9/2022 13:10,80.26,1069.29,,
122,11/9/2022 13:10,80.1,718.96,,
123,11/9/2022 13:10,79.95,1066.43,,
124,11/9/2022 13:11,79.95,1768.03,,
125,11/9/2022 13:11,80.49,1652.92,,
126,11/9/2022 13:11,80.57,701.84,,
127,11/9/2022 13:12,81.03,2081.49,,
128,11/9/2022 13:12,81.65,2125.26,,
129,11/9/2022 13:12,82.19,2207.07,,
130,11/9/2022 13:13,82.57,2362.13,,
131,11/9/2022 13:13,83.04,2269.86,,
132,11/9/2022 13:13,83.35,2407.8,,
133,11/9/2022 13:14,83.66,2330.74,,
134,11/9/2022 13:14,83.89,2317.42,,
135,11/9/2022 13:14,84.27,2382.11,,
136,11/9/2022 13:15,84.66,2416.36,,
137,11/9/2022 13:15,84.97,2411.6,,
138,11/9/2022 13:15,85.28,2372.6,,
139,11/9/2022 13:16,85.51,2317.42,,
140,11/9/2022 13:16,85.82,2402.09,,
141,11/9/2022 13:16,86.13,2360.23,,
142,11/9/2022 13:17,86.28,2401.14,,
143,11/9/2022 13:17,86.51,2480.1,,
144,11/9/2022 13:17,86.67,2347.86,,
145,11/9/2022 13:18,86.82,2370.7,,
146,11/9/2022 13:18,87.05,2358.33,,
147,11/9/2022 13:18,87.29,2336.45,,
148,11/9/2022 13:19,87.44,2467.73,,
149,11/9/2022 13:19,87.59,2417.31,,
150,11/9/2022 13:19,88.06,3012.84,,
151,11/9/2022 13:20,88.52,2729.34,,
152,11/9/2022 13:20,88.91,3243.06,,
153,11/9/2022 13:20,88.91,1752.34,,
