Plot Title: 20983771,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20983771, SEN S/N: 20983771)","Intensity, lum/ft² (LGR S/N: 20983771, SEN S/N: 20983771)",Stopped (LGR S/N: 20983771),End Of File (LGR S/N: 20983771)
1,11/9/2022 12:30,87.98,72.54,,
2,11/9/2022 12:30,87.75,121.41,,
3,11/9/2022 12:30,87.44,79.41,,
4,11/9/2022 12:31,87.05,169.51,,
5,11/9/2022 12:31,86.82,130.39,,
6,11/9/2022 12:31,86.51,84.76,,
7,11/9/2022 12:32,86.2,76.79,,
8,11/9/2022 12:32,85.97,87.76,,
9,11/9/2022 12:32,85.74,94.3,,
10,11/9/2022 12:33,85.51,97.36,,
11,11/9/2022 12:33,85.35,78.51,,
12,11/9/2022 12:33,85.2,81.9,,
13,11/9/2022 12:34,84.97,105.18,,
14,11/9/2022 12:34,84.74,106.55,,
15,11/9/2022 12:34,84.74,465.2,,
16,11/9/2022 12:35,85.12,607.42,,
17,11/9/2022 12:35,85.74,645,,
18,11/9/2022 12:35,86.2,224.21,,
19,11/9/2022 12:36,86.28,128.55,,
20,11/9/2022 12:36,86.2,852.39,,
21,11/9/2022 12:36,86.2,397.89,,
22,11/9/2022 12:37,85.97,90.82,,
23,11/9/2022 12:37,85.66,264.35,,
24,11/9/2022 12:37,85.74,270.89,,
25,11/9/2022 12:38,85.66,274.93,,
26,11/9/2022 12:38,85.59,278.86,,
27,11/9/2022 12:38,85.59,266.73,,
28,11/9/2022 12:39,85.59,266.73,,
29,11/9/2022 12:39,85.51,248.53,,
30,11/9/2022 12:39,85.35,224.63,,
31,11/9/2022 12:40,85.35,248.18,,
32,11/9/2022 12:40,85.35,205.84,,
33,11/9/2022 12:40,85.35,217.44,,
34,11/9/2022 12:41,85.35,230.93,,
35,11/9/2022 12:41,85.28,204.65,,
36,11/9/2022 12:41,85.28,202.69,,
37,11/9/2022 12:42,85.28,200.43,,
38,11/9/2022 12:42,85.35,327.26,,
39,11/9/2022 12:42,85.59,634.06,,
40,11/9/2022 12:43,86.13,404.19,,
41,11/9/2022 12:43,86.13,70.75,,
42,11/9/2022 12:43,86.05,65.37,,
43,11/9/2022 12:44,85.9,63.44,,
44,11/9/2022 12:44,85.82,133.19,,
45,11/9/2022 12:44,85.97,558.66,,
46,11/9/2022 12:45,86.44,233.49,,
47,11/9/2022 12:45,87.05,1915.49,,
48,11/9/2022 12:45,87.29,182.42,,
49,11/9/2022 12:46,87.44,602.43,,
50,11/9/2022 12:46,87.83,798.16,,
51,11/9/2022 12:46,88.13,2073.88,,
52,11/9/2022 12:47,88.44,798.87,,
53,11/9/2022 12:47,88.68,558.66,,
54,11/9/2022 12:47,88.98,615.74,,
55,11/9/2022 12:48,89.29,597.91,,
56,11/9/2022 12:48,89.6,569.37,,
57,11/9/2022 12:48,89.99,567.46,,
58,11/9/2022 12:49,90.3,638.81,,
59,11/9/2022 12:49,90.53,650.94,,
60,11/9/2022 12:49,90.68,592.2,,
61,11/9/2022 12:50,90.84,556.05,,
62,11/9/2022 12:50,90.91,544.87,,
63,11/9/2022 12:50,90.84,586.49,,
64,11/9/2022 12:51,90.99,618.84,,
65,11/9/2022 12:51,91.22,687.57,,
66,11/9/2022 12:51,91.22,567.46,,
67,11/9/2022 12:52,90.99,343.78,,
68,11/9/2022 12:52,90.61,386.47,,
69,11/9/2022 12:52,90.3,378.39,,
70,11/9/2022 12:53,89.91,507.77,,
71,11/9/2022 12:53,89.76,554.62,,
72,11/9/2022 12:53,89.76,562.47,,
73,11/9/2022 12:54,89.76,595.29,,
74,11/9/2022 12:54,89.68,621.21,,
75,11/9/2022 12:54,89.83,627.4,,
76,11/9/2022 12:55,89.99,631.92,,
77,11/9/2022 12:55,90.06,631.92,,
78,11/9/2022 12:55,90.14,240.74,,
79,11/9/2022 12:56,89.83,413.83,,
80,11/9/2022 12:56,89.6,429.4,,
81,11/9/2022 12:56,89.29,456.52,,
82,11/9/2022 12:57,88.91,436.06,,
83,11/9/2022 12:57,88.75,470.31,,
84,11/9/2022 12:57,88.6,469.48,,
85,11/9/2022 12:58,88.37,471.86,,
86,11/9/2022 12:58,88.21,460.44,,
87,11/9/2022 12:58,88.13,457.71,,
88,11/9/2022 12:59,88.06,480.54,,
89,11/9/2022 12:59,87.9,424.29,,
90,11/9/2022 12:59,87.67,421.67,,
91,11/9/2022 13:00,87.59,466.39,,
92,11/9/2022 13:00,87.52,461.03,,
93,11/9/2022 13:00,87.44,442.72,,
94,11/9/2022 13:01,87.59,715.87,,
95,11/9/2022 13:01,87.44,873.31,,
96,11/9/2022 13:01,87.9,4121.13,,
97,11/9/2022 13:02,89.29,4672.9,,
98,11/9/2022 13:02,88.98,884.73,,
99,11/9/2022 13:02,89.68,2017.76,,
100,11/9/2022 13:03,89.6,1196.76,,
101,11/9/2022 13:03,90.22,2301.25,,
102,11/9/2022 13:03,90.99,2030.12,,
103,11/9/2022 13:04,90.84,1432.22,,
104,11/9/2022 13:04,90.68,2128.11,,
105,11/9/2022 13:04,91.15,663.55,,
106,11/9/2022 13:05,90.22,838.35,,
107,11/9/2022 13:05,89.45,722.53,,
108,11/9/2022 13:05,89.29,1318.53,,
109,11/9/2022 13:06,88.98,1785.63,,
110,11/9/2022 13:06,89.22,1719.04,,
111,11/9/2022 13:06,88.83,667.12,,
112,11/9/2022 13:07,88.52,1616.3,,
113,11/9/2022 13:07,88.29,630.49,,
114,11/9/2022 13:07,87.98,1153.48,,
115,11/9/2022 13:08,87.9,1204.85,,
116,11/9/2022 13:08,87.98,1441.73,,
117,11/9/2022 13:08,87.9,1053.59,,
118,11/9/2022 13:09,87.67,1119.71,,
119,11/9/2022 13:09,87.44,630.96,,
120,11/9/2022 13:09,86.9,590.3,,
121,11/9/2022 13:10,86.67,934.67,,
122,11/9/2022 13:10,86.36,585.3,,
123,11/9/2022 13:10,86.51,1403.2,,
124,11/9/2022 13:11,86.44,1223.88,,
125,11/9/2022 13:11,86.74,1836.05,,
126,11/9/2022 13:11,87.05,1869.82,,
127,11/9/2022 13:12,87.59,1798.95,,
128,11/9/2022 13:12,87.75,1850.8,,
129,11/9/2022 13:12,87.9,1953.07,,
130,11/9/2022 13:13,88.13,2298.4,,
131,11/9/2022 13:13,88.37,2054.86,,
132,11/9/2022 13:13,88.37,2229.9,,
133,11/9/2022 13:14,88.6,2177.58,,
134,11/9/2022 13:14,88.68,2204.21,,
135,11/9/2022 13:14,88.98,2313.62,,
136,11/9/2022 13:15,89.29,2311.71,,
137,11/9/2022 13:15,89.45,2340.25,,
138,11/9/2022 13:15,89.68,2281.27,,
139,11/9/2022 13:16,89.68,2217.53,,
140,11/9/2022 13:16,89.91,2353.57,,
141,11/9/2022 13:16,90.06,2302.2,,
142,11/9/2022 13:17,90.3,2363.09,,
143,11/9/2022 13:17,90.45,2475.34,,
144,11/9/2022 13:17,90.61,2286.98,,
145,11/9/2022 13:18,90.76,2327.89,,
146,11/9/2022 13:18,90.99,2321.23,,
147,11/9/2022 13:18,91.15,2286.03,,
148,11/9/2022 13:19,91.38,2413.51,,
149,11/9/2022 13:19,91.45,2434.43,,
150,11/9/2022 13:19,91.84,2739.81,,
151,11/9/2022 13:20,92.23,2753.13,,
152,11/9/2022 13:20,92.46,2860.63,,
153,11/9/2022 13:20,92.3,1007.45,,
154,11/9/2022 13:21,91.61,643.09,,
155,11/9/2022 13:21,91.76,1075.95,,
156,11/9/2022 13:21,90.76,1379.89,,
157,11/9/2022 13:22,91.69,3854.76,,
158,11/9/2022 13:22,90.61,1060.25,,
159,11/9/2022 13:22,89.76,1096.4,,
160,11/9/2022 13:23,89.91,1057.4,,
161,11/9/2022 13:23,90.06,1189.63,,
162,11/9/2022 13:23,88.91,1238.62,,
163,11/9/2022 13:24,89.14,1880.77,,
164,11/9/2022 13:24,89.45,1737.12,,
165,11/9/2022 13:24,89.06,1933.56,,
166,11/9/2022 13:25,88.91,1800.85,,
167,11/9/2022 13:25,89.52,2605.67,,
168,11/9/2022 13:25,89.52,1728.55,,
169,11/9/2022 13:26,90.14,2373.55,,
170,11/9/2022 13:26,90.53,2598.06,,
171,11/9/2022 13:26,89.37,1411.29,,
172,11/9/2022 13:27,88.98,1454.1,,
173,11/9/2022 13:27,88.91,1540.67,,
174,11/9/2022 13:27,88.91,1452.67,,
175,11/9/2022 13:28,88.91,1405.1,,
176,11/9/2022 13:28,88.91,1610.11,,
177,11/9/2022 13:28,88.98,1484.54,,
178,11/9/2022 13:29,89.14,2160.45,,
179,11/9/2022 13:29,89.22,1457.43,,
180,11/9/2022 13:29,89.29,1509.27,,
181,11/9/2022 13:30,89.52,1563.97,,
182,11/9/2022 13:30,88.52,196.86,,
183,11/9/2022 13:30,87.75,1327.57,,
184,11/9/2022 13:31,87.13,3917.55,,
185,11/9/2022 13:31,87.75,6440.45,,
186,11/9/2022 13:31,88.75,7102.58,,
187,11/9/2022 13:32,90.22,1035.51,,
188,11/9/2022 13:32,87.36,420.13,,
189,11/9/2022 13:32,87.52,1481.69,,
190,11/9/2022 13:33,88.06,5283.65,,
191,11/9/2022 13:33,88.29,1026.95,,
