Plot Title: 20983766,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20983766, SEN S/N: 20983766)","Intensity, lum/ft² (LGR S/N: 20983766, SEN S/N: 20983766)",Stopped (LGR S/N: 20983766),End Of File (LGR S/N: 20983766)
1,11/09/22 12:30:00 PM,92,153.28,,
2,11/09/22 12:30:20 PM,91.61,117.37,,
3,11/09/22 12:30:40 PM,91.45,375.77,,
4,11/09/22 12:31:00 PM,91.69,1148.25,,
5,11/09/22 12:31:20 PM,91.76,1648.64,,
6,11/09/22 12:31:40 PM,91.53,616.69,,
7,11/09/22 12:32:00 PM,90.91,531.55,,
8,11/09/22 12:32:20 PM,90.45,531.79,,
9,11/09/22 12:32:40 PM,90.06,895.19,,
10,11/09/22 12:33:00 PM,89.99,1123.99,,
11,11/09/22 12:33:20 PM,89.37,520.61,,
12,11/09/22 12:33:40 PM,88.75,573.65,,
13,11/09/22 12:34:00 PM,88.75,1809.42,,
14,11/09/22 12:34:20 PM,88.44,1862.21,,
15,11/09/22 12:34:40 PM,88.52,1236.24,,
16,11/09/22 12:35:00 PM,88.68,1308.54,,
17,11/09/22 12:35:20 PM,88.98,1240.52,,
18,11/09/22 12:35:40 PM,89.29,1335.66,,
19,11/09/22 12:36:00 PM,88.91,123.08,,
20,11/09/22 12:36:20 PM,88.52,111.69,,
21,11/09/22 12:36:40 PM,88.13,110,,
22,11/09/22 12:37:00 PM,88.21,360.67,,
23,11/09/22 12:37:20 PM,88.13,713.25,,
24,11/09/22 12:37:40 PM,88.21,642.14,,
25,11/09/22 12:38:00 PM,88.44,675.2,,
26,11/09/22 12:38:20 PM,88.37,527.98,,
27,11/09/22 12:38:40 PM,88.29,630.25,,
28,11/09/22 12:39:00 PM,88.52,556.05,,
29,11/09/22 12:39:20 PM,88.37,718.49,,
30,11/09/22 12:39:40 PM,88.37,816.71,,
31,11/09/22 12:40:00 PM,88.6,791.26,,
32,11/09/22 12:40:20 PM,88.91,1406.53,,
33,11/09/22 12:40:40 PM,89.37,1316.16,,
34,11/09/22 12:41:00 PM,89.52,936.1,,
35,11/09/22 12:41:20 PM,89.99,1433.17,,
36,11/09/22 12:41:40 PM,90.45,1435.07,,
37,11/09/22 12:42:00 PM,90.84,1418.42,,
38,11/09/22 12:42:20 PM,91.3,1413.67,,
39,11/09/22 12:42:40 PM,91.69,1356.11,,
40,11/09/22 12:43:00 PM,92,1284.29,,
41,11/09/22 12:43:20 PM,92,350.92,,
42,11/09/22 12:43:40 PM,91.69,345.09,,
43,11/09/22 12:44:00 PM,91.45,390.87,,
44,11/09/22 12:44:20 PM,91.53,1261.45,,
45,11/09/22 12:44:40 PM,92,1289.04,,
46,11/09/22 12:45:00 PM,92.38,1421.75,,
47,11/09/22 12:45:20 PM,92.77,1417,,
48,11/09/22 12:45:40 PM,93.15,1461.71,,
49,11/09/22 12:46:00 PM,93.31,1305.69,,
50,11/09/22 12:46:20 PM,93.54,1407.48,,
51,11/09/22 12:46:40 PM,93.77,1398.92,,
52,11/09/22 12:47:00 PM,93.85,1264.78,,
53,11/09/22 12:47:20 PM,94.16,1285.71,,
54,11/09/22 12:47:40 PM,94.39,1270.97,,
55,11/09/22 12:48:00 PM,94.62,1270.02,,
56,11/09/22 12:48:20 PM,94.7,1277.63,,
57,11/09/22 12:48:40 PM,94.78,1291.9,,
58,11/09/22 12:49:00 PM,94.93,1307.59,,
59,11/09/22 12:49:20 PM,95.08,1380.37,,
60,11/09/22 12:49:40 PM,95.16,1359.92,,
61,11/09/22 12:50:00 PM,95.39,1354.21,,
62,11/09/22 12:50:20 PM,95.62,1392.74,,
63,11/09/22 12:50:40 PM,95.86,1351.35,,
64,11/09/22 12:51:00 PM,95.86,1406.53,,
65,11/09/22 12:51:20 PM,96.17,1442.68,,
66,11/09/22 12:51:40 PM,96.47,1402.73,,
67,11/09/22 12:52:00 PM,96.47,1268.59,,
68,11/09/22 12:52:20 PM,96.55,1296.18,,
69,11/09/22 12:52:40 PM,96.63,1271.92,,
70,11/09/22 12:53:00 PM,96.78,1428.41,,
71,11/09/22 12:53:20 PM,96.94,1417,,
72,11/09/22 12:53:40 PM,97.01,1410.34,,
73,11/09/22 12:54:00 PM,97.09,1384.65,,
74,11/09/22 12:54:20 PM,97.25,1367.53,,
75,11/09/22 12:54:40 PM,97.32,1387.03,,
76,11/09/22 12:55:00 PM,97.32,1344.69,,
77,11/09/22 12:55:20 PM,97.48,1347.07,,
78,11/09/22 12:55:40 PM,97.56,1525.45,,
79,11/09/22 12:56:00 PM,97.25,821.94,,
80,11/09/22 12:56:20 PM,96.86,789.36,,
81,11/09/22 12:56:40 PM,96.4,732.04,,
82,11/09/22 12:57:00 PM,95.93,531.08,,
83,11/09/22 12:57:20 PM,95.55,452.12,,
84,11/09/22 12:57:40 PM,95.08,630.96,,
85,11/09/22 12:58:00 PM,94.78,615.51,,
86,11/09/22 12:58:20 PM,94.39,576.26,,
87,11/09/22 12:58:40 PM,94.16,551.77,,
