Plot Title: 21407809,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407809, SEN S/N: 21407809)","Intensity, lum/ft² (LGR S/N: 21407809, SEN S/N: 21407809)",Stopped (LGR S/N: 21407809),End Of File (LGR S/N: 21407809)
1,11/9/2022 12:30,83.58,64.36,,
2,11/9/2022 12:30,83.58,76.73,,
3,11/9/2022 12:30,83.58,90.55,,
4,11/9/2022 12:31,83.73,185.63,,
5,11/9/2022 12:31,83.89,139.49,,
6,11/9/2022 12:31,83.89,107.47,,
7,11/9/2022 12:32,83.81,95.58,,
8,11/9/2022 12:32,83.89,100.19,,
9,11/9/2022 12:32,83.81,109.34,,
10,11/9/2022 12:33,83.81,113.95,,
11,11/9/2022 12:33,83.81,97.6,,
12,11/9/2022 12:33,83.73,103.1,,
13,11/9/2022 12:34,83.66,123.79,,
14,11/9/2022 12:34,83.66,124.8,,
15,11/9/2022 12:34,83.73,317.03,,
16,11/9/2022 12:35,83.81,284.68,,
17,11/9/2022 12:35,83.89,247.94,,
18,11/9/2022 12:35,83.89,175.76,,
19,11/9/2022 12:36,83.89,70.04,,
20,11/9/2022 12:36,83.81,100.75,,
21,11/9/2022 12:36,83.81,120.34,,
22,11/9/2022 12:37,83.89,84.58,,
23,11/9/2022 12:37,83.96,320,,
24,11/9/2022 12:37,84.12,321.31,,
25,11/9/2022 12:38,84.35,318.1,,
26,11/9/2022 12:38,84.51,283.26,,
27,11/9/2022 12:38,84.66,295.39,,
28,11/9/2022 12:39,84.74,284.21,,
29,11/9/2022 12:39,84.81,355.44,,
30,11/9/2022 12:39,84.74,356.75,,
31,11/9/2022 12:40,84.81,365.19,,
32,11/9/2022 12:40,84.97,248.41,,
33,11/9/2022 12:40,85.05,267.68,,
34,11/9/2022 12:41,85.2,309.3,,
35,11/9/2022 12:41,85.28,235.99,,
36,11/9/2022 12:41,85.35,236.34,,
37,11/9/2022 12:42,85.66,247.34,,
38,11/9/2022 12:42,85.74,224.16,,
39,11/9/2022 12:42,85.74,267.92,,
40,11/9/2022 12:43,85.97,301.81,,
41,11/9/2022 12:43,85.97,80.27,,
42,11/9/2022 12:43,85.9,73.37,,
43,11/9/2022 12:44,85.9,73.7,,
44,11/9/2022 12:44,85.9,175.46,,
45,11/9/2022 12:44,86.05,292.29,,
46,11/9/2022 12:45,86.13,228.56,,
47,11/9/2022 12:45,86.13,249.6,,
48,11/9/2022 12:45,86.2,218.51,,
49,11/9/2022 12:46,86.13,278.38,,
50,11/9/2022 12:46,86.2,259.71,,
51,11/9/2022 12:46,86.2,256.26,,
52,11/9/2022 12:47,86.28,281,,
53,11/9/2022 12:47,86.44,300.74,,
54,11/9/2022 12:47,86.44,279.81,,
55,11/9/2022 12:48,86.59,276.6,,
56,11/9/2022 12:48,86.74,284.68,,
57,11/9/2022 12:48,86.9,285.87,,
58,11/9/2022 12:49,86.74,314.53,,
59,11/9/2022 12:49,86.9,286.82,,
60,11/9/2022 12:49,86.9,285.52,,
61,11/9/2022 12:50,86.98,291.94,,
62,11/9/2022 12:50,86.98,308.47,,
63,11/9/2022 12:50,86.9,287.89,,
64,11/9/2022 12:51,87.05,318.1,,
65,11/9/2022 12:51,86.98,322.14,,
66,11/9/2022 12:51,87.05,314.77,,
67,11/9/2022 12:52,87.05,279.81,,
68,11/9/2022 12:52,87.05,291.82,,
69,11/9/2022 12:52,86.9,289.56,,
70,11/9/2022 12:53,86.9,311.2,,
71,11/9/2022 12:53,86.9,317.5,,
72,11/9/2022 12:53,86.9,312.75,,
73,11/9/2022 12:54,86.74,303.35,,
74,11/9/2022 12:54,86.74,295.74,,
75,11/9/2022 12:54,86.67,296.81,,
76,11/9/2022 12:55,86.59,295.03,,
77,11/9/2022 12:55,86.44,295.03,,
78,11/9/2022 12:55,86.44,287.78,,
79,11/9/2022 12:56,86.59,494.21,,
80,11/9/2022 12:56,86.67,484.34,,
81,11/9/2022 12:56,86.74,493.26,,
82,11/9/2022 12:57,86.9,454.85,,
83,11/9/2022 12:57,86.98,459.73,,
84,11/9/2022 12:57,87.13,478.52,,
85,11/9/2022 12:58,87.21,464.6,,
86,11/9/2022 12:58,87.21,461.03,,
87,11/9/2022 12:58,87.29,436.06,,
88,11/9/2022 12:59,87.36,457.71,,
89,11/9/2022 12:59,87.36,435.11,,
90,11/9/2022 12:59,87.36,422.15,,
91,11/9/2022 13:00,87.36,488.5,,
92,11/9/2022 13:00,87.44,502.77,,
93,11/9/2022 13:00,87.44,506.34,,
94,11/9/2022 13:01,88.21,1938.32,,
95,11/9/2022 13:01,88.75,1239.57,,
96,11/9/2022 13:01,88.83,1051.21,,
97,11/9/2022 13:02,88.75,1113.05,,
98,11/9/2022 13:02,88.75,437.37,,
99,11/9/2022 13:02,88.6,294.79,,
100,11/9/2022 13:03,88.83,1079.75,,
101,11/9/2022 13:03,89.22,2115.74,,
102,11/9/2022 13:03,89.29,1073.57,,
103,11/9/2022 13:04,89.06,689.95,,
104,11/9/2022 13:04,89.14,1269.06,,
105,11/9/2022 13:04,88.75,926.59,,
106,11/9/2022 13:05,88.68,656.89,,
107,11/9/2022 13:05,88.44,791.74,,
108,11/9/2022 13:05,88.75,1654.83,,
109,11/9/2022 13:06,88.98,1369.9,,
110,11/9/2022 13:06,89.06,1555.89,,
111,11/9/2022 13:06,89.06,699.22,,
112,11/9/2022 13:07,89.06,1398.92,,
113,11/9/2022 13:07,89.14,1284.29,,
114,11/9/2022 13:07,89.06,598.62,,
115,11/9/2022 13:08,88.83,650.7,,
116,11/9/2022 13:08,88.91,1135.4,,
117,11/9/2022 13:08,88.91,1129.7,,
118,11/9/2022 13:09,88.98,1182.97,,
119,11/9/2022 13:09,88.91,276.6,,
120,11/9/2022 13:09,88.29,260.42,,
121,11/9/2022 13:10,88.21,994.61,,
122,11/9/2022 13:10,87.9,190.21,,
123,11/9/2022 13:10,87.9,1348.02,,
124,11/9/2022 13:11,87.67,498.26,,
125,11/9/2022 13:11,87.9,1516.41,,
126,11/9/2022 13:11,88.29,1525.45,,
127,11/9/2022 13:12,88.75,1639.13,,
128,11/9/2022 13:12,89.06,1753.76,,
129,11/9/2022 13:12,89.37,1746.15,,
130,11/9/2022 13:13,89.6,1703.34,,
131,11/9/2022 13:13,89.76,1369.43,,
132,11/9/2022 13:13,89.52,1708.1,,
133,11/9/2022 13:14,89.6,1138.73,,
134,11/9/2022 13:14,89.83,1704.77,,
135,11/9/2022 13:14,90.22,1682.89,,
136,11/9/2022 13:15,90.45,1127.79,,
137,11/9/2022 13:15,90.61,1631.99,,
138,11/9/2022 13:15,90.76,1307.12,,
139,11/9/2022 13:16,90.53,1622.96,,
140,11/9/2022 13:16,90.84,1683.84,,
141,11/9/2022 13:16,91.07,1706.2,,
142,11/9/2022 13:17,91.3,1697.64,,
143,11/9/2022 13:17,91.53,1706.2,,
144,11/9/2022 13:17,91.69,1707.15,,
145,11/9/2022 13:18,91.76,1700.97,,
146,11/9/2022 13:18,91.84,1707.15,,
147,11/9/2022 13:18,91.92,1716.19,,
148,11/9/2022 13:19,92,1413.19,,
149,11/9/2022 13:19,92.07,1690.98,,
150,11/9/2022 13:19,92,2107.18,,
151,11/9/2022 13:20,92.15,1761.85,,
152,11/9/2022 13:20,92.3,2212.78,,
153,11/9/2022 13:20,92.38,1609.64,,
154,11/9/2022 13:21,92.3,662.36,,
155,11/9/2022 13:21,92.23,2883.46,,
156,11/9/2022 13:21,92.92,3416.2,,
157,11/9/2022 13:22,93.15,3402.88,,
158,11/9/2022 13:22,93,3360.07,,
159,11/9/2022 13:22,93.62,3643.57,,
160,11/9/2022 13:23,93.93,3361.97,,
161,11/9/2022 13:23,94.54,3836.68,,
162,11/9/2022 13:23,94.62,3203.1,,
163,11/9/2022 13:24,95.08,3422.86,,
164,11/9/2022 13:24,95.16,3133.66,,
165,11/9/2022 13:24,95.86,3098.46,,
166,11/9/2022 13:25,95.47,3312.51,,
167,11/9/2022 13:25,95.39,3387.66,,
168,11/9/2022 13:25,95.32,3094.65,,
169,11/9/2022 13:26,95.47,3347.7,,
170,11/9/2022 13:26,95.32,3058.5,,
171,11/9/2022 13:26,95.47,3277.31,,
172,11/9/2022 13:27,95.7,4651.97,,
173,11/9/2022 13:27,95.78,3357.22,,
174,11/9/2022 13:27,96.17,4395.11,,
175,11/9/2022 13:28,96.01,3539.87,,
176,11/9/2022 13:28,95.86,3462.81,,
177,11/9/2022 13:28,96.71,3453.3,,
178,11/9/2022 13:29,96.78,3545.58,,
179,11/9/2022 13:29,97.63,3507.53,,
180,11/9/2022 13:29,97.32,4020.29,,
