Plot Title: 21407807,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407807, SEN S/N: 21407807)","Intensity, lum/ft² (LGR S/N: 21407807, SEN S/N: 21407807)",Stopped (LGR S/N: 21407807),End Of File (LGR S/N: 21407807)
1,11/9/2022 12:30,89.6,350.09,,
2,11/9/2022 12:30,89.52,259.12,,
3,11/9/2022 12:30,89.45,1200.57,,
4,11/9/2022 12:31,90.3,2383.06,,
5,11/9/2022 12:31,90.76,2070.08,,
6,11/9/2022 12:31,90.84,1763.28,,
7,11/9/2022 12:32,90.84,1549.23,,
8,11/9/2022 12:32,91.07,1557.32,,
9,11/9/2022 12:32,91.22,1774.22,,
10,11/9/2022 12:33,91.53,1839.38,,
11,11/9/2022 12:33,91.53,1536.86,,
12,11/9/2022 12:33,91.38,1662.91,,
13,11/9/2022 12:34,91.76,2110.03,,
14,11/9/2022 12:34,91.76,1881.24,,
15,11/9/2022 12:34,92.54,3061.36,,
16,11/9/2022 12:35,93.08,3003.33,,
17,11/9/2022 12:35,93.46,2933.88,,
18,11/9/2022 12:35,93.77,2362.13,,
19,11/9/2022 12:36,93.08,372.21,,
20,11/9/2022 12:36,92.54,320.12,,
21,11/9/2022 12:36,92.23,318.57,,
22,11/9/2022 12:37,92.15,761.77,,
23,11/9/2022 12:37,92.3,1103.53,,
24,11/9/2022 12:37,92.3,990.8,,
25,11/9/2022 12:38,92.38,1032.19,,
26,11/9/2022 12:38,92.38,779.85,,
27,11/9/2022 12:38,92.38,936.58,,
28,11/9/2022 12:39,92.38,875.45,,
29,11/9/2022 12:39,92.54,960.84,,
30,11/9/2022 12:39,92.46,1256.22,,
31,11/9/2022 12:40,92.69,1149.67,,
32,11/9/2022 12:40,93,1930.71,,
33,11/9/2022 12:40,93.46,1756.62,,
34,11/9/2022 12:41,93.62,1539.72,,
35,11/9/2022 12:41,94.08,2078.64,,
36,11/9/2022 12:41,94.47,2077.69,,
37,11/9/2022 12:42,94.78,1983.51,,
38,11/9/2022 12:42,95.08,2227.05,,
39,11/9/2022 12:42,95.62,2620.89,,
40,11/9/2022 12:43,96.17,2665.61,,
41,11/9/2022 12:43,96.09,1116.85,,
42,11/9/2022 12:43,95.39,508.01,,
