Plot Title: 21407808,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407808, SEN S/N: 21407808)","Intensity, lum/ft² (LGR S/N: 21407808, SEN S/N: 21407808)",Stopped (LGR S/N: 21407808),End Of File (LGR S/N: 21407808)
1,11/9/2022 12:30,82.11,50.85,,
2,11/9/2022 12:30,82.19,69.65,,
3,11/9/2022 12:30,82.27,48.92,,
4,11/9/2022 12:31,82.42,216.72,,
5,11/9/2022 12:31,82.5,71.32,,
6,11/9/2022 12:31,82.42,44.49,,
7,11/9/2022 12:32,82.34,46.61,,
8,11/9/2022 12:32,82.34,61.51,,
9,11/9/2022 12:32,82.5,61.21,,
10,11/9/2022 12:33,82.42,56.19,,
11,11/9/2022 12:33,82.42,44.44,,
12,11/9/2022 12:33,82.42,46.78,,
13,11/9/2022 12:34,82.42,57.18,,
14,11/9/2022 12:34,82.42,45.35,,
15,11/9/2022 12:34,82.5,117.99,,
16,11/9/2022 12:35,82.5,123.43,,
17,11/9/2022 12:35,82.57,112.32,,
18,11/9/2022 12:35,82.5,87.46,,
19,11/9/2022 12:36,82.57,119.51,,
20,11/9/2022 12:36,82.65,159.11,,
21,11/9/2022 12:36,82.81,166.24,,
22,11/9/2022 12:37,82.73,67.45,,
23,11/9/2022 12:37,82.73,76.46,,
24,11/9/2022 12:37,82.81,70.93,,
25,11/9/2022 12:38,82.81,75.04,,
26,11/9/2022 12:38,82.96,104.17,,
27,11/9/2022 12:38,82.96,71.56,,
28,11/9/2022 12:39,83.04,90.88,,
29,11/9/2022 12:39,82.96,77.59,,
30,11/9/2022 12:39,83.04,35.82,,
31,11/9/2022 12:40,83.04,43.14,,
32,11/9/2022 12:40,83.04,48.21,,
33,11/9/2022 12:40,83.12,45.9,,
34,11/9/2022 12:41,83.12,45.95,,
35,11/9/2022 12:41,83.19,51.13,,
36,11/9/2022 12:41,83.19,49.66,,
37,11/9/2022 12:42,83.27,46.82,,
38,11/9/2022 12:42,83.27,82.94,,
39,11/9/2022 12:42,83.35,94.51,,
40,11/9/2022 12:43,83.42,145.73,,
41,11/9/2022 12:43,83.35,27.26,,
42,11/9/2022 12:43,83.27,29.42,,
43,11/9/2022 12:44,83.19,23.84,,
44,11/9/2022 12:44,83.27,50.06,,
45,11/9/2022 12:44,83.42,82.32,,
46,11/9/2022 12:45,83.35,82.47,,
47,11/9/2022 12:45,83.5,85.41,,
48,11/9/2022 12:45,83.5,59.55,,
49,11/9/2022 12:46,83.5,77.59,,
50,11/9/2022 12:46,83.42,88.8,,
51,11/9/2022 12:46,83.42,68.76,,
52,11/9/2022 12:47,83.35,75.04,,
53,11/9/2022 12:47,83.35,92.93,,
54,11/9/2022 12:47,83.42,71.38,,
55,11/9/2022 12:48,83.42,69.95,,
56,11/9/2022 12:48,83.42,72.92,,
57,11/9/2022 12:48,83.5,72.84,,
58,11/9/2022 12:49,83.58,114.75,,
59,11/9/2022 12:49,83.58,70.34,,
60,11/9/2022 12:49,83.58,71.05,,
61,11/9/2022 12:50,83.58,71.62,,
62,11/9/2022 12:50,83.58,104.08,,
63,11/9/2022 12:50,83.58,72.98,,
64,11/9/2022 12:51,83.66,109.28,,
65,11/9/2022 12:51,83.73,143.06,,
66,11/9/2022 12:51,83.73,170.82,,
67,11/9/2022 12:52,83.81,171.59,,
68,11/9/2022 12:52,83.89,160.83,,
69,11/9/2022 12:52,83.89,163.57,,
70,11/9/2022 12:53,83.96,160.54,,
71,11/9/2022 12:53,83.89,118.32,,
72,11/9/2022 12:53,83.89,105.57,,
73,11/9/2022 12:54,83.73,89.51,,
74,11/9/2022 12:54,83.73,77.98,,
75,11/9/2022 12:54,83.66,80.03,,
76,11/9/2022 12:55,83.58,79.64,,
77,11/9/2022 12:55,83.58,81.84,,
78,11/9/2022 12:55,83.5,47.02,,
79,11/9/2022 12:56,83.42,105.33,,
80,11/9/2022 12:56,83.58,102.65,,
81,11/9/2022 12:56,83.58,130.81,,
82,11/9/2022 12:57,83.66,137.05,,
83,11/9/2022 12:57,83.73,190.92,,
84,11/9/2022 12:57,83.81,139.19,,
85,11/9/2022 12:58,83.81,155.9,,
86,11/9/2022 12:58,83.89,167.19,,
87,11/9/2022 12:58,83.96,172.07,,
88,11/9/2022 12:59,83.96,137.76,,
89,11/9/2022 12:59,84.04,95.31,,
90,11/9/2022 12:59,83.96,97.66,,
91,11/9/2022 13:00,83.96,128.84,,
92,11/9/2022 13:00,84.04,115.94,,
93,11/9/2022 13:00,84.04,108.9,,
94,11/9/2022 13:01,84.12,183.49,,
95,11/9/2022 13:01,84.27,203.11,,
96,11/9/2022 13:01,84.35,234.74,,
97,11/9/2022 13:02,84.43,260.78,,
98,11/9/2022 13:02,84.66,321.19,,
99,11/9/2022 13:02,84.66,191.87,,
100,11/9/2022 13:03,85.05,483.03,,
101,11/9/2022 13:03,85.35,350.44,,
102,11/9/2022 13:03,85.28,792.21,,
103,11/9/2022 13:04,85.51,585.3,,
104,11/9/2022 13:04,85.9,1179.16,,
105,11/9/2022 13:04,85.43,954.65,,
106,11/9/2022 13:05,85.35,498.73,,
107,11/9/2022 13:05,85.12,423.93,,
108,11/9/2022 13:05,85.51,1238.15,,
109,11/9/2022 13:06,85.74,1428.41,,
110,11/9/2022 13:06,86.05,1250.51,,
111,11/9/2022 13:06,86.13,470.43,,
112,11/9/2022 13:07,86.2,1255.27,,
113,11/9/2022 13:07,86.36,745.36,,
114,11/9/2022 13:07,86.67,1512.6,,
115,11/9/2022 13:08,87.05,1449.34,,
116,11/9/2022 13:08,87.29,1424.13,,
117,11/9/2022 13:08,87.59,1355.63,,
118,11/9/2022 13:09,87.9,1349.93,,
119,11/9/2022 13:09,87.98,342.95,,
120,11/9/2022 13:09,87.59,323.33,,
121,11/9/2022 13:10,87.75,1924.05,,
122,11/9/2022 13:10,88.21,205.6,,
123,11/9/2022 13:10,88.75,2207.07,,
124,11/9/2022 13:11,89.06,1766.61,,
125,11/9/2022 13:11,89.6,2840.65,,
126,11/9/2022 13:11,90.3,2948.15,,
127,11/9/2022 13:12,90.61,1696.68,,
128,11/9/2022 13:12,90.99,1715.23,,
129,11/9/2022 13:12,91.38,1905.02,,
130,11/9/2022 13:13,91.76,2814.96,,
131,11/9/2022 13:13,92.15,2448.7,,
132,11/9/2022 13:13,92.3,2805.45,,
133,11/9/2022 13:14,92.54,2559.06,,
134,11/9/2022 13:14,92.84,2598.06,,
135,11/9/2022 13:14,93.31,2795.94,,
136,11/9/2022 13:15,93.69,2841.6,,
137,11/9/2022 13:15,94.16,2890.12,,
138,11/9/2022 13:15,94.47,2724.59,,
139,11/9/2022 13:16,94.54,2646.58,,
140,11/9/2022 13:16,94.7,2898.68,,
141,11/9/2022 13:16,95.16,2791.18,,
142,11/9/2022 13:17,95.47,2906.29,,
143,11/9/2022 13:17,95.86,3185.98,,
144,11/9/2022 13:17,96.01,2759.79,,
145,11/9/2022 13:18,96.17,2821.62,,
146,11/9/2022 13:18,96.4,2809.26,,
147,11/9/2022 13:18,96.63,2756.93,,
148,11/9/2022 13:19,96.86,3028.06,,
149,11/9/2022 13:19,97.32,3036.62,,
150,11/9/2022 13:19,97.56,3433.32,,
151,11/9/2022 13:20,97.86,3416.2,,
152,11/9/2022 13:20,98.1,3446.64,,
153,11/9/2022 13:20,97.94,727.05,,
154,11/9/2022 13:21,96.94,1108.29,,
155,11/9/2022 13:21,96.32,2867.29,,
156,11/9/2022 13:21,96.63,2436.34,,
157,11/9/2022 13:22,96.01,2492.47,,
158,11/9/2022 13:22,95.55,2105.28,,
159,11/9/2022 13:22,95.24,2321.23,,
160,11/9/2022 13:23,94.85,2113.84,,
161,11/9/2022 13:23,94.62,1356.59,,
162,11/9/2022 13:23,94.16,2012.05,,
163,11/9/2022 13:24,93.93,2279.37,,
164,11/9/2022 13:24,93.62,2207.07,,
165,11/9/2022 13:24,93.46,2201.36,,
166,11/9/2022 13:25,93.15,2098.62,,
167,11/9/2022 13:25,92.92,2103.37,,
168,11/9/2022 13:25,92.69,2110.99,,
169,11/9/2022 13:26,92.46,2091.01,,
170,11/9/2022 13:26,92.38,2125.26,,
171,11/9/2022 13:26,92.23,2083.4,,
172,11/9/2022 13:27,92.15,2465.83,,
173,11/9/2022 13:27,92,2104.33,,
174,11/9/2022 13:27,91.92,2410.65,,
175,11/9/2022 13:28,92.07,3120.34,,
176,11/9/2022 13:28,93.08,3887.1,,
177,11/9/2022 13:28,94.47,3906.13,,
178,11/9/2022 13:29,94.93,4008.87,,
179,11/9/2022 13:29,96.01,3944.18,,
180,11/9/2022 13:29,95.93,4265.73,,
181,11/9/2022 13:30,96.94,5272.23,,
182,11/9/2022 13:30,96.94,4353.25,,
183,11/9/2022 13:30,97.71,5489.13,,
184,11/9/2022 13:31,97.56,4204.85,,
185,11/9/2022 13:31,98.48,6465.19,,
186,11/9/2022 13:31,98.71,3537.02,,
187,11/9/2022 13:32,97.94,1567.78,,
188,11/9/2022 13:32,96.55,2814.96,,
189,11/9/2022 13:32,96.47,4119.23,,
190,11/9/2022 13:33,96.78,3848.1,,
191,11/9/2022 13:33,96.86,3864.27,,
192,11/9/2022 13:33,97.25,3995.56,,
193,11/9/2022 13:34,97.32,2873.95,,
194,11/9/2022 13:34,97.4,3991.75,,
195,11/9/2022 13:34,97.4,3772.95,,
196,11/9/2022 13:35,97.25,3480.89,,
197,11/9/2022 13:35,97.25,4265.73,,
198,11/9/2022 13:35,97.63,3997.46,,
199,11/9/2022 13:36,97.4,3240.21,,
200,11/9/2022 13:36,97.48,4178.21,,
201,11/9/2022 13:36,97.4,3071.82,,
202,11/9/2022 13:37,97.56,4454.09,,
203,11/9/2022 13:37,98.02,3822.41,,
204,11/9/2022 13:37,97.79,3885.2,,
205,11/9/2022 13:38,98.25,3706.35,,
206,11/9/2022 13:38,98.02,3896.62,,
207,11/9/2022 13:38,98.33,3676.86,,
208,11/9/2022 13:39,98.48,5005.86,,
209,11/9/2022 13:39,98.56,3623.59,,
210,11/9/2022 13:39,98.79,5561.43,,
211,11/9/2022 13:40,98.4,3529.41,,
212,11/9/2022 13:40,98.1,3757.72,,
213,11/9/2022 13:40,98.02,3503.72,,
214,11/9/2022 13:41,98.56,4024.1,,
215,11/9/2022 13:41,97.79,3188.83,,
216,11/9/2022 13:41,98.64,6630.72,,
217,11/9/2022 13:42,98.87,3444.74,,
218,11/9/2022 13:42,98.48,3911.84,,
219,11/9/2022 13:42,99.56,4977.32,,
220,11/9/2022 13:43,99.33,4039.32,,
221,11/9/2022 13:43,100.41,6078.95,,
222,11/9/2022 13:43,100.41,4161.09,,
223,11/9/2022 13:44,99.25,2736,,
224,11/9/2022 13:44,99.18,3736.8,,
225,11/9/2022 13:44,99.18,4197.24,,
226,11/9/2022 13:45,99.02,3369.59,,
227,11/9/2022 13:45,98.1,2952.91,,
228,11/9/2022 13:45,98.87,7266.2,,
229,11/9/2022 13:46,99.1,4107.81,,
230,11/9/2022 13:46,99.87,6703.02,,
231,11/9/2022 13:46,100.03,4039.32,,
232,11/9/2022 13:47,100.18,4180.11,,
233,11/9/2022 13:47,99.72,4079.27,,
234,11/9/2022 13:47,99.25,2879.65,,
235,11/9/2022 13:48,98.33,3630.25,,
236,11/9/2022 13:48,98.56,3416.2,,
