Plot Title: 20937885,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20937885, SEN S/N: 20937885)","Intensity, lum/ft² (LGR S/N: 20937885, SEN S/N: 20937885)",Stopped (LGR S/N: 20937885),End Of File (LGR S/N: 20937885)
1,11/09/22 12:30:00 PM,86.28,252.1,,
2,11/09/22 12:30:20 PM,86.13,197.76,,
3,11/09/22 12:30:40 PM,85.97,250.2,,
4,11/09/22 12:31:00 PM,85.9,466.39,,
5,11/09/22 12:31:20 PM,85.66,355.44,,
6,11/09/22 12:31:40 PM,85.43,309.66,,
7,11/09/22 12:32:00 PM,85.2,280.28,,
8,11/09/22 12:32:20 PM,85.12,263.4,,
9,11/09/22 12:32:40 PM,85.05,273.39,,
10,11/09/22 12:33:00 PM,84.81,294.43,,
11,11/09/22 12:33:20 PM,84.66,271.36,,
12,11/09/22 12:33:40 PM,84.51,272.32,,
13,11/09/22 12:34:00 PM,84.27,320.6,,
14,11/09/22 12:34:20 PM,84.12,315.36,,
15,11/09/22 12:34:40 PM,84.35,916.36,,
16,11/09/22 12:35:00 PM,85.9,5995.24,,
17,11/09/22 12:35:20 PM,86.82,5898.2,,
18,11/09/22 12:35:40 PM,86.13,712.07,,
19,11/09/22 12:36:00 PM,86.05,179.56,,
20,11/09/22 12:36:20 PM,85.9,366.73,,
21,11/09/22 12:36:40 PM,85.9,526.79,,
22,11/09/22 12:37:00 PM,85.82,229.68,,
23,11/09/22 12:37:20 PM,85.82,1012.68,,
24,11/09/22 12:37:40 PM,86.05,968.21,,
25,11/09/22 12:38:00 PM,86.13,988.9,,
26,11/09/22 12:38:20 PM,86.28,908.99,,
27,11/09/22 12:38:40 PM,86.28,961.55,,
28,11/09/22 12:39:00 PM,86.28,923.73,,
29,11/09/22 12:39:20 PM,86.28,1043.6,,
30,11/09/22 12:39:40 PM,86.2,1175.36,,
31,11/09/22 12:40:00 PM,86.44,1151.1,,
32,11/09/22 12:40:20 PM,86.74,1285.71,,
33,11/09/22 12:40:40 PM,87.13,1322.81,,
34,11/09/22 12:41:00 PM,87.44,1318.53,,
35,11/09/22 12:41:20 PM,87.9,1108.77,,
36,11/09/22 12:41:40 PM,88.29,1108.77,,
37,11/09/22 12:42:00 PM,88.68,1277.63,,
38,11/09/22 12:42:20 PM,89.06,820.99,,
39,11/09/22 12:42:40 PM,89.14,5940.06,,
40,11/09/22 12:43:00 PM,89.91,1328.05,,
41,11/09/22 12:43:20 PM,89.45,264.82,,
42,11/09/22 12:43:40 PM,89.14,235.04,,
43,11/09/22 12:44:00 PM,88.91,246.27,,
44,11/09/22 12:44:20 PM,88.68,380.53,,
45,11/09/22 12:44:40 PM,89.06,2227.05,,
46,11/09/22 12:45:00 PM,89.06,630.73,,
47,11/09/22 12:45:20 PM,88.91,668.07,,
48,11/09/22 12:45:40 PM,88.6,779.37,,
49,11/09/22 12:46:00 PM,89.45,3679.72,,
