Plot Title: 20983689,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20983689, SEN S/N: 20983689)","Intensity, lum/ft² (LGR S/N: 20983689, SEN S/N: 20983689)",Stopped (LGR S/N: 20983689),End Of File (LGR S/N: 20983689)
1,11/09/22 12:30:00 PM,87.29,144.66,,
2,11/09/22 12:30:20 PM,87.05,140.32,,
3,11/09/22 12:30:40 PM,86.98,152.81,,
4,11/09/22 12:31:00 PM,86.82,306.8,,
5,11/09/22 12:31:20 PM,86.74,250.91,,
6,11/09/22 12:31:40 PM,86.51,136.4,,
7,11/09/22 12:32:00 PM,86.28,129.62,,
8,11/09/22 12:32:20 PM,86.2,181.52,,
9,11/09/22 12:32:40 PM,86.13,192.17,,
10,11/09/22 12:33:00 PM,85.97,187.23,,
11,11/09/22 12:33:20 PM,85.74,136.81,,
12,11/09/22 12:33:40 PM,85.66,142.28,,
13,11/09/22 12:34:00 PM,85.51,184.44,,
14,11/09/22 12:34:20 PM,85.28,185.98,,
15,11/09/22 12:34:40 PM,85.43,756.3,,
16,11/09/22 12:35:00 PM,85.66,878.07,,
17,11/09/22 12:35:20 PM,85.9,792.93,,
18,11/09/22 12:35:40 PM,86.05,365.55,,
19,11/09/22 12:36:00 PM,85.97,302.64,,
20,11/09/22 12:36:20 PM,85.66,391.11,,
21,11/09/22 12:36:40 PM,85.51,401.7,,
22,11/09/22 12:37:00 PM,85.35,247.34,,
23,11/09/22 12:37:20 PM,85.28,408.12,,
24,11/09/22 12:37:40 PM,85.2,387.19,,
25,11/09/22 12:38:00 PM,85.2,407.52,,
26,11/09/22 12:38:20 PM,85.2,428.57,,
27,11/09/22 12:38:40 PM,85.12,380.05,,
28,11/09/22 12:39:00 PM,85.05,367.09,,
29,11/09/22 12:39:20 PM,84.89,347.95,,
30,11/09/22 12:39:40 PM,84.74,302.52,,
31,11/09/22 12:40:00 PM,84.74,334.63,,
32,11/09/22 12:40:20 PM,84.74,352.23,,
33,11/09/22 12:40:40 PM,84.81,350.68,,
34,11/09/22 12:41:00 PM,84.74,352.82,,
35,11/09/22 12:41:20 PM,84.81,344.5,,
36,11/09/22 12:41:40 PM,84.74,342.6,,
37,11/09/22 12:42:00 PM,84.81,315.6,,
38,11/09/22 12:42:20 PM,84.81,342.36,,
39,11/09/22 12:42:40 PM,85.12,736.09,,
40,11/09/22 12:43:00 PM,85.35,731.57,,
41,11/09/22 12:43:20 PM,85.28,128.9,,
42,11/09/22 12:43:40 PM,85.2,137.05,,
43,11/09/22 12:44:00 PM,85.05,113.47,,
44,11/09/22 12:44:20 PM,85.05,239.32,,
45,11/09/22 12:44:40 PM,85.35,692.09,,
46,11/09/22 12:45:00 PM,85.59,455.45,,
47,11/09/22 12:45:20 PM,85.66,434.75,,
48,11/09/22 12:45:40 PM,85.66,276.72,,
49,11/09/22 12:46:00 PM,85.59,668.54,,
50,11/09/22 12:46:20 PM,85.82,581.73,,
51,11/09/22 12:46:40 PM,85.97,613.37,,
52,11/09/22 12:47:00 PM,86.13,615.98,,
53,11/09/22 12:47:20 PM,86.28,611.7,,
54,11/09/22 12:47:40 PM,86.44,636.43,,
55,11/09/22 12:48:00 PM,86.67,640.24,,
56,11/09/22 12:48:20 PM,86.9,632.87,,
57,11/09/22 12:48:40 PM,87.13,621.93,,
58,11/09/22 12:49:00 PM,87.36,774.85,,
59,11/09/22 12:49:20 PM,87.52,623.59,,
60,11/09/22 12:49:40 PM,87.59,625.02,,
61,11/09/22 12:50:00 PM,87.75,626.21,,
62,11/09/22 12:50:20 PM,87.83,599.1,,
63,11/09/22 12:50:40 PM,87.83,608.61,,
64,11/09/22 12:51:00 PM,87.9,692.8,,
65,11/09/22 12:51:20 PM,88.06,668.54,,
66,11/09/22 12:51:40 PM,88.13,693.99,,
67,11/09/22 12:52:00 PM,88.06,496.11,,
68,11/09/22 12:52:20 PM,87.98,538.45,,
69,11/09/22 12:52:40 PM,87.83,524.65,,
70,11/09/22 12:53:00 PM,87.59,650.47,,
71,11/09/22 12:53:20 PM,87.44,609.8,,
72,11/09/22 12:53:40 PM,87.21,608.61,,
73,11/09/22 12:54:00 PM,87.05,622.17,,
74,11/09/22 12:54:20 PM,87.05,622.64,,
75,11/09/22 12:54:40 PM,87.05,627.87,,
76,11/09/22 12:55:00 PM,86.98,626.21,,
77,11/09/22 12:55:20 PM,86.9,643.81,,
78,11/09/22 12:55:40 PM,86.82,264.35,,
79,11/09/22 12:56:00 PM,86.82,460.08,,
80,11/09/22 12:56:20 PM,86.59,460.68,,
81,11/09/22 12:56:40 PM,86.44,489.93,,
82,11/09/22 12:57:00 PM,86.36,487.55,,
83,11/09/22 12:57:20 PM,86.28,498.73,,
84,11/09/22 12:57:40 PM,86.2,518.95,,
85,11/09/22 12:58:00 PM,86.13,526.79,,
86,11/09/22 12:58:20 PM,86.05,533.22,,
87,11/09/22 12:58:40 PM,85.9,550.58,,
88,11/09/22 12:59:00 PM,85.74,517.52,,
89,11/09/22 12:59:20 PM,85.74,449.86,,
90,11/09/22 12:59:40 PM,85.51,463.77,,
91,11/09/22 1:00:00 PM,85.51,500.16,,
92,11/09/22 1:00:20 PM,85.51,489.93,,
93,11/09/22 1:00:40 PM,85.35,471.86,,
94,11/09/22 1:01:00 PM,85.43,706.36,,
95,11/09/22 1:01:20 PM,85.43,723.72,,
96,11/09/22 1:01:40 PM,85.59,754.64,,
97,11/09/22 1:02:00 PM,85.59,706.83,,
98,11/09/22 1:02:20 PM,86.98,8306.95,,
99,11/09/22 1:02:40 PM,88.83,4250.51,,
100,11/09/22 1:03:00 PM,89.6,1018.87,,
101,11/09/22 1:03:20 PM,88.52,1742.82,,
102,11/09/22 1:03:40 PM,89.06,3130.8,,
103,11/09/22 1:04:00 PM,88.75,724.91,,
104,11/09/22 1:04:20 PM,88.44,1588.71,,
105,11/09/22 1:04:40 PM,88.98,2053.91,,
106,11/09/22 1:05:00 PM,89.37,2474.39,,
107,11/09/22 1:05:20 PM,89.91,2399.24,,
108,11/09/22 1:05:40 PM,90.22,2257.49,,
109,11/09/22 1:06:00 PM,90.22,2013.95,,
110,11/09/22 1:06:20 PM,90.45,1948.31,,
111,11/09/22 1:06:40 PM,90.53,1635.8,,
112,11/09/22 1:07:00 PM,90.76,1987.31,,
113,11/09/22 1:07:20 PM,90.68,1403.2,,
114,11/09/22 1:07:40 PM,90.61,1414.62,,
115,11/09/22 1:08:00 PM,90.53,1469.32,,
116,11/09/22 1:08:20 PM,90.76,1908.35,,
117,11/09/22 1:08:40 PM,90.84,1920.72,,
118,11/09/22 1:09:00 PM,90.99,2035.83,,
