Plot Title: 21407816,,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 21407816, SEN S/N: 21407816)","Intensity, lum/ft² (LGR S/N: 21407816, SEN S/N: 21407816)",Stopped (LGR S/N: 21407816),End Of File (LGR S/N: 21407816)
1,11/9/2022 12:30,84.58,65.23,,
2,11/9/2022 12:30,84.58,31.87,,
3,11/9/2022 12:30,84.74,103.28,,
4,11/9/2022 12:31,84.89,156.31,,
5,11/9/2022 12:31,84.81,139.84,,
6,11/9/2022 12:31,85.05,138.6,,
7,11/9/2022 12:32,84.97,125.69,,
8,11/9/2022 12:32,84.97,124.44,,
9,11/9/2022 12:32,85.12,136.34,,
10,11/9/2022 12:33,85.12,141.63,,
11,11/9/2022 12:33,85.05,126.35,,
12,11/9/2022 12:33,85.05,128.55,,
13,11/9/2022 12:34,84.97,151.26,,
14,11/9/2022 12:34,84.97,138.54,,
15,11/9/2022 12:34,85.05,256.14,,
16,11/9/2022 12:35,85.28,248.41,,
17,11/9/2022 12:35,85.35,246.99,,
18,11/9/2022 12:35,85.51,243,,
19,11/9/2022 12:36,85.43,48.41,,
20,11/9/2022 12:36,85.28,36.63,,
21,11/9/2022 12:36,85.2,34.46,,
22,11/9/2022 12:37,85.35,114.28,,
23,11/9/2022 12:37,85.66,593.15,,
24,11/9/2022 12:37,85.97,611.46,,
25,11/9/2022 12:38,86.36,769.14,,
26,11/9/2022 12:38,86.36,212.26,,
27,11/9/2022 12:38,86.44,464.84,,
28,11/9/2022 12:39,86.59,341.76,,
29,11/9/2022 12:39,86.67,630.96,,
30,11/9/2022 12:39,86.82,385.76,,
31,11/9/2022 12:40,86.98,584.59,,
32,11/9/2022 12:40,87.13,269.22,,
33,11/9/2022 12:40,87.21,272.67,,
34,11/9/2022 12:41,87.36,299.67,,
35,11/9/2022 12:41,87.52,273.15,,
36,11/9/2022 12:41,87.44,274.46,,
37,11/9/2022 12:42,87.44,272.32,,
38,11/9/2022 12:42,87.59,278.14,,
39,11/9/2022 12:42,87.59,281.59,,
40,11/9/2022 12:43,87.59,326.54,,
41,11/9/2022 12:43,87.44,144.96,,
42,11/9/2022 12:43,87.29,92.1,,
43,11/9/2022 12:44,87.29,93.59,,
44,11/9/2022 12:44,87.36,171.48,,
45,11/9/2022 12:44,87.59,285.28,,
46,11/9/2022 12:45,87.75,288.25,,
47,11/9/2022 12:45,87.75,282.66,,
48,11/9/2022 12:45,87.59,281.12,,
49,11/9/2022 12:46,87.52,288.37,,
50,11/9/2022 12:46,87.44,287.66,,
51,11/9/2022 12:46,87.36,280.76,,
52,11/9/2022 12:47,87.13,287.18,,
53,11/9/2022 12:47,87.05,274.46,,
54,11/9/2022 12:47,86.9,265.18,,
55,11/9/2022 12:48,86.82,264.47,,
56,11/9/2022 12:48,86.9,265.78,,
57,11/9/2022 12:48,86.74,264.23,,
58,11/9/2022 12:49,86.67,268.51,,
59,11/9/2022 12:49,86.67,263.4,,
60,11/9/2022 12:49,86.67,261.85,,
61,11/9/2022 12:50,86.59,262.8,,
62,11/9/2022 12:50,86.51,271.13,,
63,11/9/2022 12:50,86.36,261.73,,
64,11/9/2022 12:51,86.36,270.29,,
65,11/9/2022 12:51,86.28,272.55,,
66,11/9/2022 12:51,86.28,280.76,,
67,11/9/2022 12:52,86.36,290.39,,
68,11/9/2022 12:52,86.36,290.87,,
69,11/9/2022 12:52,86.44,290.99,,
70,11/9/2022 12:53,86.36,287.3,,
71,11/9/2022 12:53,86.36,273.03,,
72,11/9/2022 12:53,86.28,271.6,,
73,11/9/2022 12:54,86.2,268.87,,
74,11/9/2022 12:54,86.13,262.8,,
75,11/9/2022 12:54,86.05,259.83,,
76,11/9/2022 12:55,85.97,261.26,,
77,11/9/2022 12:55,85.97,258.64,,
78,11/9/2022 12:55,85.9,268.75,,
79,11/9/2022 12:56,85.82,371.85,,
80,11/9/2022 12:56,86.05,527.27,,
81,11/9/2022 12:56,86.2,663.07,,
82,11/9/2022 12:57,86.2,160.48,,
83,11/9/2022 12:57,86.13,169.63,,
84,11/9/2022 12:57,86.28,715.63,,
85,11/9/2022 12:58,86.59,605.28,,
86,11/9/2022 12:58,86.59,255.07,,
87,11/9/2022 12:58,86.67,201.09,,
88,11/9/2022 12:59,86.98,666.64,,
89,11/9/2022 12:59,87.13,359.48,,
90,11/9/2022 12:59,87.21,295.39,,
91,11/9/2022 13:00,87.52,711.35,,
92,11/9/2022 13:00,87.83,661.88,,
93,11/9/2022 13:00,87.98,527.27,,
94,11/9/2022 13:01,87.9,109.7,,
95,11/9/2022 13:01,87.67,95.76,,
96,11/9/2022 13:01,87.83,283.85,,
97,11/9/2022 13:02,87.83,415.61,,
98,11/9/2022 13:02,88.06,733.23,,
99,11/9/2022 13:02,87.98,216.49,,
100,11/9/2022 13:03,87.98,726.33,,
101,11/9/2022 13:03,88.13,291.22,,
102,11/9/2022 13:03,88.06,244.37,,
103,11/9/2022 13:04,88.37,1434.12,,
104,11/9/2022 13:04,89.29,1097.83,,
105,11/9/2022 13:04,89.14,835.97,,
106,11/9/2022 13:05,88.6,669.26,,
107,11/9/2022 13:05,88.21,571.74,,
108,11/9/2022 13:05,88.21,1132.55,,
109,11/9/2022 13:06,88.13,1358.49,,
110,11/9/2022 13:06,88.29,1335.18,,
111,11/9/2022 13:06,88.13,586.49,,
112,11/9/2022 13:07,87.98,1239.57,,
