"Plot Title: 20937885"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20937885, SEN S/N: 20937885)","Intensity, lum/ft² (LGR S/N: 20937885, SEN S/N: 20937885)","Stopped (LGR S/N: 20937885)","End Of File (LGR S/N: 20937885)"
1,10/01/22 07:30:00 AM,73.77,481.96,,
2,10/01/22 07:30:20 AM,74.00,453.31,,
3,10/01/22 07:30:40 AM,73.93,429.76,,
4,10/01/22 07:31:00 AM,74.16,471.02,,
5,10/01/22 07:31:20 AM,74.16,351.16,,
6,10/01/22 07:31:40 AM,74.00,130.21,,
7,10/01/22 07:32:00 AM,73.93,132.06,,
8,10/01/22 07:32:20 AM,73.62,135.56,,
9,10/01/22 07:32:40 AM,73.62,140.56,,
10,10/01/22 07:33:00 AM,73.46,146.56,,
11,10/01/22 07:33:20 AM,73.39,151.74,,
12,10/01/22 07:33:40 AM,73.23,154.05,,
13,10/01/22 07:34:00 AM,73.15,158.04,,
14,10/01/22 07:34:20 AM,73.15,162.44,,
15,10/01/22 07:34:40 AM,73.15,165.95,,
16,10/01/22 07:35:00 AM,73.00,173.32,,
17,10/01/22 07:35:20 AM,73.00,169.75,,
18,10/01/22 07:35:40 AM,72.92,181.52,,
19,10/01/22 07:36:00 AM,72.84,179.74,,
20,10/01/22 07:36:20 AM,72.77,184.14,,
21,10/01/22 07:36:40 AM,72.84,192.70,,
22,10/01/22 07:37:00 AM,72.69,189.19,,
23,10/01/22 07:37:20 AM,72.61,198.23,,
24,10/01/22 07:37:40 AM,72.61,206.79,,
25,10/01/22 07:38:00 AM,72.54,198.53,,
26,10/01/22 07:38:20 AM,72.46,208.46,,
27,10/01/22 07:38:40 AM,72.46,217.91,,
28,10/01/22 07:39:00 AM,72.46,220.83,,
29,10/01/22 07:39:20 AM,72.46,227.84,,
30,10/01/22 07:39:40 AM,72.38,231.05,,
31,10/01/22 07:40:00 AM,72.38,252.70,,
32,10/01/22 07:40:20 AM,72.46,270.53,,
33,10/01/22 07:40:40 AM,72.38,278.26,,
34,10/01/22 07:41:00 AM,72.46,254.24,,
35,10/01/22 07:41:20 AM,72.54,274.81,,
36,10/01/22 07:41:40 AM,72.46,305.61,,
37,10/01/22 07:42:00 AM,72.54,281.12,,
38,10/01/22 07:42:20 AM,72.46,284.33,,
39,10/01/22 07:42:40 AM,72.61,296.46,,
40,10/01/22 07:43:00 AM,72.61,302.88,,
41,10/01/22 07:43:20 AM,72.61,301.69,,
42,10/01/22 07:43:40 AM,72.61,303.47,,
43,10/01/22 07:44:00 AM,72.61,321.19,,
44,10/01/22 07:44:20 AM,72.69,348.42,,
45,10/01/22 07:44:40 AM,72.69,326.07,,
46,10/01/22 07:45:00 AM,72.77,340.22,,
47,10/01/22 07:45:20 AM,72.77,260.07,,
48,10/01/22 07:45:40 AM,72.77,365.19,,
49,10/01/22 07:46:00 AM,72.84,348.78,,
50,10/01/22 07:46:20 AM,73.00,409.54,,
51,10/01/22 07:46:40 AM,73.00,345.09,,
52,10/01/22 07:47:00 AM,73.31,827.18,,
53,10/01/22 07:47:20 AM,73.23,293.84,,
54,10/01/22 07:47:40 AM,73.08,278.86,,
55,10/01/22 07:48:00 AM,73.15,404.67,,
56,10/01/22 07:48:20 AM,73.15,326.78,,
57,10/01/22 07:48:40 AM,73.08,317.86,,
58,10/01/22 07:49:00 AM,73.39,307.52,,
59,10/01/22 07:49:20 AM,73.23,334.63,,
60,10/01/22 07:49:40 AM,73.23,318.81,,
61,10/01/22 07:50:00 AM,73.08,279.69,,
62,10/01/22 07:50:20 AM,73.23,346.88,,
63,10/01/22 07:50:40 AM,73.15,339.50,,
64,10/01/22 07:51:00 AM,73.15,351.51,,
65,10/01/22 07:51:20 AM,73.15,322.14,,
66,10/01/22 07:51:40 AM,73.15,348.78,,
67,10/01/22 07:52:00 AM,73.15,364.36,,
68,10/01/22 07:52:20 AM,73.08,357.34,,
69,10/01/22 07:52:40 AM,73.15,365.55,,
70,10/01/22 07:53:00 AM,73.15,413.59,,
71,10/01/22 07:53:20 AM,73.31,453.54,,
72,10/01/22 07:53:40 AM,73.31,421.79,,
73,10/01/22 07:54:00 AM,73.39,429.76,,
74,10/01/22 07:54:20 AM,73.39,428.21,,
75,10/01/22 07:54:40 AM,73.39,437.73,,
76,10/01/22 07:55:00 AM,73.39,457.59,,
77,10/01/22 07:55:20 AM,73.46,422.15,,
78,10/01/22 07:55:40 AM,73.46,426.67,,
79,10/01/22 07:56:00 AM,73.69,830.74,,
80,10/01/22 07:56:20 AM,74.00,600.76,,
81,10/01/22 07:56:40 AM,74.23,486.01,,
82,10/01/22 07:57:00 AM,74.85,1394.16,,
83,10/01/22 07:57:20 AM,74.85,897.34,,
84,10/01/22 07:57:40 AM,75.16,610.27,,
85,10/01/22 07:58:00 AM,75.08,660.69,,
86,10/01/22 07:58:20 AM,75.55,1026.95,,
87,10/01/22 07:58:40 AM,76.09,3585.54,,
88,10/01/22 07:59:00 AM,76.47,2898.68,,
89,10/01/22 07:59:20 AM,77.09,1886.00,,
90,10/01/22 07:59:40 AM,76.55,344.50,,
91,10/01/22 08:00:00 AM,76.24,257.21,,
92,10/01/22 08:00:20 AM,76.32,1693.83,,
93,10/01/22 08:00:40 AM,76.47,1091.17,,
94,10/01/22 08:01:00 AM,76.63,988.42,,
95,10/01/22 08:01:20 AM,77.32,3087.04,,
96,10/01/22 08:01:40 AM,78.17,3479.94,,
97,10/01/22 08:02:00 AM,79.10,3514.19,,
98,10/01/22 08:02:20 AM,79.25,3137.46,,
99,10/01/22 08:02:40 AM,79.49,2860.63,,
100,10/01/22 08:03:00 AM,79.95,2677.02,,
101,10/01/22 08:03:20 AM,79.72,594.81,,
102,10/01/22 08:03:40 AM,80.18,3009.99,,
103,10/01/22 08:04:00 AM,80.95,3900.42,,
104,10/01/22 08:04:20 AM,81.34,4539.71,,
105,10/01/22 08:04:40 AM,81.26,3581.73,,
106,10/01/22 08:05:00 AM,81.88,4307.59,,
107,10/01/22 08:05:20 AM,81.88,643.57,,
108,10/01/22 08:05:40 AM,81.96,4035.51,,
109,10/01/22 08:06:00 AM,82.73,2844.46,,
110,10/01/22 08:06:20 AM,82.34,2531.47,,
111,10/01/22 08:06:40 AM,82.42,561.99,,
112,10/01/22 08:07:00 AM,82.27,2209.92,,
113,10/01/22 08:07:20 AM,82.50,4573.96,,
114,10/01/22 08:07:40 AM,82.81,1168.70,,
115,10/01/22 08:08:00 AM,81.88,720.63,,
116,10/01/22 08:08:20 AM,82.88,4817.50,,
117,10/01/22 08:08:40 AM,82.73,3137.46,,
118,10/01/22 08:09:00 AM,83.27,1836.53,,
119,10/01/22 08:09:20 AM,83.58,4313.30,,
120,10/01/22 08:09:40 AM,83.66,3743.46,,
121,10/01/22 08:10:00 AM,84.04,1178.69,,
122,10/01/22 08:10:20 AM,83.04,627.87,,
123,10/01/22 08:10:40 AM,82.42,863.80,,
124,10/01/22 08:11:00 AM,81.88,548.20,,
125,10/01/22 08:11:20 AM,81.26,573.89,,
126,10/01/22 08:11:40 AM,81.18,961.07,,
127,10/01/22 08:12:00 AM,80.57,159.23,,
128,10/01/22 08:12:20 AM,80.03,3125.10,,
129,10/01/22 08:12:40 AM,79.49,1676.23,,
130,10/01/22 08:13:00 AM,79.72,3013.79,,
131,10/01/22 08:13:20 AM,79.33,773.90,,
132,10/01/22 08:13:40 AM,79.79,5207.54,,
133,10/01/22 08:14:00 AM,80.34,4591.08,,
134,10/01/22 08:14:20 AM,79.02,927.30,,
135,10/01/22 08:14:40 AM,78.25,643.09,,
136,10/01/22 08:15:00 AM,77.63,814.33,,
137,10/01/22 08:15:20 AM,77.17,1365.15,,
138,10/01/22 08:15:40 AM,78.25,3257.33,,
139,10/01/22 08:16:00 AM,77.86,1425.56,,
140,10/01/22 08:16:20 AM,78.17,3077.53,,
141,10/01/22 08:16:40 AM,78.87,5500.55,,
142,10/01/22 08:17:00 AM,79.87,5529.09,,
143,10/01/22 08:17:20 AM,80.41,5534.80,,
144,10/01/22 08:17:40 AM,80.95,5563.34,,
145,10/01/22 08:18:00 AM,81.42,5032.50,,
146,10/01/22 08:18:20 AM,81.03,1391.31,,
147,10/01/22 08:18:40 AM,80.80,1995.88,,
148,10/01/22 08:19:00 AM,80.49,2033.93,,
149,10/01/22 08:19:20 AM,80.34,2190.90,,
150,10/01/22 08:19:40 AM,80.26,1759.95,,
151,10/01/22 08:20:00 AM,80.03,1599.65,,
152,10/01/22 08:20:20 AM,80.26,3306.80,,
153,10/01/22 08:20:40 AM,79.95,1858.41,,
154,10/01/22 08:21:00 AM,80.18,1567.78,,
155,10/01/22 08:21:20 AM,80.03,3442.84,,
156,10/01/22 08:21:40 AM,79.64,1436.50,,
157,10/01/22 08:22:00 AM,80.10,3125.10,,
158,10/01/22 08:22:20 AM,79.72,2201.36,,
159,10/01/22 08:22:40 AM,80.10,1319.01,,
160,10/01/22 08:23:00 AM,80.03,2930.07,,
161,10/01/22 08:23:20 AM,79.79,1388.93,,
162,10/01/22 08:23:40 AM,79.87,2033.93,,
163,10/01/22 08:24:00 AM,80.41,4151.57,,
164,10/01/22 08:24:20 AM,79.87,834.31,,
165,10/01/22 08:24:40 AM,79.18,915.17,,
166,10/01/22 08:25:00 AM,78.71,857.14,,
167,10/01/22 08:25:20 AM,78.25,863.80,,
168,10/01/22 08:25:40 AM,78.71,935.86,,
169,10/01/22 08:26:00 AM,78.79,906.61,,
170,10/01/22 08:26:20 AM,79.72,3402.88,,
171,10/01/22 08:26:40 AM,79.25,1226.26,,
172,10/01/22 08:27:00 AM,78.33,707.31,,
173,10/01/22 08:27:20 AM,77.79,175.58,,
174,10/01/22 08:27:40 AM,77.01,212.56,,
175,10/01/22 08:28:00 AM,76.55,45.47,,
176,10/01/22 08:28:20 AM,76.17,48.40,,
177,10/01/22 08:28:40 AM,75.93,52.99,,
178,10/01/22 08:29:00 AM,75.70,121.03,,
179,10/01/22 08:29:20 AM,75.39,36.03,,
180,10/01/22 08:29:40 AM,75.32,77.86,,
181,10/01/22 08:30:00 AM,75.24,61.90,,
182,10/01/22 08:30:20 AM,75.16,109.88,,
183,10/01/22 08:30:40 AM,75.01,225.29,,
184,10/01/22 08:31:00 AM,75.01,101.85,,
185,10/01/22 08:31:20 AM,74.85,243.90,,
186,10/01/22 08:31:40 AM,74.93,368.88,,
187,10/01/22 08:32:00 AM,75.01,277.31,,
188,10/01/22 08:32:20 AM,74.93,279.21,,
189,10/01/22 08:32:40 AM,74.85,278.38,,
190,10/01/22 08:33:00 AM,74.85,233.67,,
191,10/01/22 08:33:20 AM,74.85,116.60,,
192,10/01/22 08:33:40 AM,74.78,242.23,,
193,10/01/22 08:34:00 AM,74.70,300.14,,
194,10/01/22 08:34:20 AM,74.78,279.45,,
195,10/01/22 08:34:40 AM,74.62,182.77,,
196,10/01/22 08:35:00 AM,74.62,107.98,,
197,10/01/22 08:35:20 AM,74.62,400.03,,
198,10/01/22 08:35:40 AM,74.54,288.85,,
199,10/01/22 08:36:00 AM,74.62,422.74,,
200,10/01/22 08:36:20 AM,74.70,591.01,,
201,10/01/22 08:36:40 AM,74.54,458.42,,
202,10/01/22 08:37:00 AM,74.70,405.86,,
203,10/01/22 08:37:20 AM,74.70,677.34,,
204,10/01/22 08:37:40 AM,74.62,402.17,,
205,10/01/22 08:38:00 AM,74.70,556.76,,
206,10/01/22 08:38:20 AM,74.70,518.00,,
207,10/01/22 08:38:40 AM,74.70,444.15,,
208,10/01/22 08:39:00 AM,74.62,490.88,,
209,10/01/22 08:39:20 AM,74.70,526.08,,
210,10/01/22 08:39:40 AM,74.70,561.99,,
211,10/01/22 08:40:00 AM,74.70,621.69,,
212,10/01/22 08:40:20 AM,74.78,647.38,,
213,10/01/22 08:40:40 AM,74.70,562.95,,
214,10/01/22 08:41:00 AM,74.70,574.84,,
215,10/01/22 08:41:20 AM,74.70,514.90,,
216,10/01/22 08:41:40 AM,74.70,574.84,,
217,10/01/22 08:42:00 AM,74.70,428.81,,
218,10/01/22 08:42:20 AM,74.70,532.98,,
219,10/01/22 08:42:40 AM,74.70,540.35,,
220,10/01/22 08:43:00 AM,74.70,463.06,,
221,10/01/22 08:43:20 AM,74.70,442.01,,
222,10/01/22 08:43:40 AM,74.70,557.48,,
223,10/01/22 08:44:00 AM,74.62,65.58,,
224,10/01/22 08:44:20 AM,74.54,110.32,,
225,10/01/22 08:44:40 AM,74.62,197.76,,
226,10/01/22 08:45:00 AM,74.47,93.53,,
227,10/01/22 08:45:20 AM,74.54,135.33,,
228,10/01/22 08:45:40 AM,74.47,65.40,,
229,10/01/22 08:46:00 AM,74.47,118.35,,
