"Plot Title: 21407814"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21407814, SEN S/N: 21407814)","Intensity, lum/ft² (LGR S/N: 21407814, SEN S/N: 21407814)","Stopped (LGR S/N: 21407814)","End Of File (LGR S/N: 21407814)"
1,10/01/22 07:30:00 AM,73.77,162.56,,
2,10/01/22 07:30:20 AM,73.69,124.98,,
3,10/01/22 07:30:40 AM,73.69,115.35,,
4,10/01/22 07:31:00 AM,73.62,115.65,,
5,10/01/22 07:31:20 AM,73.69,79.79,,
6,10/01/22 07:31:40 AM,73.69,154.05,,
7,10/01/22 07:32:00 AM,73.85,235.57,,
8,10/01/22 07:32:20 AM,74.16,503.96,,
9,10/01/22 07:32:40 AM,74.47,575.31,,
10,10/01/22 07:33:00 AM,74.62,576.74,,
11,10/01/22 07:33:20 AM,74.78,365.90,,
12,10/01/22 07:33:40 AM,74.93,557.48,,
13,10/01/22 07:34:00 AM,75.08,641.43,,
14,10/01/22 07:34:20 AM,75.32,584.11,,
15,10/01/22 07:34:40 AM,75.32,671.63,,
16,10/01/22 07:35:00 AM,75.55,600.05,,
17,10/01/22 07:35:20 AM,75.47,271.25,,
18,10/01/22 07:35:40 AM,75.47,264.47,,
19,10/01/22 07:36:00 AM,75.62,917.31,,
20,10/01/22 07:36:20 AM,75.55,917.31,,
21,10/01/22 07:36:40 AM,75.62,658.55,,
22,10/01/22 07:37:00 AM,75.78,302.16,,
23,10/01/22 07:37:20 AM,75.86,900.19,,
24,10/01/22 07:37:40 AM,75.62,547.01,,
25,10/01/22 07:38:00 AM,76.01,1062.63,,
26,10/01/22 07:38:20 AM,75.93,1061.20,,
27,10/01/22 07:38:40 AM,75.93,746.55,,
28,10/01/22 07:39:00 AM,76.01,912.56,,
29,10/01/22 07:39:20 AM,76.17,1016.49,,
30,10/01/22 07:39:40 AM,76.01,260.07,,
31,10/01/22 07:40:00 AM,75.78,260.90,,
32,10/01/22 07:40:20 AM,75.70,254.72,,
33,10/01/22 07:40:40 AM,75.47,229.51,,
34,10/01/22 07:41:00 AM,75.16,199.48,,
35,10/01/22 07:41:20 AM,75.01,206.73,,
36,10/01/22 07:41:40 AM,74.93,308.11,,
37,10/01/22 07:42:00 AM,74.78,205.13,,
38,10/01/22 07:42:20 AM,74.62,207.92,,
39,10/01/22 07:42:40 AM,74.62,218.03,,
