"Plot Title: 20983689"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983689, SEN S/N: 20983689)","Intensity, lum/ft² (LGR S/N: 20983689, SEN S/N: 20983689)","Button Down (LGR S/N: 20983689)","Button Up (LGR S/N: 20983689)","Host Connected (LGR S/N: 20983689)","End Of File (LGR S/N: 20983689)"
1,09/25/22 07:01:00 AM,80.41,0.17,,,,
2,09/25/22 07:01:20 AM,80.41,0.15,,,,
3,09/25/22 07:01:40 AM,80.41,0.25,,,,
4,09/25/22 07:02:00 AM,80.41,1.57,,,,
5,09/25/22 07:02:20 AM,80.34,1.55,,,,
6,09/25/22 07:02:40 AM,80.34,1.55,,,,
7,09/25/22 07:03:00 AM,80.26,1.57,,,,
8,09/25/22 07:03:20 AM,80.18,0.91,,,,
9,09/25/22 07:03:40 AM,80.18,0.97,,,,
10,09/25/22 07:04:00 AM,80.18,0.97,,,,
11,09/25/22 07:04:20 AM,80.03,1.08,,,,
12,09/25/22 07:04:40 AM,80.03,1.08,,,,
13,09/25/22 07:05:00 AM,80.03,1.18,,,,
14,09/25/22 07:05:20 AM,80.03,1.22,,,,
15,09/25/22 07:05:40 AM,80.03,1.28,,,,
16,09/25/22 07:06:00 AM,79.95,1.28,,,,
17,09/25/22 07:06:20 AM,79.95,1.26,,,,
18,09/25/22 07:06:40 AM,79.95,1.47,,,,
19,09/25/22 07:07:00 AM,79.95,1.53,,,,
20,09/25/22 07:07:20 AM,80.03,1.80,,,,
21,09/25/22 07:07:40 AM,79.95,1.88,,,,
22,09/25/22 07:08:00 AM,79.95,1.57,,,,
23,09/25/22 07:08:20 AM,79.87,1.76,,,,
24,09/25/22 07:08:40 AM,79.87,2.13,,,,
25,09/25/22 07:09:00 AM,79.72,2.52,,,,
26,09/25/22 07:09:20 AM,79.49,2.64,,,,
27,09/25/22 07:09:40 AM,79.41,2.40,,,,
28,09/25/22 07:10:00 AM,79.25,2.56,,,,
29,09/25/22 07:10:20 AM,79.18,2.80,,,,
30,09/25/22 07:10:40 AM,79.02,2.80,,,,
31,09/25/22 07:11:00 AM,78.95,3.30,,,,
32,09/25/22 07:11:20 AM,78.87,2.87,,,,
33,09/25/22 07:11:40 AM,78.71,2.64,,,,
34,09/25/22 07:12:00 AM,78.64,0.91,,,,
35,09/25/22 07:12:20 AM,78.64,1.43,,,,
36,09/25/22 07:12:40 AM,78.64,0.48,,,,
37,09/25/22 07:13:00 AM,78.48,0.12,,,,
38,09/25/22 07:13:20 AM,78.40,0.15,,,,
39,09/25/22 07:13:40 AM,78.33,1.33,,,,
40,09/25/22 07:14:00 AM,78.17,0.93,,,,
41,09/25/22 07:14:20 AM,78.17,0.77,,,,
42,09/25/22 07:14:40 AM,78.17,0.77,,,,
43,09/25/22 07:15:00 AM,78.02,0.77,,,,
44,09/25/22 07:15:20 AM,78.17,0.79,,,,
45,09/25/22 07:15:40 AM,78.10,0.79,,,,
46,09/25/22 07:16:00 AM,78.17,0.79,,,,
47,09/25/22 07:16:20 AM,78.10,0.62,,,,
48,09/25/22 07:16:40 AM,78.17,0.98,,,,
49,09/25/22 07:17:00 AM,78.17,0.98,,,,
50,09/25/22 07:17:20 AM,78.25,0.98,,,,
51,09/25/22 07:17:40 AM,78.17,0.97,,,,
52,09/25/22 07:18:00 AM,78.25,0.95,,,,
53,09/25/22 07:18:20 AM,78.25,0.95,,,,
54,09/25/22 07:18:40 AM,78.17,0.95,,,,
55,09/25/22 07:19:00 AM,78.25,0.95,,,,
56,09/25/22 07:19:20 AM,78.17,0.85,,,,
57,09/25/22 07:19:40 AM,78.25,0.85,,,,
58,09/25/22 07:20:00 AM,78.25,0.79,,,,
59,09/25/22 07:20:20 AM,78.25,0.81,,,,
60,09/25/22 07:20:40 AM,78.10,0.79,,,,
61,09/25/22 07:21:00 AM,78.17,0.81,,,,
62,09/25/22 07:21:20 AM,78.25,0.75,,,,
63,09/25/22 07:21:40 AM,78.33,0.79,,,,
64,09/25/22 07:22:00 AM,78.33,0.93,,,,
65,09/25/22 07:22:20 AM,78.33,0.97,,,,
66,09/25/22 07:22:40 AM,78.33,0.98,,,,
67,09/25/22 07:23:00 AM,78.33,1.02,,,,
68,09/25/22 07:23:20 AM,78.33,1.06,,,,
69,09/25/22 07:23:40 AM,78.33,1.10,,,,
70,09/25/22 07:24:00 AM,78.25,1.12,,,,
71,09/25/22 07:24:20 AM,78.33,0.83,,,,
72,09/25/22 07:24:40 AM,78.33,0.89,,,,
73,09/25/22 07:25:00 AM,78.25,0.93,,,,
74,09/25/22 07:25:20 AM,78.25,1.64,,,,
75,09/25/22 07:25:40 AM,78.33,1.53,,,,
76,09/25/22 07:26:00 AM,78.17,1.62,,,,
77,09/25/22 07:26:20 AM,78.17,1.68,,,,
78,09/25/22 07:26:40 AM,78.02,1.64,,,,
79,09/25/22 07:27:00 AM,77.86,1.68,,,,
80,09/25/22 07:27:20 AM,77.86,1.70,,,,
81,09/25/22 07:27:40 AM,77.71,1.68,,,,
82,09/25/22 07:28:00 AM,77.63,1.78,,,,
83,09/25/22 07:28:20 AM,77.71,1.88,,,,
84,09/25/22 07:28:40 AM,77.63,1.90,,,,
85,09/25/22 07:29:00 AM,77.56,2.09,,,,
86,09/25/22 07:29:20 AM,77.63,1.84,,,,
87,09/25/22 07:29:40 AM,77.56,2.22,,,,
88,09/25/22 07:30:00 AM,77.48,2.56,,,,
89,09/25/22 07:30:20 AM,77.48,3.11,,,,
90,09/25/22 07:30:40 AM,77.48,3.50,,,,
91,09/25/22 07:31:00 AM,77.48,3.97,,,,
92,09/25/22 07:31:20 AM,77.32,4.39,,,,
93,09/25/22 07:31:40 AM,77.40,4.55,,,,
94,09/25/22 07:32:00 AM,77.40,4.86,,,,
95,09/25/22 07:32:20 AM,77.48,5.13,,,,
96,09/25/22 07:32:40 AM,77.40,3.96,,,,
97,09/25/22 07:33:00 AM,77.40,4.86,,,,
98,09/25/22 07:33:20 AM,77.40,4.70,,,,
99,09/25/22 07:33:40 AM,77.40,5.25,,,,
100,09/25/22 07:34:00 AM,77.32,5.52,,,,
101,09/25/22 07:34:20 AM,77.32,5.75,,,,
102,09/25/22 07:34:40 AM,77.40,5.99,,,,
103,09/25/22 07:35:00 AM,77.17,6.30,,,,
104,09/25/22 07:35:20 AM,77.17,6.53,,,,
105,09/25/22 07:35:40 AM,77.17,6.91,,,,
106,09/25/22 07:36:00 AM,77.01,7.39,,,,
107,09/25/22 07:36:20 AM,77.01,6.53,,,,
108,09/25/22 07:36:40 AM,76.94,6.68,,,,
109,09/25/22 07:37:00 AM,76.78,6.92,,,,
110,09/25/22 07:37:20 AM,76.71,6.85,,,,
111,09/25/22 07:37:40 AM,76.63,7.39,,,,
112,09/25/22 07:38:00 AM,76.55,7.46,,,,
113,09/25/22 07:38:20 AM,76.47,7.62,,,,
114,09/25/22 07:38:40 AM,76.47,7.77,,,,
115,09/25/22 07:39:00 AM,76.40,7.93,,,,
116,09/25/22 07:39:20 AM,76.32,8.08,,,,
117,09/25/22 07:39:40 AM,76.32,8.09,,,,
118,09/25/22 07:40:00 AM,76.17,8.32,,,,
119,09/25/22 07:40:20 AM,76.17,8.40,,,,
120,09/25/22 07:40:40 AM,76.09,8.48,,,,
121,09/25/22 07:41:00 AM,76.01,8.63,,,,
122,09/25/22 07:41:20 AM,75.93,8.94,,,,
123,09/25/22 07:41:40 AM,76.01,9.17,,,,
124,09/25/22 07:42:00 AM,75.86,9.25,,,,
125,09/25/22 07:42:20 AM,75.86,9.88,,,,
126,09/25/22 07:42:40 AM,75.78,10.11,,,,
127,09/25/22 07:43:00 AM,75.70,9.64,,,,
128,09/25/22 07:43:20 AM,75.62,9.88,,,,
129,09/25/22 07:43:40 AM,75.62,10.11,,,,
130,09/25/22 07:44:00 AM,75.55,10.65,,,,
131,09/25/22 07:44:20 AM,75.39,11.04,,,,
132,09/25/22 07:44:40 AM,75.39,11.28,,,,
133,09/25/22 07:45:00 AM,75.32,11.66,,,,
134,09/25/22 07:45:20 AM,75.24,12.05,,,,
135,09/25/22 07:45:40 AM,75.16,12.21,,,,
136,09/25/22 07:46:00 AM,75.16,12.60,,,,
137,09/25/22 07:46:20 AM,75.08,13.07,,,,
138,09/25/22 07:46:40 AM,75.08,13.53,,,,
139,09/25/22 07:47:00 AM,75.08,13.85,,,,
140,09/25/22 07:47:20 AM,75.08,14.23,,,,
141,09/25/22 07:47:40 AM,75.01,14.86,,,,
142,09/25/22 07:48:00 AM,75.08,15.18,,,,
143,09/25/22 07:48:20 AM,75.08,15.49,,,,
144,09/25/22 07:48:40 AM,75.08,15.41,,,,
145,09/25/22 07:49:00 AM,75.08,15.49,,,,
146,09/25/22 07:49:20 AM,75.08,15.82,,,,
147,09/25/22 07:49:40 AM,75.16,16.36,,,,
148,09/25/22 07:50:00 AM,75.08,16.89,,,,
149,09/25/22 07:50:20 AM,75.16,17.36,,,,
150,09/25/22 07:50:40 AM,75.16,17.98,,,,
151,09/25/22 07:51:00 AM,75.16,18.91,,,,
152,09/25/22 07:51:20 AM,75.16,19.54,,,,
153,09/25/22 07:51:40 AM,75.08,20.39,,,,
154,09/25/22 07:52:00 AM,75.16,20.85,,,,
155,09/25/22 07:52:20 AM,75.16,21.09,,,,
156,09/25/22 07:52:40 AM,75.24,21.86,,,,
157,09/25/22 07:53:00 AM,75.24,22.19,,,,
158,09/25/22 07:53:20 AM,75.24,22.73,,,,
159,09/25/22 07:53:40 AM,75.24,23.89,,,,
160,09/25/22 07:54:00 AM,75.16,24.91,,,,
161,09/25/22 07:54:20 AM,75.16,26.15,,,,
162,09/25/22 07:54:40 AM,75.24,27.56,,,,
163,09/25/22 07:55:00 AM,75.24,29.28,,,,
164,09/25/22 07:55:20 AM,75.32,30.43,,,,
165,09/25/22 07:55:40 AM,75.32,32.08,,,,
166,09/25/22 07:56:00 AM,75.32,33.40,,,,
167,09/25/22 07:56:20 AM,75.32,35.11,,,,
168,09/25/22 07:56:40 AM,75.47,38.08,,,,
169,09/25/22 07:57:00 AM,75.47,41.25,,,,
170,09/25/22 07:57:20 AM,75.47,45.23,,,,
171,09/25/22 07:57:40 AM,75.47,48.21,,,,
172,09/25/22 07:58:00 AM,75.55,51.45,,,,
173,09/25/22 07:58:20 AM,75.62,54.11,,,,
174,09/25/22 07:58:40 AM,75.55,64.99,,,,
175,09/25/22 07:59:00 AM,75.62,72.60,,,,
176,09/25/22 07:59:20 AM,75.70,80.18,,,,
177,09/25/22 07:59:40 AM,75.62,82.50,,,,
178,09/25/22 08:00:00 AM,75.78,81.64,,,,
179,09/25/22 08:00:20 AM,75.70,79.49,,,,
180,09/25/22 08:00:40 AM,75.70,77.09,,,,
181,09/25/22 08:01:00 AM,75.70,75.39,,,,
182,09/25/22 08:01:20 AM,75.70,74.38,,,,
183,09/25/22 08:01:40 AM,75.78,73.22,,,,
184,09/25/22 08:02:00 AM,75.78,72.84,,,,
185,09/25/22 08:02:20 AM,75.78,72.75,,,,
186,09/25/22 08:02:40 AM,75.70,71.77,,,,
187,09/25/22 08:03:00 AM,75.70,70.46,,,,
188,09/25/22 08:03:20 AM,75.78,68.82,,,,
189,09/25/22 08:03:40 AM,75.78,65.05,,,,
190,09/25/22 08:04:00 AM,75.78,62.73,,,,
191,09/25/22 08:04:20 AM,75.86,60.29,,,,
192,09/25/22 08:04:40 AM,75.78,58.43,,,,
193,09/25/22 08:05:00 AM,75.86,56.98,,,,
194,09/25/22 08:05:20 AM,75.86,55.38,,,,
195,09/25/22 08:05:40 AM,75.78,54.30,,,,
196,09/25/22 08:06:00 AM,75.78,53.14,,,,
197,09/25/22 08:06:20 AM,75.86,53.07,,,,
198,09/25/22 08:06:40 AM,75.78,51.01,,,,
199,09/25/22 08:07:00 AM,75.86,49.32,,,,
200,09/25/22 08:07:20 AM,75.86,48.16,,,,
201,09/25/22 08:07:40 AM,75.86,47.63,,,,
202,09/25/22 08:08:00 AM,75.93,47.31,,,,
203,09/25/22 08:08:20 AM,75.93,47.24,,,,
204,09/25/22 08:08:40 AM,75.93,60.83,,,,
205,09/25/22 08:09:00 AM,75.93,58.67,,,,
206,09/25/22 08:09:20 AM,76.01,55.92,,,,
207,09/25/22 08:09:40 AM,76.01,55.38,,,,
208,09/25/22 08:10:00 AM,76.01,55.46,,,,
209,09/25/22 08:10:20 AM,76.09,56.47,,,,
210,09/25/22 08:10:40 AM,76.17,54.69,,,,
211,09/25/22 08:11:00 AM,76.17,55.07,,,,
212,09/25/22 08:11:20 AM,76.17,57.36,,,,
213,09/25/22 08:11:40 AM,76.17,60.14,,,,
214,09/25/22 08:12:00 AM,76.24,61.36,,,,
215,09/25/22 08:12:20 AM,76.24,61.12,,,,
216,09/25/22 08:12:40 AM,76.24,60.68,,,,
217,09/25/22 08:13:00 AM,76.24,59.67,,,,
218,09/25/22 08:13:20 AM,76.24,57.36,,,,
219,09/25/22 08:13:40 AM,76.24,55.77,,,,
220,09/25/22 08:14:00 AM,76.24,55.15,,,,
221,09/25/22 08:14:20 AM,76.32,55.38,,,,
222,09/25/22 08:14:40 AM,76.32,57.27,,,,
223,09/25/22 08:15:00 AM,76.32,58.79,,,,
224,09/25/22 08:15:20 AM,76.32,58.91,,,,
225,09/25/22 08:15:40 AM,76.32,59.06,,,,
226,09/25/22 08:16:00 AM,76.40,58.52,,,,
227,09/25/22 08:16:20 AM,76.40,57.32,,,,
228,09/25/22 08:16:40 AM,76.40,55.31,,,,
229,09/25/22 08:17:00 AM,76.47,53.84,,,,
230,09/25/22 08:17:20 AM,76.40,53.07,,,,
231,09/25/22 08:17:40 AM,76.40,52.53,,,,
232,09/25/22 08:18:00 AM,76.40,53.91,,,,
233,09/25/22 08:18:20 AM,76.40,57.66,,,,
234,09/25/22 08:18:40 AM,76.40,62.37,,,,
235,09/25/22 08:19:00 AM,76.47,66.41,,,,
236,09/25/22 08:19:20 AM,76.40,68.44,,,,
237,09/25/22 08:19:40 AM,76.40,70.13,,,,
238,09/25/22 08:20:00 AM,76.47,72.54,,,,
239,09/25/22 08:20:20 AM,76.55,74.23,,,,
240,09/25/22 08:20:40 AM,76.47,75.24,,,,
241,09/25/22 08:21:00 AM,76.47,76.17,,,,
242,09/25/22 08:21:20 AM,76.47,76.85,,,,
243,09/25/22 08:21:40 AM,76.55,78.16,,,,
244,09/25/22 08:22:00 AM,76.47,78.87,,,,
245,09/25/22 08:22:20 AM,76.40,79.88,,,,
246,09/25/22 08:22:40 AM,76.55,82.35,,,,
247,09/25/22 08:23:00 AM,76.47,80.09,,,,
248,09/25/22 08:23:20 AM,76.55,80.59,,,,
249,09/25/22 08:23:40 AM,76.55,82.26,,,,
250,09/25/22 08:24:00 AM,76.55,83.03,,,,
251,09/25/22 08:24:20 AM,76.63,85.20,,,,
252,09/25/22 08:24:40 AM,76.63,133.60,,,,
253,09/25/22 08:25:00 AM,76.63,442.48,,,,
254,09/25/22 08:25:20 AM,76.63,156.85,,,,
255,09/25/22 08:25:40 AM,76.71,127.60,,,,
256,09/25/22 08:26:00 AM,76.71,111.54,,,,
257,09/25/22 08:26:20 AM,76.63,106.82,,,,
258,09/25/22 08:26:40 AM,76.63,102.59,,,,
259,09/25/22 08:27:00 AM,76.71,99.26,,,,
260,09/25/22 08:27:20 AM,76.63,98.40,,,,
261,09/25/22 08:27:40 AM,76.63,97.09,,,,
262,09/25/22 08:28:00 AM,76.63,91.77,,,,
263,09/25/22 08:28:20 AM,76.63,90.38,,,,
264,09/25/22 08:28:40 AM,76.63,92.55,,,,
265,09/25/22 08:29:00 AM,76.63,94.54,,,,
266,09/25/22 08:29:20 AM,76.63,94.00,,,,
267,09/25/22 08:29:40 AM,76.63,94.33,,,,
268,09/25/22 08:30:00 AM,76.55,96.56,,,,
