"Plot Title: 20983771"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983771, SEN S/N: 20983771)","Intensity, lum/ft² (LGR S/N: 20983771, SEN S/N: 20983771)","Stopped (LGR S/N: 20983771)","End Of File (LGR S/N: 20983771)"
1,07/14/22 02:00:00 PM,90.53,503.73,,
2,07/14/22 02:00:10 PM,90.76,505.15,,
3,07/14/22 02:00:20 PM,90.84,506.34,,
4,07/14/22 02:00:30 PM,90.99,507.77,,
5,07/14/22 02:00:40 PM,91.15,509.43,,
6,07/14/22 02:00:50 PM,91.38,506.34,,
7,07/14/22 02:01:00 PM,91.38,535.83,,
8,07/14/22 02:01:10 PM,91.69,548.44,,
9,07/14/22 02:01:20 PM,91.84,462.82,,
10,07/14/22 02:01:30 PM,91.84,277.55,,
11,07/14/22 02:01:40 PM,92.00,537.50,,
12,07/14/22 02:01:50 PM,92.15,472.45,,
13,07/14/22 02:02:00 PM,92.07,446.88,,
14,07/14/22 02:02:10 PM,92.23,542.73,,
15,07/14/22 02:02:20 PM,92.38,555.33,,
16,07/14/22 02:02:30 PM,92.61,550.58,,
17,07/14/22 02:02:40 PM,92.69,530.60,,
18,07/14/22 02:02:50 PM,92.84,390.64,,
19,07/14/22 02:03:00 PM,92.77,394.32,,
20,07/14/22 02:03:10 PM,92.92,393.37,,
21,07/14/22 02:03:20 PM,93.00,391.59,,
22,07/14/22 02:03:30 PM,93.08,393.97,,
23,07/14/22 02:03:40 PM,93.23,394.32,,
24,07/14/22 02:03:50 PM,93.31,394.32,,
25,07/14/22 02:04:00 PM,93.46,394.32,,
26,07/14/22 02:04:10 PM,93.54,394.32,,
27,07/14/22 02:04:20 PM,93.62,394.92,,
28,07/14/22 02:04:30 PM,93.77,393.97,,
29,07/14/22 02:04:40 PM,93.85,394.32,,
30,07/14/22 02:04:50 PM,93.93,410.50,,
31,07/14/22 02:05:00 PM,93.93,513.95,,
32,07/14/22 02:05:10 PM,94.08,584.11,,
33,07/14/22 02:05:20 PM,94.23,568.18,,
34,07/14/22 02:05:30 PM,94.39,533.69,,
35,07/14/22 02:05:40 PM,94.39,483.27,,
36,07/14/22 02:05:50 PM,94.47,494.21,,
37,07/14/22 02:06:00 PM,94.54,495.16,,
38,07/14/22 02:06:10 PM,94.78,518.47,,
39,07/14/22 02:06:20 PM,94.78,514.19,,
40,07/14/22 02:06:30 PM,94.85,507.29,,
41,07/14/22 02:06:40 PM,94.93,495.88,,
42,07/14/22 02:06:50 PM,95.08,491.12,,
43,07/14/22 02:07:00 PM,95.08,499.21,,
