"Plot Title: 20983768"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20983768, SEN S/N: 20983768)","Intensity, lum/ft² (LGR S/N: 20983768, SEN S/N: 20983768)","Stopped (LGR S/N: 20983768)","End Of File (LGR S/N: 20983768)"
1,07/14/22 02:00:00 PM,85.90,30.93,,
2,07/14/22 02:00:10 PM,86.05,31.01,,
3,07/14/22 02:00:20 PM,86.05,31.65,,
4,07/14/22 02:00:30 PM,86.13,31.96,,
5,07/14/22 02:00:40 PM,86.28,31.96,,
6,07/14/22 02:00:50 PM,86.44,31.81,,
7,07/14/22 02:01:00 PM,86.44,37.21,,
8,07/14/22 02:01:10 PM,86.51,37.61,,
9,07/14/22 02:01:20 PM,86.67,19.86,,
10,07/14/22 02:01:30 PM,86.74,87.14,,
11,07/14/22 02:01:40 PM,86.90,40.07,,
12,07/14/22 02:01:50 PM,86.98,35.91,,
13,07/14/22 02:02:00 PM,87.05,29.07,,
14,07/14/22 02:02:10 PM,87.05,32.45,,
15,07/14/22 02:02:20 PM,87.29,33.07,,
16,07/14/22 02:02:30 PM,87.36,32.76,,
17,07/14/22 02:02:40 PM,87.36,32.14,,
18,07/14/22 02:02:50 PM,87.52,25.11,,
19,07/14/22 02:03:00 PM,87.67,25.27,,
20,07/14/22 02:03:10 PM,87.67,25.20,,
21,07/14/22 02:03:20 PM,87.75,25.20,,
22,07/14/22 02:03:30 PM,87.75,25.35,,
23,07/14/22 02:03:40 PM,87.83,25.35,,
24,07/14/22 02:03:50 PM,87.90,25.35,,
25,07/14/22 02:04:00 PM,87.98,25.27,,
26,07/14/22 02:04:10 PM,88.06,25.27,,
27,07/14/22 02:04:20 PM,88.06,25.49,,
28,07/14/22 02:04:30 PM,88.13,25.27,,
29,07/14/22 02:04:40 PM,88.21,25.20,,
30,07/14/22 02:04:50 PM,88.29,24.47,,
31,07/14/22 02:05:00 PM,88.37,22.36,,
32,07/14/22 02:05:10 PM,88.44,29.69,,
33,07/14/22 02:05:20 PM,88.52,29.39,,
34,07/14/22 02:05:30 PM,88.52,28.06,,
35,07/14/22 02:05:40 PM,88.52,27.62,,
36,07/14/22 02:05:50 PM,88.60,30.10,,
37,07/14/22 02:06:00 PM,88.75,30.34,,
38,07/14/22 02:06:10 PM,88.75,31.42,,
39,07/14/22 02:06:20 PM,88.75,31.42,,
40,07/14/22 02:06:30 PM,88.83,31.50,,
41,07/14/22 02:06:40 PM,88.91,30.56,,
42,07/14/22 02:06:50 PM,88.98,30.41,,
43,07/14/22 02:07:00 PM,88.98,30.72,,
44,07/14/22 02:07:10 PM,89.06,31.33,,
45,07/14/22 02:07:20 PM,89.14,31.42,,
46,07/14/22 02:07:30 PM,89.22,31.50,,
47,07/14/22 02:07:40 PM,89.29,30.56,,
48,07/14/22 02:07:50 PM,89.29,33.94,,
49,07/14/22 02:08:00 PM,89.37,34.10,,
50,07/14/22 02:08:10 PM,89.45,33.94,,
51,07/14/22 02:08:20 PM,89.52,36.03,,
52,07/14/22 02:08:30 PM,89.60,38.94,,
53,07/14/22 02:08:40 PM,89.68,40.65,,
