"Plot Title: 21407817"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21407817, SEN S/N: 21407817)","Intensity, lum/ft² (LGR S/N: 21407817, SEN S/N: 21407817)","Stopped (LGR S/N: 21407817)","End Of File (LGR S/N: 21407817)"
1,07/14/22 02:00:00 PM,91.22,745.60,,
2,07/14/22 02:00:10 PM,91.45,747.03,,
3,07/14/22 02:00:20 PM,91.61,746.31,,
4,07/14/22 02:00:30 PM,91.76,748.93,,
5,07/14/22 02:00:40 PM,92.00,750.12,,
6,07/14/22 02:00:50 PM,92.23,945.38,,
7,07/14/22 02:01:00 PM,92.46,914.46,,
8,07/14/22 02:01:10 PM,92.61,946.09,,
9,07/14/22 02:01:20 PM,92.84,1152.53,,
10,07/14/22 02:01:30 PM,93.08,340.57,,
11,07/14/22 02:01:40 PM,93.00,411.33,,
12,07/14/22 02:01:50 PM,93.08,458.18,,
13,07/14/22 02:02:00 PM,93.15,623.12,,
14,07/14/22 02:02:10 PM,93.15,634.53,,
15,07/14/22 02:02:20 PM,93.23,638.34,,
16,07/14/22 02:02:30 PM,93.39,629.78,,
17,07/14/22 02:02:40 PM,93.46,629.30,,
18,07/14/22 02:02:50 PM,93.54,522.51,,
19,07/14/22 02:03:00 PM,93.69,522.99,,
20,07/14/22 02:03:10 PM,93.77,526.56,,
21,07/14/22 02:03:20 PM,93.77,523.94,,
22,07/14/22 02:03:30 PM,93.85,527.98,,
23,07/14/22 02:03:40 PM,93.93,526.32,,
24,07/14/22 02:03:50 PM,94.08,527.51,,
25,07/14/22 02:04:00 PM,94.16,527.27,,
26,07/14/22 02:04:10 PM,94.16,527.27,,
27,07/14/22 02:04:20 PM,94.23,527.03,,
28,07/14/22 02:04:30 PM,94.39,528.46,,
29,07/14/22 02:04:40 PM,94.47,527.98,,
30,07/14/22 02:04:50 PM,94.62,926.11,,
31,07/14/22 02:05:00 PM,94.62,862.61,,
32,07/14/22 02:05:10 PM,94.85,829.79,,
33,07/14/22 02:05:20 PM,95.08,820.04,,
34,07/14/22 02:05:30 PM,95.08,813.62,,
35,07/14/22 02:05:40 PM,95.24,470.07,,
36,07/14/22 02:05:50 PM,95.24,462.70,,
37,07/14/22 02:06:00 PM,95.24,461.75,,
38,07/14/22 02:06:10 PM,95.32,465.55,,
39,07/14/22 02:06:20 PM,95.32,465.32,,
40,07/14/22 02:06:30 PM,95.47,465.32,,
41,07/14/22 02:06:40 PM,95.47,463.06,,
42,07/14/22 02:06:50 PM,95.47,462.34,,
43,07/14/22 02:07:00 PM,95.55,463.06,,
44,07/14/22 02:07:10 PM,95.55,464.60,,
45,07/14/22 02:07:20 PM,95.62,464.25,,
46,07/14/22 02:07:30 PM,95.70,464.96,,
47,07/14/22 02:07:40 PM,95.86,533.93,,
48,07/14/22 02:07:50 PM,95.86,540.83,,
49,07/14/22 02:08:00 PM,95.93,538.92,,
50,07/14/22 02:08:10 PM,96.01,531.08,,
51,07/14/22 02:08:20 PM,96.09,557.00,,
52,07/14/22 02:08:30 PM,96.09,562.47,,
53,07/14/22 02:08:40 PM,96.32,637.86,,
54,07/14/22 02:08:50 PM,96.32,652.85,,
55,07/14/22 02:09:00 PM,96.47,649.52,,
56,07/14/22 02:09:10 PM,96.47,669.97,,
57,07/14/22 02:09:20 PM,96.55,621.93,,
58,07/14/22 02:09:30 PM,96.63,574.84,,
59,07/14/22 02:09:40 PM,96.71,639.05,,
60,07/14/22 02:09:50 PM,96.78,776.76,,
61,07/14/22 02:10:00 PM,96.86,649.04,,
62,07/14/22 02:10:10 PM,97.01,653.32,,
63,07/14/22 02:10:20 PM,97.09,650.94,,
64,07/14/22 02:10:30 PM,97.09,631.20,,
65,07/14/22 02:10:40 PM,97.17,617.65,,
66,07/14/22 02:10:50 PM,97.25,548.20,,
67,07/14/22 02:11:00 PM,97.25,545.35,,
68,07/14/22 02:11:10 PM,97.25,601.95,,
69,07/14/22 02:11:20 PM,97.32,656.17,,
70,07/14/22 02:11:30 PM,97.32,649.75,,
71,07/14/22 02:11:40 PM,97.32,654.27,,
72,07/14/22 02:11:50 PM,97.32,630.96,,
73,07/14/22 02:12:00 PM,97.32,630.25,,
74,07/14/22 02:12:10 PM,97.32,626.21,,
75,07/14/22 02:12:20 PM,97.40,633.58,,
76,07/14/22 02:12:30 PM,97.40,639.76,,
77,07/14/22 02:12:40 PM,97.48,633.34,,
78,07/14/22 02:12:50 PM,97.63,633.58,,
79,07/14/22 02:13:00 PM,97.71,636.20,,
80,07/14/22 02:13:10 PM,97.71,633.82,,
81,07/14/22 02:13:20 PM,97.79,633.34,,
82,07/14/22 02:13:30 PM,97.79,630.96,,
83,07/14/22 02:13:40 PM,97.79,632.63,,
84,07/14/22 02:13:50 PM,97.86,631.68,,
85,07/14/22 02:14:00 PM,97.86,631.20,,
86,07/14/22 02:14:10 PM,98.02,631.68,,
87,07/14/22 02:14:20 PM,98.10,634.77,,
88,07/14/22 02:14:30 PM,98.10,632.39,,
89,07/14/22 02:14:40 PM,98.17,630.01,,
90,07/14/22 02:14:50 PM,98.25,630.96,,
91,07/14/22 02:15:00 PM,98.25,631.92,,
92,07/14/22 02:15:10 PM,98.33,630.25,,
93,07/14/22 02:15:20 PM,98.33,605.75,,
94,07/14/22 02:15:30 PM,98.33,563.18,,
95,07/14/22 02:15:40 PM,98.40,545.58,,
96,07/14/22 02:15:50 PM,98.40,551.53,,
97,07/14/22 02:16:00 PM,98.48,553.19,,
98,07/14/22 02:16:10 PM,98.56,557.71,,
99,07/14/22 02:16:20 PM,98.64,551.77,,
100,07/14/22 02:16:30 PM,98.64,544.16,,
101,07/14/22 02:16:40 PM,98.71,544.39,,
102,07/14/22 02:16:50 PM,98.79,519.42,,
103,07/14/22 02:17:00 PM,98.79,524.65,,
104,07/14/22 02:17:10 PM,98.79,448.43,,
105,07/14/22 02:17:20 PM,98.79,543.21,,
106,07/14/22 02:17:30 PM,98.71,536.31,,
107,07/14/22 02:17:40 PM,98.87,532.03,,
108,07/14/22 02:17:50 PM,98.79,567.70,,
109,07/14/22 02:18:00 PM,98.79,447.48,,
110,07/14/22 02:18:10 PM,98.79,444.86,,
111,07/14/22 02:18:20 PM,98.79,452.00,,
112,07/14/22 02:18:30 PM,98.71,496.59,,
113,07/14/22 02:18:40 PM,98.71,472.09,,
114,07/14/22 02:18:50 PM,98.87,493.26,,
115,07/14/22 02:19:00 PM,98.79,502.30,,
116,07/14/22 02:19:10 PM,98.87,483.03,,
117,07/14/22 02:19:20 PM,98.87,463.65,,
118,07/14/22 02:19:30 PM,98.87,449.74,,
119,07/14/22 02:19:40 PM,98.87,467.22,,
120,07/14/22 02:19:50 PM,98.79,443.91,,
121,07/14/22 02:20:00 PM,98.87,444.27,,
122,07/14/22 02:20:10 PM,98.87,455.21,,
123,07/14/22 02:20:20 PM,98.87,561.28,,
124,07/14/22 02:20:30 PM,98.87,540.11,,
125,07/14/22 02:20:40 PM,98.95,529.41,,
126,07/14/22 02:20:50 PM,99.02,531.79,,
127,07/14/22 02:21:00 PM,99.02,532.50,,
128,07/14/22 02:21:10 PM,99.10,537.26,,
129,07/14/22 02:21:20 PM,99.18,543.44,,
130,07/14/22 02:21:30 PM,99.10,555.81,,
131,07/14/22 02:21:40 PM,99.10,557.24,,
132,07/14/22 02:21:50 PM,99.18,558.19,,
133,07/14/22 02:22:00 PM,99.25,546.06,,
134,07/14/22 02:22:10 PM,99.25,557.24,,
135,07/14/22 02:22:20 PM,99.33,557.71,,
136,07/14/22 02:22:30 PM,99.41,552.48,,
137,07/14/22 02:22:40 PM,99.49,557.71,,
138,07/14/22 02:22:50 PM,99.49,552.48,,
139,07/14/22 02:23:00 PM,99.56,549.15,,
140,07/14/22 02:23:10 PM,99.56,549.63,,
141,07/14/22 02:23:20 PM,99.64,547.96,,
142,07/14/22 02:23:30 PM,99.72,549.86,,
143,07/14/22 02:23:40 PM,99.64,538.45,,
144,07/14/22 02:23:50 PM,99.72,554.62,,
145,07/14/22 02:24:00 PM,99.72,566.27,,
146,07/14/22 02:24:10 PM,99.79,560.80,,
147,07/14/22 02:24:20 PM,99.87,565.32,,
148,07/14/22 02:24:30 PM,100.03,565.09,,
149,07/14/22 02:24:40 PM,100.03,557.00,,
150,07/14/22 02:24:50 PM,100.03,553.67,,
151,07/14/22 02:25:00 PM,100.10,542.73,,
152,07/14/22 02:25:10 PM,100.10,552.24,,
153,07/14/22 02:25:20 PM,100.10,551.05,,
154,07/14/22 02:25:30 PM,100.34,540.11,,
155,07/14/22 02:25:40 PM,100.41,546.53,,
156,07/14/22 02:25:50 PM,100.41,535.36,,
157,07/14/22 02:26:00 PM,100.34,533.69,,
158,07/14/22 02:26:10 PM,100.34,522.99,,
159,07/14/22 02:26:20 PM,100.34,499.21,,
160,07/14/22 02:26:30 PM,100.49,484.70,,
161,07/14/22 02:26:40 PM,100.41,460.08,,
162,07/14/22 02:26:50 PM,100.41,448.43,,
163,07/14/22 02:27:00 PM,100.41,445.22,,
164,07/14/22 02:27:10 PM,100.34,458.18,,
165,07/14/22 02:27:20 PM,100.34,462.70,,
166,07/14/22 02:27:30 PM,100.26,459.49,,
167,07/14/22 02:27:40 PM,100.26,462.34,,
168,07/14/22 02:27:50 PM,100.34,446.53,,
169,07/14/22 02:28:00 PM,100.26,462.70,,
170,07/14/22 02:28:10 PM,100.26,513.71,,
171,07/14/22 02:28:20 PM,100.26,590.06,,
172,07/14/22 02:28:30 PM,100.26,625.26,,
173,07/14/22 02:28:40 PM,100.34,611.70,,
174,07/14/22 02:28:50 PM,100.41,571.74,,
175,07/14/22 02:29:00 PM,100.41,458.18,,
176,07/14/22 02:29:10 PM,100.41,476.61,,
177,07/14/22 02:29:20 PM,100.34,477.21,,
178,07/14/22 02:29:30 PM,100.34,481.49,,
179,07/14/22 02:29:40 PM,100.34,463.65,,
180,07/14/22 02:29:50 PM,100.18,483.03,,
181,07/14/22 02:30:00 PM,100.18,466.62,,
182,07/14/22 02:30:10 PM,100.10,481.73,,
183,07/14/22 02:30:20 PM,100.10,497.78,,
